Name,UnlockLevel,HappyDurationMinutes,FedDurationMinutes,Habitat,FileName,ShopIconExportName,ShopIconAnimScale,MaxPathLength,MaxDistanceFromHouse,MaxDistanceFromHouseHungry,Exp,Vouchers,VoucherCount,StateIdleExportName,StateIdleHungryExportName,StateIdleMinMS,StateIdleMaxMS,StateRunExportName,StateMoveExportName,StateMoveHungryExportName,StateMoveMinMS,StateMoveMaxMS,StateRunMinMS,StateRunMaxMS,Speed,HungrySpeed,RunSpeed,StateEatExportName,StateEatMinMS,StateEatMaxMS,StateSleepExportName,StateSleepMinMS,StateSleepMaxMS,TID,DescriptionTID,ReadyNotificationName,TapSound,CollectSound,BuySound,FeedSound,RandomSounds,MaxCountColumnName,SpecialDropCounterIncrease,RandomAnimationFrame,ShopOrder,AssetScale,PendingRelease
Pelican1,20,0,360,BirdHouse,sc/animals02.sc,,,150,10,4,40,Voucher2,12,pelican_01_idle_01,pelican_01_hungry,6000,12000,pelican_01_running,pelican_01_walking,pelican_01_hungry_walk,4000,12000,2000,3000,8,6,20,pelican_01_eating,4000,4000,pelican_01_sleeping,8000,16000,TID_PELICAN1,TID_PELICAN_DESCRIPTION,,PelicanTap,PelicanTap,Buy,,PelicanIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,Voucher5,9,pelican_01_idle_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,pelican_01_idle_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelican2,20,0,360,BirdHouse,sc/animals02.sc,,,150,10,4,40,Voucher4,6,pelican_02_idle_01,pelican_02_hungry,6000,12000,pelican_02_running,pelican_02_walking,pelican_02_hungry_walk,4000,12000,2000,3000,8,6,20,pelican_02_eating,4000,4000,pelican_02_sleeping,8000,16000,TID_PELICAN2,TID_PELICAN_DESCRIPTION,,PelicanTap,PelicanTap,Buy,,PelicanIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,Voucher5,9,pelican_02_idle_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,pelican_02_idle_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelican3,20,0,360,BirdHouse,sc/animals02.sc,,,150,10,4,40,Voucher3,8,pelican_03_idle_01,pelican_03_hungry,6000,12000,pelican_03_running,pelican_03_walking,pelican_03_hungry_walk,4000,12000,2000,3000,8,6,20,pelican_03_eating,4000,4000,pelican_03_sleeping,8000,16000,TID_PELICAN3,TID_PELICAN_DESCRIPTION,,PelicanTap,PelicanTap,Buy,,PelicanIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,Voucher5,9,pelican_03_idle_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,pelican_03_idle_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heron1,20,0,360,BirdHouse,sc/animals02.sc,,,80,10,4,40,Voucher4,4,heron_01_idle_1,heron_01_hungry,8000,8000,heron_01_run,heron_01_walk,heron_01_hungry_walk,4000,12000,2000,3000,8,6,20,heron_01_eat,4000,4000,heron_01_sleep,8000,16000,TID_HERON3,TID_HERON_DESCRIPTION,,HeronTap,HeronTap,Buy,,HeronIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,Voucher5,9,heron_01_idle_2,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,heron_01_idle_3,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heron2,20,0,360,BirdHouse,sc/animals02.sc,,120,80,10,4,40,Voucher3,8,heron_02_idle_1,heron_02_hungry,8000,8000,heron_02_run,heron_02_walk,heron_02_hungry_walk,4000,12000,2000,3000,8,6,20,heron_02_eat,4000,4000,heron_02_sleep,8000,16000,TID_HERON2,TID_HERON_DESCRIPTION,,HeronTap,HeronTap,Buy,,HeronIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,Voucher5,9,heron_02_idle_2,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,heron_02_idle_3,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heron3,20,0,360,BirdHouse,sc/animals02.sc,,,80,10,4,40,Voucher2,14,heron_03_idle_1,heron_03_hungry,8000,8000,heron_03_run,heron_03_walk,heron_03_hungry_walk,4000,12000,2000,3000,8,6,20,heron_03_eat,4000,4000,heron_03_sleep,8000,16000,TID_HERON1,TID_HERON_DESCRIPTION,,HeronTap,HeronTap,Buy,,HeronIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,Voucher5,9,heron_03_idle_2,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,heron_03_idle_3,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamingo1,20,0,360,BirdHouse,sc/animals02.sc,,,80,10,4,40,Voucher4,4,flamingo_01_idle_1,flamingo_01_hungry,4000,4000,flamingo_01_run,flamingo_01_walk,flamingo_01_hungry_walk,1500,4500,2000,3000,8,6,20,flamingo_01_eat,3000,3000,flamingo_01_sleep,4000,12000,TID_FLAMINGO1,TID_FLAMINGO_DESCRIPTION,,FlamingoTap,FlamingoTap,Buy,,FlamingoIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,Voucher5,9,flamingo_01_idle_2,,7000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,flamingo_01_idle_3,,7000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamingo2,20,0,360,BirdHouse,sc/animals02.sc,,,80,10,4,40,Voucher3,8,flamingo_02_idle_1,flamingo_02_hungry,4000,4000,flamingo_02_run,flamingo_02_walk,flamingo_02_hungry_walk,1500,4500,2000,3000,8,6,20,flamingo_02_eat,3000,3000,flamingo_02_sleep,4000,12000,TID_FLAMINGO2,TID_FLAMINGO_DESCRIPTION,,FlamingoTap,FlamingoTap,Buy,,FlamingoIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,Voucher5,9,flamingo_02_idle_2,,7000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,flamingo_02_idle_3,,7000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamingo3,20,0,360,BirdHouse,sc/animals02.sc,,,80,10,4,40,Voucher2,14,flamingo_03_idle_1,flamingo_03_hungry,4000,4000,flamingo_03_run,flamingo_03_walk,flamingo_03_hungry_walk,1500,4500,2000,3000,8,6,20,flamingo_03_eat,3000,3000,flamingo_03_sleep,4000,12000,TID_FLAMINGO3,TID_FLAMINGO_DESCRIPTION,,FlamingoTap,FlamingoTap,Buy,,FlamingoIdle,MaxBirdAmount,20,FALSE,700,,
,,,,,,,,,,,,Voucher5,9,flamingo_03_idle_2,,7000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,flamingo_03_idle_3,,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan1,20,0,360,BirdHouse,sc/animals02.sc,,,80,10,4,40,Voucher4,4,swan_01_idle_01,swan_01_hungry,10000,10000,swan_01_run,swan_01_walk,swan_01_hungry_walk,1000,3000,2000,3000,8,6,20,swan_01_eat,4000,3000,swan_01_sleep,8000,12000,TID_SWAN1,TID_SWAN_DESCRIPTION,,SwanTap,SwanTap,Buy,,SwanIdle,MaxBirdAmount,20,FALSE,700,80,
,,,,,,,,,,,,Voucher5,9,swan_01_idle_02,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,swan_01_idle_03,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan2,20,0,360,BirdHouse,sc/animals02.sc,,,80,10,4,40,Voucher3,8,swan_02_idle_01,swan_02_hungry,10000,10000,swan_02_run,swan_02_walk,swan_02_hungry_walk,1000,3000,2000,3000,8,6,20,swan_02_eat,4000,3000,swan_02_sleep,8000,12000,TID_SWAN2,TID_SWAN_DESCRIPTION,,SwanTap,SwanTap,Buy,,SwanIdle,MaxBirdAmount,20,FALSE,700,80,
,,,,,,,,,,,,Voucher5,9,swan_02_idle_02,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,swan_02_idle_03,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan3,20,0,360,BirdHouse,sc/animals02.sc,,,80,10,4,40,Voucher2,14,swan_03_idle_01,swan_03_hungry,10000,10000,swan_03_run,swan_03_walk,swan_03_hungry_walk,1000,3000,2000,3000,8,6,20,swan_03_eat,4000,3000,swan_03_sleep,8000,12000,TID_SWAN3,TID_SWAN_DESCRIPTION,,SwanTap,SwanTap,Buy,,SwanIdle,MaxBirdAmount,20,FALSE,700,80,
,,,,,,,,,,,,Voucher5,9,swan_03_idle_02,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,swan_03_idle_03,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pony1,52,0,360,HorseHouse,sc/animals02.sc,,,150,8,4,80,Voucher1,10,pony01_fjord_idle,pony01_fjord_hungry,6000,6000,pony01_fjord_run,pony01_fjord_walk,pony01_fjord_hungry_walk,4800,9600,6000,12000,11,4,35,pony01_fjord_eating,4400,8800,pony01_fjord_sleeping,3800,7600,TID_PONY1,TID_HORSE_DESCRIPTION,,HorseTap,HorseTap,Buy,,,MaxPonyAmount,42,TRUE,1201,,TRUE
,,,,,,,,,,,,Voucher2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Voucher3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Voucher4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pony2,50,0,360,HorseHouse,sc/animals02.sc,,,150,8,4,80,Voucher1,10,pony01_shetland_idle,pony01_shetland_hungry,6000,6000,pony01_shetland_run,pony01_shetland_walk,pony01_shetland_hungry_walk,4800,9600,6000,12000,11,4,35,pony01_shetland_eating,4400,8800,pony01_shetland_sleeping,3800,7600,TID_PONY2,TID_HORSE_DESCRIPTION,,HorseTap,HorseTap,Buy,,,MaxPonyAmount,42,TRUE,1201,,
,,,,,,,,,,,,Voucher2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Voucher3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Voucher4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
