Name,FileName,ExportName,UnlockLevel,ReputationUnlockLevel,GoodReward,GoodAmount,FreeAmount,Probability,ForbidFreeBox,DiamondPrice,RandomNumberMax,TileWidth,TileHeight,OpenSound,LockedSound,Mode,Type,Icon,RewardHUDExportName,MapGameQuestReward,QuestNotification
Box88,sc/common.sc,mystery_box_silver,35,,FasterBuildings2_lv5,1,,16,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box89,sc/common.sc,mystery_box_silver,35,,FasterBuildings3_lv5,1,,16,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box90,sc/common.sc,mystery_box_silver,35,,FreeErnest_lv5,1,,16,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box91,sc/common.sc,mystery_box_silver,35,,FreeRose_lv5,1,,16,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box92,sc/common.sc,mystery_box_silver,35,,FreeTom_lv5,1,,16,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box93,sc/common.sc,mystery_box_silver,35,,MoreXP_lv5,1,,16,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box94,sc/common.sc,mystery_box_silver,35,,EasierBoats_lv4,1,,64,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box95,sc/common.sc,mystery_box_silver,35,,FasterBuildings1_lv4,1,,64,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box96,sc/common.sc,mystery_box_silver,35,,FasterBuildings2_lv4,1,,64,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box97,sc/common.sc,mystery_box_silver,35,,FasterBuildings3_lv4,1,,64,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box98,sc/common.sc,mystery_box_silver,35,,FreeErnest_lv4,1,,64,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box99,sc/common.sc,mystery_box_silver,35,,FreeRose_lv4,1,,64,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box100,sc/common.sc,mystery_box_silver,35,,FreeTom_lv4,1,,64,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box101,sc/common.sc,mystery_box_silver,35,,MoreXP_lv4,1,,64,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box102,sc/common.sc,mystery_box_gold,1,,Bolt,4,,50,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box103,sc/common.sc,mystery_box_gold,1,,Plank,4,,50,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box104,sc/common.sc,mystery_box_gold,1,,Duct Tape,4,,50,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box105,sc/common.sc,mystery_box_gold,1,,Nail,4,,50,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box106,sc/common.sc,mystery_box_gold,1,,Screw,4,,50,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box107,sc/common.sc,mystery_box_gold,1,,Wood Panel,4,,50,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box108,sc/common.sc,mystery_box_gold,12,,Land Deed,4,,50,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box109,sc/common.sc,mystery_box_gold,12,,Mallet,4,,50,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box110,sc/common.sc,mystery_box_gold,12,,Marker Stake,4,,50,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box111,sc/common.sc,mystery_box_gold,1,,FreeDiamonds,25,5,62,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,FALSE,
Box112,sc/common.sc,mystery_box_gold,1,,Bolt,5,,10,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box113,sc/common.sc,mystery_box_gold,1,,Plank,5,,10,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box114,sc/common.sc,mystery_box_gold,1,,Duct Tape,5,,10,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box115,sc/common.sc,mystery_box_gold,1,,Nail,5,,10,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box116,sc/common.sc,mystery_box_gold,1,,Screw,5,,10,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box117,sc/common.sc,mystery_box_gold,1,,Wood Panel,5,,10,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box118,sc/common.sc,mystery_box_gold,35,,FreeErnest_lv5,2,,20,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box119,sc/common.sc,mystery_box_gold,35,,FreeRose_lv5,2,,20,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box120,sc/common.sc,mystery_box_gold,35,,FreeTom_lv5,2,,20,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box121,sc/common.sc,mystery_box_gold,35,,MoreXP_lv5,2,,20,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box122,sc/common.sc,mystery_box_gold,25,,Expansion Key,1,,10,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box1,sc/common.sc,mystery_box_bronze,1,,Bolt,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box2,sc/common.sc,mystery_box_bronze,1,,Plank,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box3,sc/common.sc,mystery_box_bronze,1,,Duct Tape,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box4,sc/common.sc,mystery_box_bronze,1,,Nail,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box5,sc/common.sc,mystery_box_bronze,1,,Screw,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box6,sc/common.sc,mystery_box_bronze,1,,Wood Panel,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
Box7_free,sc/common.sc,mystery_box_bronze,1,,FreeDiamonds,5,5,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,FALSE,
DISABLED_Box8,sc/common.sc,mystery_box_bronze,1,,CashInGems,8,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box9,sc/common.sc,mystery_box_bronze,20,,Voucher1,3,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box10,sc/common.sc,mystery_box_bronze,20,,Voucher2,3,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box11,sc/common.sc,mystery_box_bronze,20,,Voucher1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box12,sc/common.sc,mystery_box_bronze,20,,Voucher2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box13,sc/common.sc,mystery_box_bronze,6,,Demolition Charge,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box14,sc/common.sc,mystery_box_bronze,6,,Axe,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box15,sc/common.sc,mystery_box_bronze,6,,Saw,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box16,sc/common.sc,mystery_box_bronze,6,,Shovel,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box17,sc/common.sc,mystery_box_bronze,34,,Pickaxe,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box18,sc/common.sc,mystery_box_bronze,6,,Dynamite,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box19,sc/common.sc,mystery_box_bronze,6,,Demolition Charge,2,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box20,sc/common.sc,mystery_box_bronze,6,,Axe,2,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box21,sc/common.sc,mystery_box_bronze,6,,Saw,2,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box22,sc/common.sc,mystery_box_bronze,6,,Shovel,2,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box23,sc/common.sc,mystery_box_bronze,34,,Pickaxe,2,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box24,sc/common.sc,mystery_box_bronze,6,,Dynamite,2,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box25,sc/common.sc,mystery_box_bronze,35,,MoreXP_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box26,sc/common.sc,mystery_box_bronze,35,,MoreCash_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box27,sc/common.sc,mystery_box_bronze,35,,MiningMoreOres_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box28,sc/common.sc,mystery_box_bronze,35,,HeavierFish_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box29,sc/common.sc,mystery_box_bronze,35,,FasterBuildings2_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box30,sc/common.sc,mystery_box_bronze,35,,FasterBuildings1_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box31,sc/common.sc,mystery_box_bronze,35,,FasterBuildings3_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box32,sc/common.sc,mystery_box_bronze,35,,EasierBoats_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box33,sc/common.sc,mystery_box_bronze,35,,FasterBuildings4_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box34,sc/common.sc,mystery_box_bronze,35,,FasterCrops3_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box35,sc/common.sc,mystery_box_bronze,35,,FasterCrops1_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box36,sc/common.sc,mystery_box_bronze,35,,FreeTom_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box37,sc/common.sc,mystery_box_bronze,35,,FasterCrops4_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box38,sc/common.sc,mystery_box_bronze,35,,FasterCrops2_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box39,sc/common.sc,mystery_box_bronze,44,,FasterLobsters_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box40,sc/common.sc,mystery_box_bronze,35,,FasterFishingSpots_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box41,sc/common.sc,mystery_box_bronze,35,,FasterBaitMaker_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box42,sc/common.sc,mystery_box_bronze,50,,FasterDucks_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box43,sc/common.sc,mystery_box_bronze,35,,FasterBoats_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box44,sc/common.sc,mystery_box_bronze,35,,FasterTrees_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box45,sc/common.sc,mystery_box_bronze,35,,FasterNetMaker_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box46,sc/common.sc,mystery_box_bronze,35,,FasterBushes_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box47,sc/common.sc,mystery_box_bronze,35,,FreeErnest_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box48,sc/common.sc,mystery_box_bronze,35,,FreeRose_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box49,sc/common.sc,mystery_box_bronze,35,,FasterTom_lv1,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box50,sc/common.sc,mystery_box_bronze,35,,MoreCash_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box51,sc/common.sc,mystery_box_bronze,35,,MoreXP_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box52,sc/common.sc,mystery_box_bronze,35,,HeavierFish_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box53,sc/common.sc,mystery_box_bronze,35,,FreeTom_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box54,sc/common.sc,mystery_box_bronze,35,,FasterBuildings2_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box55,sc/common.sc,mystery_box_bronze,35,,FasterBuildings3_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box56,sc/common.sc,mystery_box_bronze,35,,FasterBuildings1_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box57,sc/common.sc,mystery_box_bronze,35,,EasierBoats_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box58,sc/common.sc,mystery_box_bronze,35,,FasterBuildings4_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box59,sc/common.sc,mystery_box_bronze,35,,FasterCrops4_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box60,sc/common.sc,mystery_box_bronze,35,,FasterCrops3_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box61,sc/common.sc,mystery_box_bronze,44,,FasterLobsters_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box62,sc/common.sc,mystery_box_bronze,35,,FasterCrops1_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box63,sc/common.sc,mystery_box_bronze,35,,FasterFishingSpots_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box64,sc/common.sc,mystery_box_bronze,35,,FasterBaitMaker_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box65,sc/common.sc,mystery_box_bronze,35,,FasterCrops2_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box66,sc/common.sc,mystery_box_bronze,50,,FasterDucks_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box67,sc/common.sc,mystery_box_bronze,35,,FasterNetMaker_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box68,sc/common.sc,mystery_box_bronze,35,,FasterBoats_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box69,sc/common.sc,mystery_box_bronze,35,,FasterTrees_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box70,sc/common.sc,mystery_box_bronze,35,,FasterBushes_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box71,sc/common.sc,mystery_box_bronze,35,,FreeErnest_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box72,sc/common.sc,mystery_box_bronze,35,,FreeRose_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box73,sc/common.sc,mystery_box_bronze,35,,FasterTom_lv2,1,,,,3,16,2,2,TreasureBox,TreasureBoxLocked,home,1,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DISABLED_Box74,sc/common.sc,mystery_box_silver,1,,Bolt,2,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box75,sc/common.sc,mystery_box_silver,1,,Plank,2,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box76,sc/common.sc,mystery_box_silver,1,,Duct Tape,2,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box77,sc/common.sc,mystery_box_silver,1,,Nail,2,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box78,sc/common.sc,mystery_box_silver,1,,Screw,2,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box79,sc/common.sc,mystery_box_silver,1,,Wood Panel,2,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box80,sc/common.sc,mystery_box_silver,12,,Land Deed,2,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box81,sc/common.sc,mystery_box_silver,12,,Mallet,2,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box82,sc/common.sc,mystery_box_silver,12,,Marker Stake,2,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box83,sc/common.sc,mystery_box_silver,20,,Voucher3,3,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box84,sc/common.sc,mystery_box_silver,20,,Voucher4,3,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
Box85_free,sc/common.sc,mystery_box_silver,1,,FreeDiamonds,13,5,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,FALSE,
DISABLED_Box86,sc/common.sc,mystery_box_silver,35,,EasierBoats_lv5,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box87,sc/common.sc,mystery_box_silver,35,,FasterBuildings1_lv5,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box88,sc/common.sc,mystery_box_silver,35,,FasterBuildings2_lv5,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box89,sc/common.sc,mystery_box_silver,35,,FasterBuildings3_lv5,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box90,sc/common.sc,mystery_box_silver,35,,FreeErnest_lv5,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box91,sc/common.sc,mystery_box_silver,35,,FreeRose_lv5,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box92,sc/common.sc,mystery_box_silver,35,,FreeTom_lv5,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box93,sc/common.sc,mystery_box_silver,35,,MoreXP_lv5,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box94,sc/common.sc,mystery_box_silver,35,,EasierBoats_lv4,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box95,sc/common.sc,mystery_box_silver,35,,FasterBuildings1_lv4,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box96,sc/common.sc,mystery_box_silver,35,,FasterBuildings2_lv4,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box97,sc/common.sc,mystery_box_silver,35,,FasterBuildings3_lv4,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box98,sc/common.sc,mystery_box_silver,35,,FreeErnest_lv4,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box99,sc/common.sc,mystery_box_silver,35,,FreeRose_lv4,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box100,sc/common.sc,mystery_box_silver,35,,FreeTom_lv4,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
