Name,FileName,ExportName,ToolIconExportName,BoosterType,BoosterTarget,BoosterPercentage,BoosterDurationSeconds,UnlockLevel,ReputationUnlockLevel,BoosterStars,TID,BoosterValueTID,DescriptionTID,BoosterEffectExportName,BoosterTapEffectExportName,SpinWheelPrize,FreeBooster,PerceivedValue,OfferEntryTID,RandomOfferWeight
FreeRose_lv4,sc/hud.sc,booster_item02,icon_booster_freerose,FreeRose,,100,172800,35,,4,TID_BOOSTER_FREE_ROSE,TID_HELPER_HIRE_FREE_BUTTON,TID_BOOSTER_DESCRIPTION_FREE_ROSE,happy_character,happy_character,,,,,1
FreeRose_lv5,sc/hud.sc,booster_item02,icon_booster_freerose,FreeRose,,100,259200,35,,5,TID_BOOSTER_FREE_ROSE,TID_HELPER_HIRE_FREE_BUTTON,TID_BOOSTER_DESCRIPTION_FREE_ROSE,happy_character,happy_character,,,1500,,1
FreeErnest_lv1,sc/hud.sc,booster_item02,icon_booster_freeernist,FreeErnest,,100,21600,35,,1,TID_BOOSTER_FREE_ERNEST,TID_HELPER_HIRE_FREE_BUTTON,TID_BOOSTER_DESCRIPTION_FREE_ERNEST,happy_character,happy_character,,,,,1
FreeErnest_lv2,sc/hud.sc,booster_item02,icon_booster_freeernist,FreeErnest,,100,43200,35,,2,TID_BOOSTER_FREE_ERNEST,TID_HELPER_HIRE_FREE_BUTTON,TID_BOOSTER_DESCRIPTION_FREE_ERNEST,happy_character,happy_character,TRUE,,,,1
FreeErnest_lv3,sc/hud.sc,booster_item02,icon_booster_freeernist,FreeErnest,,100,86400,35,,3,TID_BOOSTER_FREE_ERNEST,TID_HELPER_HIRE_FREE_BUTTON,TID_BOOSTER_DESCRIPTION_FREE_ERNEST,happy_character,happy_character,,,,,1
FreeErnest_lv4,sc/hud.sc,booster_item02,icon_booster_freeernist,FreeErnest,,100,172800,35,,4,TID_BOOSTER_FREE_ERNEST,TID_HELPER_HIRE_FREE_BUTTON,TID_BOOSTER_DESCRIPTION_FREE_ERNEST,happy_character,happy_character,,,,,1
FreeErnest_lv5,sc/hud.sc,booster_item02,icon_booster_freeernist,FreeErnest,,100,259200,35,,5,TID_BOOSTER_FREE_ERNEST,TID_HELPER_HIRE_FREE_BUTTON,TID_BOOSTER_DESCRIPTION_FREE_ERNEST,happy_character,happy_character,,,1458,,1
EasierBoats_lv1,sc/hud.sc,booster_item03,icon_booster_easyboat,EasierBoat,,100,28800,35,,1,TID_BOOSTER_EASIER_BOAT,TID_BOOSTER_AMOUNT_EASIER,TID_BOOSTER_DESCRIPTION_EASIER_BOAT_SINGLE,happy_character,happy_character,,,,,1
EasierBoats_lv2,sc/hud.sc,booster_item03,icon_booster_easyboat,EasierBoat,,100,43200,35,,2,TID_BOOSTER_EASIER_BOAT,TID_BOOSTER_AMOUNT_EASIER,TID_BOOSTER_DESCRIPTION_EASIER_BOAT_SINGLE,happy_character,happy_character,TRUE,,,,1
EasierBoats_lv3,sc/hud.sc,booster_item03,icon_booster_easyboat,EasierBoat,,100,86400,35,,3,TID_BOOSTER_EASIER_BOAT,TID_BOOSTER_AMOUNT_EASIER,TID_BOOSTER_DESCRIPTION_EASIER_BOAT_SINGLE,happy_character,happy_character,,,,,1
EasierBoats_lv4,sc/hud.sc,booster_item03,icon_booster_easyboat,EasierBoat,,200,86400,35,,4,TID_BOOSTER_EASIER_BOAT,TID_BOOSTER_AMOUNT_EASIER,TID_BOOSTER_DESCRIPTION_EASIER_BOAT_MULTIPLE,happy_character,happy_character,,,,,1
EasierBoats_lv5,sc/hud.sc,booster_item03,icon_booster_easyboat,EasierBoat,,300,86400,35,,5,TID_BOOSTER_EASIER_BOAT,TID_BOOSTER_AMOUNT_EASIER,TID_BOOSTER_DESCRIPTION_EASIER_BOAT_MULTIPLE,happy_character,happy_character,,,1577,,1
MoreXP_lv1,sc/hud.sc,booster_item04,icon_booster_morexp,MoreXP,ExpPoints,15,10800,35,,1,TID_BOOSTER_MORE_XP,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_MORE_XP,happy_character,happy_character,,,,,1
MoreXP_lv2,sc/hud.sc,booster_item04,icon_booster_morexp,MoreXP,ExpPoints,30,10800,35,,2,TID_BOOSTER_MORE_XP,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_MORE_XP,happy_character,happy_character,TRUE,,,,1
MoreXP_lv3,sc/hud.sc,booster_item04,icon_booster_morexp,MoreXP,ExpPoints,30,21600,35,,3,TID_BOOSTER_MORE_XP,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_MORE_XP,happy_character,happy_character,,,,,1
MoreXP_lv4,sc/hud.sc,booster_item04,icon_booster_morexp,MoreXP,ExpPoints,50,21600,35,,4,TID_BOOSTER_MORE_XP,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_MORE_XP,happy_character,happy_character,,,,,1
MoreXP_lv5,sc/hud.sc,booster_item04,icon_booster_morexp,MoreXP,ExpPoints,50,43200,35,,5,TID_BOOSTER_MORE_XP,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_MORE_XP,happy_character,happy_character,,,1685,,1
FasterBaitMaker_lv1,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingBuilding,BaitMaker,10,14400,35,,1,TID_BOOSTER_FASTER_BAIT_MAKER,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_BAIT_MAKER,happy_character,happy_character,,,,,1
FasterBaitMaker_lv2,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingBuilding,BaitMaker,25,14400,35,,2,TID_BOOSTER_FASTER_BAIT_MAKER,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_BAIT_MAKER,happy_character,happy_character,TRUE,,,,1
FasterBaitMaker_lv3,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingBuilding,BaitMaker,25,21600,35,,3,TID_BOOSTER_FASTER_BAIT_MAKER,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_BAIT_MAKER,happy_character,happy_character,,,,,1
FasterBaitMaker_lv4,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingBuilding,BaitMaker,40,21600,35,,4,TID_BOOSTER_FASTER_BAIT_MAKER,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_BAIT_MAKER,happy_character,happy_character,,,,,1
FasterBaitMaker_lv5,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingBuilding,BaitMaker,50,28800,35,,5,TID_BOOSTER_FASTER_BAIT_MAKER,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_BAIT_MAKER,happy_character,happy_character,,,1338,,1
FasterNetMaker_lv1,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingBuilding,NetMaker,10,14400,35,,1,TID_BOOSTER_FASTER_NET_MAKER,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_NET_MAKER,happy_character,happy_character,,,,,1
FasterNetMaker_lv2,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingBuilding,NetMaker,25,14400,35,,2,TID_BOOSTER_FASTER_NET_MAKER,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_NET_MAKER,happy_character,happy_character,TRUE,,,,1
FasterNetMaker_lv3,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingBuilding,NetMaker,25,28800,35,,3,TID_BOOSTER_FASTER_NET_MAKER,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_NET_MAKER,happy_character,happy_character,,,,,1
FasterNetMaker_lv4,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingBuilding,NetMaker,40,28800,35,,4,TID_BOOSTER_FASTER_NET_MAKER,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_NET_MAKER,happy_character,happy_character,,,,,1
FasterNetMaker_lv5,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingBuilding,NetMaker,50,43200,35,,5,TID_BOOSTER_FASTER_NET_MAKER,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_NET_MAKER,happy_character,happy_character,,,1226,,1
FasterFishingSpots_lv1,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingSpots,,10,14400,35,,1,TID_BOOSTER_FASTER_FISHING_SPOT_COOLDOWN,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_FISHING_SPOT_COOLDOWN,happy_character,happy_character,,,,,1
FasterFishingSpots_lv2,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingSpots,,25,14400,35,,2,TID_BOOSTER_FASTER_FISHING_SPOT_COOLDOWN,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_FISHING_SPOT_COOLDOWN,happy_character,happy_character,,,,,1
FasterFishingSpots_lv3,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingSpots,,25,21600,35,,3,TID_BOOSTER_FASTER_FISHING_SPOT_COOLDOWN,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_FISHING_SPOT_COOLDOWN,happy_character,happy_character,,,,,1
FasterFishingSpots_lv4,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingSpots,,40,21600,35,,4,TID_BOOSTER_FASTER_FISHING_SPOT_COOLDOWN,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_FISHING_SPOT_COOLDOWN,happy_character,happy_character,,,,,1
FasterFishingSpots_lv5,sc/hud.sc,booster_item05,icon_booster_fish,FasterFishingSpots,,50,28800,35,,5,TID_BOOSTER_FASTER_FISHING_SPOT_COOLDOWN,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_FISHING_SPOT_COOLDOWN,happy_character,happy_character,,,1214,,1
FasterLobsters_lv1,sc/hud.sc,booster_item05,icon_booster_fish,FasterLobsters,,10,43200,44,,1,TID_BOOSTER_FASTER_LOBSTERS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_LOBSTERS,happy_character,happy_character,,,,,1
FasterLobsters_lv2,sc/hud.sc,booster_item05,icon_booster_fish,FasterLobsters,,25,43200,44,,2,TID_BOOSTER_FASTER_LOBSTERS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_LOBSTERS,happy_character,happy_character,,,,,1
FasterLobsters_lv3,sc/hud.sc,booster_item05,icon_booster_fish,FasterLobsters,,25,64800,44,,3,TID_BOOSTER_FASTER_LOBSTERS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_LOBSTERS,happy_character,happy_character,,,,,1
FasterLobsters_lv4,sc/hud.sc,booster_item05,icon_booster_fish,FasterLobsters,,40,64800,44,,4,TID_BOOSTER_FASTER_LOBSTERS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_LOBSTERS,happy_character,happy_character,,,,,1
FasterLobsters_lv5,sc/hud.sc,booster_item05,icon_booster_fish,FasterLobsters,,50,86400,44,,5,TID_BOOSTER_FASTER_LOBSTERS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_LOBSTERS,happy_character,happy_character,,,,,1
FasterDucks_lv1,sc/hud.sc,booster_item05,icon_booster_fish,FasterDucks,,10,21600,50,,1,TID_BOOSTER_FASTER_DUCKS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_DUCKS,happy_character,happy_character,,,,,1
FasterDucks_lv2,sc/hud.sc,booster_item05,icon_booster_fish,FasterDucks,,10,28800,50,,2,TID_BOOSTER_FASTER_DUCKS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_DUCKS,happy_character,happy_character,,,,,1
FasterDucks_lv3,sc/hud.sc,booster_item05,icon_booster_fish,FasterDucks,,25,28800,50,,3,TID_BOOSTER_FASTER_DUCKS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_DUCKS,happy_character,happy_character,,,,,1
FasterDucks_lv4,sc/hud.sc,booster_item05,icon_booster_fish,FasterDucks,,40,28800,50,,4,TID_BOOSTER_FASTER_DUCKS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_DUCKS,happy_character,happy_character,,,,,1
FasterDucks_lv5,sc/hud.sc,booster_item05,icon_booster_fish,FasterDucks,,50,36000,50,,5,TID_BOOSTER_FASTER_DUCKS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_DUCKS,happy_character,happy_character,,,,,1
FasterTownBuildings1_lv1,sc/hud.sc,booster_item06,icon_booster_townbuildings,FasterTownBuilding,Movietheater,15,28800,35,3,1,TID_BOOSTER_FASTER_TOWN_BUILDINGS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,happy_character,happy_character,,,,TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS1,1
,,,,,Diner,,,,,,,,,,,,,,,
,,,,,Bed and Breakfast,,,,,,,,,,,,,,,
FasterTownBuildings1_lv2,sc/hud.sc,booster_item06,icon_booster_townbuildings,FasterTownBuilding,Movietheater,30,28800,35,3,2,TID_BOOSTER_FASTER_TOWN_BUILDINGS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,happy_character,happy_character,,,,TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS1,1
,,,,,Diner,,,,,,,,,,,,,,,
,,,,,Bed and Breakfast,,,,,,,,,,,,,,,
FasterTownBuildings1_lv3,sc/hud.sc,booster_item06,icon_booster_townbuildings,FasterTownBuilding,Movietheater,30,43200,35,3,3,TID_BOOSTER_FASTER_TOWN_BUILDINGS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,happy_character,happy_character,,,,TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS1,1
,,,,,Diner,,,,,,,,,,,,,,,
,,,,,Bed and Breakfast,,,,,,,,,,,,,,,
FasterTownBuildings1_lv4,sc/hud.sc,booster_item06,icon_booster_townbuildings,FasterTownBuilding,Movietheater,40,54000,35,3,4,TID_BOOSTER_FASTER_TOWN_BUILDINGS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,happy_character,happy_character,,,,TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS1,1
,,,,,Diner,,,,,,,,,,,,,,,
,,,,,Bed and Breakfast,,,,,,,,,,,,,,,
FasterTownBuildings1_lv5,sc/hud.sc,booster_item06,icon_booster_townbuildings,FasterTownBuilding,Movietheater,50,64800,35,3,5,TID_BOOSTER_FASTER_TOWN_BUILDINGS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,happy_character,happy_character,,,1107,TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS1,1
,,,,,Diner,,,,,,,,,,,,,,,
,,,,,Bed and Breakfast,,,,,,,,,,,,,,,
FasterTownBuildings2_lv1,sc/hud.sc,booster_item06,icon_booster_townbuildings,FasterTownBuilding,Spa,15,21600,35,11,1,TID_BOOSTER_FASTER_TOWN_BUILDINGS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,happy_character,happy_character,,,,TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS2,1
,,,,,Beach cafe,,,,,,,,,,,,,,,
,,,,,Gift shop,,,,,,,,,,,,,,,
FasterTownBuildings2_lv2,sc/hud.sc,booster_item06,icon_booster_townbuildings,FasterTownBuilding,Spa,30,21600,35,11,2,TID_BOOSTER_FASTER_TOWN_BUILDINGS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,happy_character,happy_character,,,,TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS2,1
,,,,,Beach cafe,,,,,,,,,,,,,,,
,,,,,Gift shop,,,,,,,,,,,,,,,
FasterTownBuildings2_lv3,sc/hud.sc,booster_item06,icon_booster_townbuildings,FasterTownBuilding,Spa,30,28800,35,11,3,TID_BOOSTER_FASTER_TOWN_BUILDINGS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,happy_character,happy_character,,,,TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS2,1
,,,,,Beach cafe,,,,,,,,,,,,,,,
,,,,,Gift shop,,,,,,,,,,,,,,,
FasterTownBuildings2_lv4,sc/hud.sc,booster_item06,icon_booster_townbuildings,FasterTownBuilding,Spa,40,36000,35,11,4,TID_BOOSTER_FASTER_TOWN_BUILDINGS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,happy_character,happy_character,,,,TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS2,1
,,,,,Beach cafe,,,,,,,,,,,,,,,
,,,,,Gift shop,,,,,,,,,,,,,,,
FasterTownBuildings2_lv5,sc/hud.sc,booster_item06,icon_booster_townbuildings,FasterTownBuilding,Spa,50,43200,35,11,5,TID_BOOSTER_FASTER_TOWN_BUILDINGS,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,happy_character,happy_character,,,1138,TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS2,1
,,,,,Beach cafe,,,,,,,,,,,,,,,
,,,,,Gift shop,,,,,,,,,,,,,,,
FasterPersonalTrain_lv1,sc/hud.sc,booster_item06,icon_booster_train,FasterPersonalTrain,,20,43200,35,4,1,TID_BOOSTER_FASTER_PERSONAL_TRAIN,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_PERSONAL_TRAIN,happy_character,happy_character,,,,,1
FasterPersonalTrain_lv2,sc/hud.sc,booster_item06,icon_booster_train,FasterPersonalTrain,,20,57600,35,4,2,TID_BOOSTER_FASTER_PERSONAL_TRAIN,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_PERSONAL_TRAIN,happy_character,happy_character,,,,,1
FasterPersonalTrain_lv3,sc/hud.sc,booster_item06,icon_booster_train,FasterPersonalTrain,,25,64800,35,4,3,TID_BOOSTER_FASTER_PERSONAL_TRAIN,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_PERSONAL_TRAIN,happy_character,happy_character,,,,,1
FasterPersonalTrain_lv4,sc/hud.sc,booster_item06,icon_booster_train,FasterPersonalTrain,,40,64800,35,4,4,TID_BOOSTER_FASTER_PERSONAL_TRAIN,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_PERSONAL_TRAIN,happy_character,happy_character,,,,,1
FasterPersonalTrain_lv5,sc/hud.sc,booster_item06,icon_booster_train,FasterPersonalTrain,,50,86400,35,4,5,TID_BOOSTER_FASTER_PERSONAL_TRAIN,TID_BOOSTER_PERCENTAGE_FASTER,TID_BOOSTER_DESCRIPTION_FASTER_PERSONAL_TRAIN,happy_character,happy_character,,,703,,1
MoreCash_lv1,sc/hud.sc,booster_item04,icon_booster_morecoins,MoreCash,Cash,10,14400,35,,1,TID_BOOSTER_MORE_CASH,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_MORE_CASH,happy_character,happy_character,,,,,1
MoreCash_lv2,sc/hud.sc,booster_item04,icon_booster_morecoins,MoreCash,Cash,25,14400,35,,2,TID_BOOSTER_MORE_CASH,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_MORE_CASH,happy_character,happy_character,TRUE,,,,1
MoreCash_lv3,sc/hud.sc,booster_item04,icon_booster_morecoins,MoreCash,Cash,25,21600,35,,3,TID_BOOSTER_MORE_CASH,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_MORE_CASH,happy_character,happy_character,,,,,1
MoreCash_lv4,sc/hud.sc,booster_item04,icon_booster_morecoins,MoreCash,Cash,40,28800,35,,4,TID_BOOSTER_MORE_CASH,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_MORE_CASH,happy_character,happy_character,,,,,1
MoreCash_lv5,sc/hud.sc,booster_item04,icon_booster_morecoins,MoreCash,Cash,50,28800,35,,5,TID_BOOSTER_MORE_CASH,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_MORE_CASH,happy_character,happy_character,,,,,1
HeavierFish_lv1,sc/hud.sc,booster_item05,icon_booster_fish,HeavierFish,BigGameFisherCount,10,21600,35,,1,TID_BOOSTER_HEAVIER_FISH,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,happy_character,happy_character,,,,,1
HeavierFish_lv2,sc/hud.sc,booster_item05,icon_booster_fish,HeavierFish,BigGameFisherCount,25,21600,35,,2,TID_BOOSTER_HEAVIER_FISH,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,happy_character,happy_character,,,,,1
HeavierFish_lv3,sc/hud.sc,booster_item05,icon_booster_fish,HeavierFish,BigGameFisherCount,25,28800,35,,3,TID_BOOSTER_HEAVIER_FISH,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,happy_character,happy_character,,,,,1
HeavierFish_lv4,sc/hud.sc,booster_item05,icon_booster_fish,HeavierFish,BigGameFisherCount,40,28800,35,,4,TID_BOOSTER_HEAVIER_FISH,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,happy_character,happy_character,,,,,1
HeavierFish_lv5,sc/hud.sc,booster_item05,icon_booster_fish,HeavierFish,BigGameFisherCount,40,43200,35,,5,TID_BOOSTER_HEAVIER_FISH,TID_BOOSTER_PERCENTAGE_MORE,TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,happy_character,happy_character,,,,,1
MiningMoreOres_lv1,sc/hud.sc,booster_item07,icon_booster_moreore,MiningMoreOres,RepairedMine,100,600,35,,1,TID_BOOSTER_MINING_MORE_ORES,TID_BOOSTER_MORE,TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,happy_character,happy_character,,,,,1
MiningMoreOres_lv3,sc/hud.sc,booster_item07,icon_booster_moreore,MiningMoreOres,RepairedMine,200,600,35,,3,TID_BOOSTER_MINING_MORE_ORES,TID_BOOSTER_MORE,TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,happy_character,happy_character,,,,,1
MiningMoreOres_lv5,sc/hud.sc,booster_item07,icon_booster_moreore,MiningMoreOres,RepairedMine,300,600,35,,5,TID_BOOSTER_MINING_MORE_ORES,TID_BOOSTER_MORE,TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,happy_character,happy_character,,,,,1
BakerySuperbooster_lv1,sc/hud.sc,booster_item08,icon_booster_super_building,FasterProcessingBuilding,Bakery,75,3600,35,,1,TID_SUPER_BOOSTER_FASTER_PRODUCTION,TID_SUPER_BOOSTER_PERCENTAGE_FASTER,TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,happy_character,happy_character,,,,TID_OFFER_SUPER_BOOSTER_BAKERY,
BakerySuperbooster_lv3,sc/hud.sc,booster_item08,icon_booster_super_building,FasterProcessingBuilding,Bakery,88,3600,35,,3,TID_SUPER_BOOSTER_FASTER_PRODUCTION,TID_SUPER_BOOSTER_PERCENTAGE_FASTER,TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,happy_character,happy_character,,,,TID_OFFER_SUPER_BOOSTER_BAKERY,
BakerySuperbooster_lv5,sc/hud.sc,booster_item08,icon_booster_super_building,FasterProcessingBuilding,Bakery,92,3600,35,,5,TID_SUPER_BOOSTER_FASTER_PRODUCTION,TID_SUPER_BOOSTER_PERCENTAGE_FASTER,TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,happy_character,happy_character,,,,TID_OFFER_SUPER_BOOSTER_BAKERY,
AnimalFeedSuperbooster_lv1,sc/hud.sc,booster_item08,icon_booster_super_building,FasterProcessingBuilding,Hammermill,75,3600,35,,1,TID_SUPER_BOOSTER_FASTER_PRODUCTION,TID_SUPER_BOOSTER_PERCENTAGE_FASTER,TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,happy_character,happy_character,,,,TID_OFFER_SUPER_BOOSTER_ANIMAL_FEED,
AnimalFeedSuperbooster_lv3,sc/hud.sc,booster_item08,icon_booster_super_building,FasterProcessingBuilding,Hammermill,88,3600,35,,3,TID_SUPER_BOOSTER_FASTER_PRODUCTION,TID_SUPER_BOOSTER_PERCENTAGE_FASTER,TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,happy_character,happy_character,,,,TID_OFFER_SUPER_BOOSTER_ANIMAL_FEED,
AnimalFeedSuperbooster_lv5,sc/hud.sc,booster_item08,icon_booster_super_building,FasterProcessingBuilding,Hammermill,92,3600,35,,5,TID_SUPER_BOOSTER_FASTER_PRODUCTION,TID_SUPER_BOOSTER_PERCENTAGE_FASTER,TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,happy_character,happy_character,,,,TID_OFFER_SUPER_BOOSTER_ANIMAL_FEED,
DairySuperbooster_lv1,sc/hud.sc,booster_item08,icon_booster_super_building,FasterProcessingBuilding,Dairy,75,3600,35,,1,TID_SUPER_BOOSTER_FASTER_PRODUCTION,TID_SUPER_BOOSTER_PERCENTAGE_FASTER,TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,happy_character,happy_character,,,,TID_OFFER_SUPER_BOOSTER_DAIRY,
DairySuperbooster_lv3,sc/hud.sc,booster_item08,icon_booster_super_building,FasterProcessingBuilding,Dairy,88,3600,35,,3,TID_SUPER_BOOSTER_FASTER_PRODUCTION,TID_SUPER_BOOSTER_PERCENTAGE_FASTER,TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,happy_character,happy_character,,,,TID_OFFER_SUPER_BOOSTER_DAIRY,
DairySuperbooster_lv5,sc/hud.sc,booster_item08,icon_booster_super_building,FasterProcessingBuilding,Dairy,92,3600,35,,5,TID_SUPER_BOOSTER_FASTER_PRODUCTION,TID_SUPER_BOOSTER_PERCENTAGE_FASTER,TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,happy_character,happy_character,,,,TID_OFFER_SUPER_BOOSTER_DAIRY,
SugarMillSuperbooster_lv1,sc/hud.sc,booster_item08,icon_booster_super_building,FasterProcessingBuilding,Sugar_Mill,75,3600,35,,1,TID_SUPER_BOOSTER_FASTER_PRODUCTION,TID_SUPER_BOOSTER_PERCENTAGE_FASTER,TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,happy_character,happy_character,,,,TID_OFFER_SUPER_BOOSTER_SUGAR_MILL,
