Level,RepToNextLevel,GoodReward,GoodAmount,MinGoodsInPassengerService,MaxGoodsInPassengerService,PassengerServiceMinValue,PassengerServiceMaxValue,PassengerServiceMinCount,PassengerServiceMaxCount,PassengerAnimalViewChance,TID,FeatureTID,FeaturePNGURL
386,76835,FreeDiamonds,5,1,3,51,112,2,3,10,,,
387,76846,FreeDiamonds,5,1,3,51,112,2,3,10,,,
388,76857,FreeDiamonds,5,1,3,51,112,2,3,10,,,
389,76868,FreeDiamonds,5,1,3,51,112,2,3,10,,,
390,76879,FreeDiamonds,15,1,3,51,112,2,3,10,,,
391,76890,FreeDiamonds,5,1,3,51,112,2,3,10,,,
392,76901,FreeDiamonds,5,1,3,51,112,2,3,10,,,
393,76912,FreeDiamonds,5,1,3,51,112,2,3,10,,,
394,76923,FreeDiamonds,5,1,3,51,112,2,3,10,,,
395,76934,FreeDiamonds,10,1,3,51,112,2,3,10,,,
396,76945,FreeDiamonds,5,1,3,51,112,2,3,10,,,
397,76956,FreeDiamonds,5,1,3,51,112,2,3,10,,,
398,76967,FreeDiamonds,5,1,3,51,112,2,3,10,,,
399,76978,FreeDiamonds,5,1,3,51,112,2,3,10,,,
400,76989,FreeDiamonds,15,1,3,51,112,2,3,10,,,
401,77000,FreeDiamonds,5,1,3,51,112,2,3,10,,,
402,77011,FreeDiamonds,5,1,3,51,112,2,3,10,,,
403,77022,FreeDiamonds,5,1,3,51,112,2,3,10,,,
404,77033,FreeDiamonds,5,1,3,51,112,2,3,10,,,
405,77044,FreeDiamonds,10,1,3,51,112,2,3,10,,,
406,77055,FreeDiamonds,5,1,3,51,112,2,3,10,,,
407,77066,FreeDiamonds,5,1,3,51,112,2,3,10,,,
408,77077,FreeDiamonds,5,1,3,51,112,2,3,10,,,
409,77088,FreeDiamonds,5,1,3,51,112,2,3,10,,,
410,77099,FreeDiamonds,15,1,3,51,112,2,3,10,,,
411,77110,FreeDiamonds,5,1,3,51,112,2,3,10,,,
412,77121,FreeDiamonds,5,1,3,51,112,2,3,10,,,
413,77132,FreeDiamonds,5,1,3,51,112,2,3,10,,,
414,77143,FreeDiamonds,5,1,3,51,112,2,3,10,,,
415,77154,FreeDiamonds,10,1,3,51,112,2,3,10,,,
416,77165,FreeDiamonds,5,1,3,51,112,2,3,10,,,
417,77176,FreeDiamonds,5,1,3,51,112,2,3,10,,,
418,77187,FreeDiamonds,5,1,3,51,112,2,3,10,,,
419,77198,FreeDiamonds,5,1,3,51,112,2,3,10,,,
420,77209,FreeDiamonds,15,1,3,51,112,2,3,10,,,
421,77220,FreeDiamonds,5,1,3,51,112,2,3,10,,,
422,77231,FreeDiamonds,5,1,3,51,112,2,3,10,,,
423,77242,FreeDiamonds,5,1,3,51,112,2,3,10,,,
424,77253,FreeDiamonds,5,1,3,51,112,2,3,10,,,
425,77264,FreeDiamonds,10,1,3,51,112,2,3,10,,,
426,77275,FreeDiamonds,5,1,3,51,112,2,3,10,,,
427,77286,FreeDiamonds,5,1,3,51,112,2,3,10,,,
428,77297,FreeDiamonds,5,1,3,51,112,2,3,10,,,
429,77308,FreeDiamonds,5,1,3,51,112,2,3,10,,,
430,77319,FreeDiamonds,15,1,3,51,112,2,3,10,,,
431,77330,FreeDiamonds,5,1,3,51,112,2,3,10,,,
432,77341,FreeDiamonds,5,1,3,51,112,2,3,10,,,
433,77352,FreeDiamonds,5,1,3,51,112,2,3,10,,,
434,77363,FreeDiamonds,5,1,3,51,112,2,3,10,,,
435,77374,FreeDiamonds,10,1,3,51,112,2,3,10,,,
436,77385,FreeDiamonds,5,1,3,51,112,2,3,10,,,
437,77396,FreeDiamonds,5,1,3,51,112,2,3,10,,,
438,77407,FreeDiamonds,5,1,3,51,112,2,3,10,,,
439,77418,FreeDiamonds,5,1,3,51,112,2,3,10,,,
440,77429,FreeDiamonds,15,1,3,51,112,2,3,10,,,
441,77440,FreeDiamonds,5,1,3,51,112,2,3,10,,,
442,77451,FreeDiamonds,5,1,3,51,112,2,3,10,,,
443,77462,FreeDiamonds,5,1,3,51,112,2,3,10,,,
444,77473,FreeDiamonds,5,1,3,51,112,2,3,10,,,
445,77484,FreeDiamonds,10,1,3,51,112,2,3,10,,,
446,77495,FreeDiamonds,5,1,3,51,112,2,3,10,,,
447,77506,FreeDiamonds,5,1,3,51,112,2,3,10,,,
448,77517,FreeDiamonds,5,1,3,51,112,2,3,10,,,
449,77528,FreeDiamonds,5,1,3,51,112,2,3,10,,,
450,77539,FreeDiamonds,15,1,3,51,112,2,3,10,,,
451,77550,FreeDiamonds,5,1,3,51,112,2,3,10,,,
452,77561,FreeDiamonds,5,1,3,51,112,2,3,10,,,
453,77572,FreeDiamonds,5,1,3,51,112,2,3,10,,,
454,77583,FreeDiamonds,5,1,3,51,112,2,3,10,,,
455,77594,FreeDiamonds,10,1,3,51,112,2,3,10,,,
456,77605,FreeDiamonds,5,1,3,51,112,2,3,10,,,
457,77616,FreeDiamonds,5,1,3,51,112,2,3,10,,,
458,77627,FreeDiamonds,5,1,3,51,112,2,3,10,,,
459,77638,FreeDiamonds,5,1,3,51,112,2,3,10,,,
460,77649,FreeDiamonds,15,1,3,51,112,2,3,10,,,
461,77660,FreeDiamonds,5,1,3,51,112,2,3,10,,,
462,77671,FreeDiamonds,5,1,3,51,112,2,3,10,,,
463,77682,FreeDiamonds,5,1,3,51,112,2,3,10,,,
464,77693,FreeDiamonds,5,1,3,51,112,2,3,10,,,
465,77704,FreeDiamonds,10,1,3,51,112,2,3,10,,,
466,77715,FreeDiamonds,5,1,3,51,112,2,3,10,,,
467,77726,FreeDiamonds,5,1,3,51,112,2,3,10,,,
468,77737,FreeDiamonds,5,1,3,51,112,2,3,10,,,
469,77748,FreeDiamonds,5,1,3,51,112,2,3,10,,,
470,77759,FreeDiamonds,15,1,3,51,112,2,3,10,,,
471,77770,FreeDiamonds,5,1,3,51,112,2,3,10,,,
472,77781,FreeDiamonds,5,1,3,51,112,2,3,10,,,
473,77792,FreeDiamonds,5,1,3,51,112,2,3,10,,,
474,77803,FreeDiamonds,5,1,3,51,112,2,3,10,,,
475,77814,FreeDiamonds,10,1,3,51,112,2,3,10,,,
476,77825,FreeDiamonds,5,1,3,51,112,2,3,10,,,
477,77836,FreeDiamonds,5,1,3,51,112,2,3,10,,,
478,77847,FreeDiamonds,5,1,3,51,112,2,3,10,,,
479,77858,FreeDiamonds,5,1,3,51,112,2,3,10,,,
480,77869,FreeDiamonds,15,1,3,51,112,2,3,10,,,
481,77880,FreeDiamonds,5,1,3,51,112,2,3,10,,,
482,77891,FreeDiamonds,5,1,3,51,112,2,3,10,,,
483,77902,FreeDiamonds,5,1,3,51,112,2,3,10,,,
484,77913,FreeDiamonds,5,1,3,51,112,2,3,10,,,
485,77924,FreeDiamonds,10,1,3,51,112,2,3,10,,,
486,77935,FreeDiamonds,5,1,3,51,112,2,3,10,,,
487,77946,FreeDiamonds,5,1,3,51,112,2,3,10,,,
488,77957,FreeDiamonds,5,1,3,51,112,2,3,10,,,
489,77968,FreeDiamonds,5,1,3,51,112,2,3,10,,,
490,77979,FreeDiamonds,15,1,3,51,112,2,3,10,,,
491,77990,FreeDiamonds,5,1,3,51,112,2,3,10,,,
492,78001,FreeDiamonds,5,1,3,51,112,2,3,10,,,
493,78012,FreeDiamonds,5,1,3,51,112,2,3,10,,,
494,78023,FreeDiamonds,5,1,3,51,112,2,3,10,,,
495,78034,FreeDiamonds,10,1,3,51,112,2,3,10,,,
496,78045,FreeDiamonds,5,1,3,51,112,2,3,10,,,
497,78056,FreeDiamonds,5,1,3,51,112,2,3,10,,,
498,78067,FreeDiamonds,5,1,3,51,112,2,3,10,,,
499,78078,FreeDiamonds,5,1,3,51,112,2,3,10,,,
500,78089,FreeDiamonds,15,1,3,51,112,2,3,10,,,
501,78100,FreeDiamonds,5,1,3,51,112,2,3,10,,,
502,78111,FreeDiamonds,5,1,3,51,112,2,3,10,,,
503,78122,FreeDiamonds,5,1,3,51,112,2,3,10,,,
504,78133,FreeDiamonds,5,1,3,51,112,2,3,10,,,
505,78144,FreeDiamonds,10,1,3,51,112,2,3,10,,,
506,78155,FreeDiamonds,5,1,3,51,112,2,3,10,,,
507,78166,FreeDiamonds,5,1,3,51,112,2,3,10,,,
508,78177,FreeDiamonds,5,1,3,51,112,2,3,10,,,
509,78188,FreeDiamonds,5,1,3,51,112,2,3,10,,,
510,78199,FreeDiamonds,15,1,3,51,112,2,3,10,,,
511,78210,FreeDiamonds,5,1,3,51,112,2,3,10,,,
512,78221,FreeDiamonds,5,1,3,51,112,2,3,10,,,
513,78232,FreeDiamonds,5,1,3,51,112,2,3,10,,,
514,78243,FreeDiamonds,5,1,3,51,112,2,3,10,,,
515,78254,FreeDiamonds,10,1,3,51,112,2,3,10,,,
516,78265,FreeDiamonds,5,1,3,51,112,2,3,10,,,
517,78276,FreeDiamonds,5,1,3,51,112,2,3,10,,,
518,78287,FreeDiamonds,5,1,3,51,112,2,3,10,,,
519,78298,FreeDiamonds,5,1,3,51,112,2,3,10,,,
520,78309,FreeDiamonds,15,1,3,51,112,2,3,10,,,
521,78320,FreeDiamonds,5,1,3,51,112,2,3,10,,,
522,78331,FreeDiamonds,5,1,3,51,112,2,3,10,,,
523,78342,FreeDiamonds,5,1,3,51,112,2,3,10,,,
524,78353,FreeDiamonds,5,1,3,51,112,2,3,10,,,
525,78364,FreeDiamonds,10,1,3,51,112,2,3,10,,,
526,78375,FreeDiamonds,5,1,3,51,112,2,3,10,,,
527,78386,FreeDiamonds,5,1,3,51,112,2,3,10,,,
528,78397,FreeDiamonds,5,1,3,51,112,2,3,10,,,
529,78408,FreeDiamonds,5,1,3,51,112,2,3,10,,,
530,78419,FreeDiamonds,15,1,3,51,112,2,3,10,,,
531,78430,FreeDiamonds,5,1,3,51,112,2,3,10,,,
532,78441,FreeDiamonds,5,1,3,51,112,2,3,10,,,
533,78452,FreeDiamonds,5,1,3,51,112,2,3,10,,,
534,78463,FreeDiamonds,5,1,3,51,112,2,3,10,,,
535,78474,FreeDiamonds,10,1,3,51,112,2,3,10,,,
536,78485,FreeDiamonds,5,1,3,51,112,2,3,10,,,
537,78496,FreeDiamonds,5,1,3,51,112,2,3,10,,,
538,78507,FreeDiamonds,5,1,3,51,112,2,3,10,,,
539,78518,FreeDiamonds,5,1,3,51,112,2,3,10,,,
540,78529,FreeDiamonds,15,1,3,51,112,2,3,10,,,
541,78540,FreeDiamonds,5,1,3,51,112,2,3,10,,,
542,78551,FreeDiamonds,5,1,3,51,112,2,3,10,,,
543,78562,FreeDiamonds,5,1,3,51,112,2,3,10,,,
544,78573,FreeDiamonds,5,1,3,51,112,2,3,10,,,
545,78584,FreeDiamonds,10,1,3,51,112,2,3,10,,,
546,78595,FreeDiamonds,5,1,3,51,112,2,3,10,,,
547,78606,FreeDiamonds,5,1,3,51,112,2,3,10,,,
548,78617,FreeDiamonds,5,1,3,51,112,2,3,10,,,
549,78628,FreeDiamonds,5,1,3,51,112,2,3,10,,,
550,78639,FreeDiamonds,15,1,3,51,112,2,3,10,,,
551,78650,FreeDiamonds,5,1,3,51,112,2,3,10,,,
552,78661,FreeDiamonds,5,1,3,51,112,2,3,10,,,
553,78672,FreeDiamonds,5,1,3,51,112,2,3,10,,,
554,78683,FreeDiamonds,5,1,3,51,112,2,3,10,,,
555,78694,FreeDiamonds,10,1,3,51,112,2,3,10,,,
556,78705,FreeDiamonds,5,1,3,51,112,2,3,10,,,
557,78716,FreeDiamonds,5,1,3,51,112,2,3,10,,,
558,78727,FreeDiamonds,5,1,3,51,112,2,3,10,,,
559,78738,FreeDiamonds,5,1,3,51,112,2,3,10,,,
560,78749,FreeDiamonds,15,1,3,51,112,2,3,10,,,
561,78760,FreeDiamonds,5,1,3,51,112,2,3,10,,,
562,78771,FreeDiamonds,5,1,3,51,112,2,3,10,,,
563,78782,FreeDiamonds,5,1,3,51,112,2,3,10,,,
564,78793,FreeDiamonds,5,1,3,51,112,2,3,10,,,
565,78804,FreeDiamonds,10,1,3,51,112,2,3,10,,,
566,78815,FreeDiamonds,5,1,3,51,112,2,3,10,,,
567,78826,FreeDiamonds,5,1,3,51,112,2,3,10,,,
568,78837,FreeDiamonds,5,1,3,51,112,2,3,10,,,
569,78848,FreeDiamonds,5,1,3,51,112,2,3,10,,,
570,78859,FreeDiamonds,15,1,3,51,112,2,3,10,,,
571,78870,FreeDiamonds,5,1,3,51,112,2,3,10,,,
572,78881,FreeDiamonds,5,1,3,51,112,2,3,10,,,
573,78892,FreeDiamonds,5,1,3,51,112,2,3,10,,,
574,78903,FreeDiamonds,5,1,3,51,112,2,3,10,,,
575,78914,FreeDiamonds,10,1,3,51,112,2,3,10,,,
576,78925,FreeDiamonds,5,1,3,51,112,2,3,10,,,
577,78936,FreeDiamonds,5,1,3,51,112,2,3,10,,,
578,78947,FreeDiamonds,5,1,3,51,112,2,3,10,,,
579,78958,FreeDiamonds,5,1,3,51,112,2,3,10,,,
580,78969,FreeDiamonds,15,1,3,51,112,2,3,10,,,
581,78980,FreeDiamonds,5,1,3,51,112,2,3,10,,,
582,78991,FreeDiamonds,5,1,3,51,112,2,3,10,,,
583,79002,FreeDiamonds,5,1,3,51,112,2,3,10,,,
584,79013,FreeDiamonds,5,1,3,51,112,2,3,10,,,
585,79024,FreeDiamonds,10,1,3,51,112,2,3,10,,,
586,79035,FreeDiamonds,5,1,3,51,112,2,3,10,,,
587,79046,FreeDiamonds,5,1,3,51,112,2,3,10,,,
588,79057,FreeDiamonds,5,1,3,51,112,2,3,10,,,
589,79068,FreeDiamonds,5,1,3,51,112,2,3,10,,,
590,79079,FreeDiamonds,15,1,3,51,112,2,3,10,,,
591,79090,FreeDiamonds,5,1,3,51,112,2,3,10,,,
592,79101,FreeDiamonds,5,1,3,51,112,2,3,10,,,
593,79112,FreeDiamonds,5,1,3,51,112,2,3,10,,,
594,79123,FreeDiamonds,5,1,3,51,112,2,3,10,,,
595,79134,FreeDiamonds,10,1,3,51,112,2,3,10,,,
596,79145,FreeDiamonds,5,1,3,51,112,2,3,10,,,
597,79156,FreeDiamonds,5,1,3,51,112,2,3,10,,,
598,79167,FreeDiamonds,5,1,3,51,112,2,3,10,,,
599,79178,FreeDiamonds,5,1,3,51,112,2,3,10,,,
600,79189,FreeDiamonds,15,1,3,51,112,2,3,10,,,
601,79200,FreeDiamonds,5,1,3,51,112,2,3,10,,,
602,79211,FreeDiamonds,5,1,3,51,112,2,3,10,,,
603,79222,FreeDiamonds,5,1,3,51,112,2,3,10,,,
604,79233,FreeDiamonds,5,1,3,51,112,2,3,10,,,
605,79244,FreeDiamonds,10,1,3,51,112,2,3,10,,,
606,79255,FreeDiamonds,5,1,3,51,112,2,3,10,,,
607,79266,FreeDiamonds,5,1,3,51,112,2,3,10,,,
608,79277,FreeDiamonds,5,1,3,51,112,2,3,10,,,
609,79288,FreeDiamonds,5,1,3,51,112,2,3,10,,,
610,79299,FreeDiamonds,15,1,3,51,112,2,3,10,,,
611,79310,FreeDiamonds,5,1,3,51,112,2,3,10,,,
612,79321,FreeDiamonds,5,1,3,51,112,2,3,10,,,
613,79332,FreeDiamonds,5,1,3,51,112,2,3,10,,,
614,79343,FreeDiamonds,5,1,3,51,112,2,3,10,,,
615,79354,FreeDiamonds,10,1,3,51,112,2,3,10,,,
616,79365,FreeDiamonds,5,1,3,51,112,2,3,10,,,
617,79376,FreeDiamonds,5,1,3,51,112,2,3,10,,,
618,79387,FreeDiamonds,5,1,3,51,112,2,3,10,,,
619,79398,FreeDiamonds,5,1,3,51,112,2,3,10,,,
620,79409,FreeDiamonds,15,1,3,51,112,2,3,10,,,
621,79420,FreeDiamonds,5,1,3,51,112,2,3,10,,,
622,79431,FreeDiamonds,5,1,3,51,112,2,3,10,,,
623,79442,FreeDiamonds,5,1,3,51,112,2,3,10,,,
624,79453,FreeDiamonds,5,1,3,51,112,2,3,10,,,
625,79464,FreeDiamonds,10,1,3,51,112,2,3,10,,,
626,79475,FreeDiamonds,5,1,3,51,112,2,3,10,,,
627,79486,FreeDiamonds,5,1,3,51,112,2,3,10,,,
628,79497,FreeDiamonds,5,1,3,51,112,2,3,10,,,
629,79508,FreeDiamonds,5,1,3,51,112,2,3,10,,,
630,79519,FreeDiamonds,15,1,3,51,112,2,3,10,,,
631,79530,FreeDiamonds,5,1,3,51,112,2,3,10,,,
632,79541,FreeDiamonds,5,1,3,51,112,2,3,10,,,
633,79552,FreeDiamonds,5,1,3,51,112,2,3,10,,,
634,79563,FreeDiamonds,5,1,3,51,112,2,3,10,,,
635,79574,FreeDiamonds,10,1,3,51,112,2,3,10,,,
636,79585,FreeDiamonds,5,1,3,51,112,2,3,10,,,
637,79596,FreeDiamonds,5,1,3,51,112,2,3,10,,,
638,79607,FreeDiamonds,5,1,3,51,112,2,3,10,,,
639,79618,FreeDiamonds,5,1,3,51,112,2,3,10,,,
640,79629,FreeDiamonds,15,1,3,51,112,2,3,10,,,
641,79640,FreeDiamonds,5,1,3,51,112,2,3,10,,,
642,79651,FreeDiamonds,5,1,3,51,112,2,3,10,,,
643,79662,FreeDiamonds,5,1,3,51,112,2,3,10,,,
644,79673,FreeDiamonds,5,1,3,51,112,2,3,10,,,
645,79684,FreeDiamonds,10,1,3,51,112,2,3,10,,,
646,79695,FreeDiamonds,5,1,3,51,112,2,3,10,,,
647,79706,FreeDiamonds,5,1,3,51,112,2,3,10,,,
648,79717,FreeDiamonds,5,1,3,51,112,2,3,10,,,
649,79728,FreeDiamonds,5,1,3,51,112,2,3,10,,,
650,79739,FreeDiamonds,15,1,3,51,112,2,3,10,,,
651,79750,FreeDiamonds,5,1,3,51,112,2,3,10,,,
652,79761,FreeDiamonds,5,1,3,51,112,2,3,10,,,
653,79772,FreeDiamonds,5,1,3,51,112,2,3,10,,,
654,79783,FreeDiamonds,5,1,3,51,112,2,3,10,,,
655,79794,FreeDiamonds,10,1,3,51,112,2,3,10,,,
656,79805,FreeDiamonds,5,1,3,51,112,2,3,10,,,
657,79816,FreeDiamonds,5,1,3,51,112,2,3,10,,,
658,79827,FreeDiamonds,5,1,3,51,112,2,3,10,,,
659,79838,FreeDiamonds,5,1,3,51,112,2,3,10,,,
660,79849,FreeDiamonds,15,1,3,51,112,2,3,10,,,
661,79860,FreeDiamonds,5,1,3,51,112,2,3,10,,,
662,79871,FreeDiamonds,5,1,3,51,112,2,3,10,,,
663,79882,FreeDiamonds,5,1,3,51,112,2,3,10,,,
664,79893,FreeDiamonds,5,1,3,51,112,2,3,10,,,
665,79904,FreeDiamonds,10,1,3,51,112,2,3,10,,,
666,79915,FreeDiamonds,5,1,3,51,112,2,3,10,,,
667,79926,FreeDiamonds,5,1,3,51,112,2,3,10,,,
668,79937,FreeDiamonds,5,1,3,51,112,2,3,10,,,
669,79948,FreeDiamonds,5,1,3,51,112,2,3,10,,,
670,79959,FreeDiamonds,15,1,3,51,112,2,3,10,,,
671,79970,FreeDiamonds,5,1,3,51,112,2,3,10,,,
672,79981,FreeDiamonds,5,1,3,51,112,2,3,10,,,
673,79992,FreeDiamonds,5,1,3,51,112,2,3,10,,,
674,80003,FreeDiamonds,5,1,3,51,112,2,3,10,,,
675,80014,FreeDiamonds,10,1,3,51,112,2,3,10,,,
676,80025,FreeDiamonds,5,1,3,51,112,2,3,10,,,
677,80036,FreeDiamonds,5,1,3,51,112,2,3,10,,,
678,80047,FreeDiamonds,5,1,3,51,112,2,3,10,,,
679,80058,FreeDiamonds,5,1,3,51,112,2,3,10,,,
680,80069,FreeDiamonds,15,1,3,51,112,2,3,10,,,
681,80080,FreeDiamonds,5,1,3,51,112,2,3,10,,,
682,80091,FreeDiamonds,5,1,3,51,112,2,3,10,,,
683,80102,FreeDiamonds,5,1,3,51,112,2,3,10,,,
684,80113,FreeDiamonds,5,1,3,51,112,2,3,10,,,
685,80124,FreeDiamonds,10,1,3,51,112,2,3,10,,,
686,80135,FreeDiamonds,5,1,3,51,112,2,3,10,,,
687,80146,FreeDiamonds,5,1,3,51,112,2,3,10,,,
688,80157,FreeDiamonds,5,1,3,51,112,2,3,10,,,
689,80168,FreeDiamonds,5,1,3,51,112,2,3,10,,,
690,80179,FreeDiamonds,15,1,3,51,112,2,3,10,,,
691,80190,FreeDiamonds,5,1,3,51,112,2,3,10,,,
692,80201,FreeDiamonds,5,1,3,51,112,2,3,10,,,
693,80212,FreeDiamonds,5,1,3,51,112,2,3,10,,,
694,80223,FreeDiamonds,5,1,3,51,112,2,3,10,,,
695,80234,FreeDiamonds,10,1,3,51,112,2,3,10,,,
696,80245,FreeDiamonds,5,1,3,51,112,2,3,10,,,
697,80256,FreeDiamonds,5,1,3,51,112,2,3,10,,,
698,80267,FreeDiamonds,5,1,3,51,112,2,3,10,,,
699,80278,FreeDiamonds,5,1,3,51,112,2,3,10,,,
700,80289,FreeDiamonds,15,1,3,51,112,2,3,10,,,
701,80300,FreeDiamonds,5,1,3,51,112,2,3,10,,,
702,80311,FreeDiamonds,5,1,3,51,112,2,3,10,,,
703,80322,FreeDiamonds,5,1,3,51,112,2,3,10,,,
704,80333,FreeDiamonds,5,1,3,51,112,2,3,10,,,
705,80344,FreeDiamonds,10,1,3,51,112,2,3,10,,,
706,80355,FreeDiamonds,5,1,3,51,112,2,3,10,,,
707,80366,FreeDiamonds,5,1,3,51,112,2,3,10,,,
708,80377,FreeDiamonds,5,1,3,51,112,2,3,10,,,
709,80388,FreeDiamonds,5,1,3,51,112,2,3,10,,,
710,80399,FreeDiamonds,15,1,3,51,112,2,3,10,,,
711,80410,FreeDiamonds,5,1,3,51,112,2,3,10,,,
712,80421,FreeDiamonds,5,1,3,51,112,2,3,10,,,
713,80432,FreeDiamonds,5,1,3,51,112,2,3,10,,,
714,80443,FreeDiamonds,5,1,3,51,112,2,3,10,,,
715,80454,FreeDiamonds,10,1,3,51,112,2,3,10,,,
716,80465,FreeDiamonds,5,1,3,51,112,2,3,10,,,
717,80476,FreeDiamonds,5,1,3,51,112,2,3,10,,,
718,80487,FreeDiamonds,5,1,3,51,112,2,3,10,,,
719,80498,FreeDiamonds,5,1,3,51,112,2,3,10,,,
720,80509,FreeDiamonds,15,1,3,51,112,2,3,10,,,
721,80520,FreeDiamonds,5,1,3,51,112,2,3,10,,,
722,80531,FreeDiamonds,5,1,3,51,112,2,3,10,,,
723,80542,FreeDiamonds,5,1,3,51,112,2,3,10,,,
724,80553,FreeDiamonds,5,1,3,51,112,2,3,10,,,
725,80564,FreeDiamonds,10,1,3,51,112,2,3,10,,,
726,80575,FreeDiamonds,5,1,3,51,112,2,3,10,,,
727,80586,FreeDiamonds,5,1,3,51,112,2,3,10,,,
728,80597,FreeDiamonds,5,1,3,51,112,2,3,10,,,
729,80608,FreeDiamonds,5,1,3,51,112,2,3,10,,,
730,80619,FreeDiamonds,15,1,3,51,112,2,3,10,,,
731,80630,FreeDiamonds,5,1,3,51,112,2,3,10,,,
732,80641,FreeDiamonds,5,1,3,51,112,2,3,10,,,
733,80652,FreeDiamonds,5,1,3,51,112,2,3,10,,,
734,80663,FreeDiamonds,5,1,3,51,112,2,3,10,,,
735,80674,FreeDiamonds,10,1,3,51,112,2,3,10,,,
736,80685,FreeDiamonds,5,1,3,51,112,2,3,10,,,
737,80696,FreeDiamonds,5,1,3,51,112,2,3,10,,,
738,80707,FreeDiamonds,5,1,3,51,112,2,3,10,,,
739,80718,FreeDiamonds,5,1,3,51,112,2,3,10,,,
740,80729,FreeDiamonds,15,1,3,51,112,2,3,10,,,
741,80740,FreeDiamonds,5,1,3,51,112,2,3,10,,,
742,80751,FreeDiamonds,5,1,3,51,112,2,3,10,,,
743,80762,FreeDiamonds,5,1,3,51,112,2,3,10,,,
744,80773,FreeDiamonds,5,1,3,51,112,2,3,10,,,
745,80784,FreeDiamonds,10,1,3,51,112,2,3,10,,,
746,80795,FreeDiamonds,5,1,3,51,112,2,3,10,,,
747,80806,FreeDiamonds,5,1,3,51,112,2,3,10,,,
748,80817,FreeDiamonds,5,1,3,51,112,2,3,10,,,
749,80828,FreeDiamonds,5,1,3,51,112,2,3,10,,,
750,80839,FreeDiamonds,15,1,3,51,112,2,3,10,,,
751,80850,FreeDiamonds,5,1,3,51,112,2,3,10,,,
752,80861,FreeDiamonds,5,1,3,51,112,2,3,10,,,
753,80872,FreeDiamonds,5,1,3,51,112,2,3,10,,,
754,80883,FreeDiamonds,5,1,3,51,112,2,3,10,,,
755,80894,FreeDiamonds,10,1,3,51,112,2,3,10,,,
756,80905,FreeDiamonds,5,1,3,51,112,2,3,10,,,
757,80916,FreeDiamonds,5,1,3,51,112,2,3,10,,,
758,80927,FreeDiamonds,5,1,3,51,112,2,3,10,,,
759,80938,FreeDiamonds,5,1,3,51,112,2,3,10,,,
760,80949,FreeDiamonds,15,1,3,51,112,2,3,10,,,
761,80960,FreeDiamonds,5,1,3,51,112,2,3,10,,,
762,80971,FreeDiamonds,5,1,3,51,112,2,3,10,,,
763,80982,FreeDiamonds,5,1,3,51,112,2,3,10,,,
764,80993,FreeDiamonds,5,1,3,51,112,2,3,10,,,
765,81004,FreeDiamonds,10,1,3,51,112,2,3,10,,,
766,81015,FreeDiamonds,5,1,3,51,112,2,3,10,,,
767,81026,FreeDiamonds,5,1,3,51,112,2,3,10,,,
768,81037,FreeDiamonds,5,1,3,51,112,2,3,10,,,
769,81048,FreeDiamonds,5,1,3,51,112,2,3,10,,,
770,81059,FreeDiamonds,15,1,3,51,112,2,3,10,,,
771,81070,FreeDiamonds,5,1,3,51,112,2,3,10,,,
772,81081,FreeDiamonds,5,1,3,51,112,2,3,10,,,
773,81092,FreeDiamonds,5,1,3,51,112,2,3,10,,,
774,81103,FreeDiamonds,5,1,3,51,112,2,3,10,,,
775,81114,FreeDiamonds,10,1,3,51,112,2,3,10,,,
776,81125,FreeDiamonds,5,1,3,51,112,2,3,10,,,
777,81136,FreeDiamonds,5,1,3,51,112,2,3,10,,,
778,81147,FreeDiamonds,5,1,3,51,112,2,3,10,,,
779,81158,FreeDiamonds,5,1,3,51,112,2,3,10,,,
780,81169,FreeDiamonds,15,1,3,51,112,2,3,10,,,
781,81180,FreeDiamonds,5,1,3,51,112,2,3,10,,,
782,81191,FreeDiamonds,5,1,3,51,112,2,3,10,,,
783,81202,FreeDiamonds,5,1,3,51,112,2,3,10,,,
784,81213,FreeDiamonds,5,1,3,51,112,2,3,10,,,
785,81224,FreeDiamonds,10,1,3,51,112,2,3,10,,,
786,81235,FreeDiamonds,5,1,3,51,112,2,3,10,,,
787,81246,FreeDiamonds,5,1,3,51,112,2,3,10,,,
788,81257,FreeDiamonds,5,1,3,51,112,2,3,10,,,
789,81268,FreeDiamonds,5,1,3,51,112,2,3,10,,,
790,81279,FreeDiamonds,15,1,3,51,112,2,3,10,,,
791,81290,FreeDiamonds,5,1,3,51,112,2,3,10,,,
792,81301,FreeDiamonds,5,1,3,51,112,2,3,10,,,
793,81312,FreeDiamonds,5,1,3,51,112,2,3,10,,,
794,81323,FreeDiamonds,5,1,3,51,112,2,3,10,,,
795,81334,FreeDiamonds,10,1,3,51,112,2,3,10,,,
796,81345,FreeDiamonds,5,1,3,51,112,2,3,10,,,
797,81356,FreeDiamonds,5,1,3,51,112,2,3,10,,,
798,81367,FreeDiamonds,5,1,3,51,112,2,3,10,,,
799,81378,FreeDiamonds,5,1,3,51,112,2,3,10,,,
800,81389,FreeDiamonds,15,1,3,51,112,2,3,10,,,
801,81400,FreeDiamonds,5,1,3,51,112,2,3,10,,,
802,81411,FreeDiamonds,5,1,3,51,112,2,3,10,,,
803,81422,FreeDiamonds,5,1,3,51,112,2,3,10,,,
804,81433,FreeDiamonds,5,1,3,51,112,2,3,10,,,
805,81444,FreeDiamonds,10,1,3,51,112,2,3,10,,,
