Name,ShopIconFileName,ShopIconExportName,ShopIconAnimScale,ShopIconClipped,UnlockLevel,RepUnlockLevel,ShopOrder,FileName,ExportName,ExportNameMirror,TileWidth,TileHeight,Price,DiamondPrice,DiscountPercentage,Vouchers,VoucherCount,PriceIncrease,DoPriceIncreaseEveryNObject,ShopDescriptionTID,TID,BuySound,AttractsButterflies,BirdsLand,SpawnsBirds,SpawnsFrogs,TapSound,CanBuy,SpinWheelPrize,BuyExp,Theme,TagSpecial,TagNature,TagDeco,TagSanctuary,TagStatue,HideFromLevelUpScreen,SanctuaryAnimal,PerceivedValue,UseCase,Passable
Haybale Round,,,,,1,0,,sc/decos01_generic.sc,haybale_round,,2,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_HAYBALE,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Wagon,,,,,1,0,,sc/decos03_features.sc,wagon,,2,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_WAGON,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Horseshoe Gate,,,,,1,0,,sc/decos03_features.sc,horse_shoe_gate,,1,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_HORSESHOEGATE,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Water Pump,,,,,1,0,,sc/decos01_generic.sc,water_pump,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_WATERPUMP,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Scuba Helmet,,,,,1,0,,sc/decos01_generic.sc,scuba,,1,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_SCUBAHELMET,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Flower Boots,,,,,1,0,,sc/decos01_generic.sc,flower_boots,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_FLOWERBOOTS,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower Box,,,,,1,0,,sc/decos01_generic.sc,flower_box,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_FLOWERBOX,,TRUE,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Potting Table,,,,,1,0,,sc/decos01_generic.sc,potting_table,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POTTINGTABLE,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Potting Ladder,,,,,1,0,,sc/decos01_generic.sc,potting_ladder,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POTTINGLADDER,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Seeding,,,110,,1,0,,sc/decos01_generic.sc,seeding,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SEEDING,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Axe Rock,,,,,1,0,,sc/decos01_generic.sc,axe_and_rock,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_AXEROCK,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Trolley,,,,,1,0,,sc/decos01_generic.sc,mine_trolley,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_TROLLEY,,TRUE,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Miners Lunch,,,,,1,0,,sc/decos01_generic.sc,miners_lunch,,1,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_MINERLUNCH,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RainbowFlag,,,,,1,0,,sc/decos01_generic.sc,rainbow_flag,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RAINBOWFLAG,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KangaroPawGrassPink,,,,,1,0,,sc/decos03_features.sc,kangaroo_paw_grass_pink,,1,1,4500,,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_PAWGRASS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Zebra1,,,
RedAcacia,,,,,1,0,,sc/decos03_features.sc,red_acacia,,1,1,,,,Voucher2,3,,,TID_SANCTUARYDECO_DESC,TID_DECO_REDACACIA,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Zebra1,,,
,,,,,,,,,,,,,,,,Voucher1,5,,,,,,,,,,,,,,,,,,,,,,,,
RomanGate,,,,,1,0,,sc/decos01_generic.sc,roman_gate,,3,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_FANCYARCH,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Roman fountain,,,,,1,0,,sc/decos01_generic.sc,roman_fountain,,2,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_FANCYFOUNTAIN,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Old tractor,,,,,1,0,,sc/decos01_generic.sc,rusty_tractor,,3,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_BLUETRACTOR,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Bath tub,,,,,1,0,,sc/decos01_generic.sc,bath_tub,,1,2,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_FLOWERBATHTUB,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Camera obscura,,,,,1,0,,sc/decos01_generic.sc,camera,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_CAMERAOBSCURA,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Phone booth,,,,,1,0,,sc/decos01_generic.sc,phone_booth,,1,1,,999,,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_PHONEBOOTH,,,,,,TapDecorationGeneric,,,,,,,TRUE,,TRUE,,,,Derby,
Pumpkin scarecrow,,,,,1,0,,sc/decos02_seasonal.sc,scarecrow,,1,1,,999,,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_DECO_SPOOKYSCARECROW,,,,,,TapDecorationGeneric,,,,Halloween,TRUE,,,,TRUE,,,,Seasonal,
RedOatsGrass,,,,,1,0,,sc/decos03_features.sc,red_oats_grass,,1,1,,,,Voucher1,5,,,TID_SANCTUARYDECO_DESC,TID_DECO_REDOATSGRASS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Zebra2,,,
,,,,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,
StarGrass,,,,,1,0,,sc/decos03_features.sc,star_grass,,1,1,4500,,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_STARGRASS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Zebra2,,,
HalloweenGrave,,,,,1,0,,sc/decos02_seasonal.sc,pumpkin_grave,,1,2,,999,,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_DECO_HALLOWEENGRAVE,,,,,,TapDecorationGeneric,,,,Halloween,TRUE,,,,TRUE,,,,Seasonal,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter Table,,,,,1,0,,sc/decos02_seasonal.sc,winter_table,,1,2,,999,,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_DECO_WINTERTABLE,,,,,,TapDecorationGeneric,,,,Christmas,,,,,TRUE,,,,Seasonal,
Music Box,,,,,1,0,,sc/decos02_seasonal.sc,music_box,,1,1,,999,,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_DECO_MUSICBOX,,,,,,TapDecorationGeneric,,,,Christmas,,,,,TRUE,,,,Seasonal,
Fireplace,,,,,1,0,,sc/decos02_seasonal.sc,fireplace,,2,2,,999,,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_DECO_FIREPLACE,,,,,,TapDecorationGeneric,,,,Christmas,,,,,TRUE,,,,Seasonal,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wintersock,,,,,1,0,,sc/decos02_seasonal.sc,wintersock,,1,1,,999,,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_DECO_WINTERBOOT,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,FP,
Frozen Fountain,,,,,1,0,,sc/decos02_seasonal.sc,frozen_fountain,,2,2,,999,,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_DECO_FROZENFOUNTAIN,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,Seasonal,
Organ Grinder,,,,,1,0,,sc/decos02_seasonal.sc,organ_grinder,,2,1,,999,,,,,,TID_DECO_NEWYEAR_BALLOON_DESC,TID_DECO_BARRELORGAN,,,,,,TapDecorationGeneric,,,,NewYear,TRUE,,,,TRUE,,,,FPE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Jadetalisman,,,,,1,0,,sc/decos02_seasonal.sc,china_jadetalisman,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_JADETALISMAN,,,,,,TapDecorationGeneric,,,,ChineseNewYear,,,,,TRUE,,,,Shop,
China Pavilion,,,,,1,0,,sc/decos02_seasonal.sc,china_pavilion,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BAMBOOPAVILION,,,,,,TapDecorationGeneric,,,,ChineseNewYear,,,,,TRUE,,,,FP,
China Jadebench,,,,,1,0,,sc/decos02_seasonal.sc,china_jadebench,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_JADEBENCH,,,,,,TapDecorationGeneric,,,,ChineseNewYear,,,,,TRUE,,,,FPE,
China JadeLion,,,,,1,0,,sc/decos02_seasonal.sc,china_jade_lion,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_JADELION,,,,,,TapDecorationGeneric,,,,ChineseNewYear,,,,,TRUE,,,,Shop,
China Incenseburner,,,,,1,0,,sc/decos02_seasonal.sc,china_incense_burner,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_INCENSEBURNER,,,,,,TapDecorationGeneric,,,,ChineseNewYear,TRUE,,,,TRUE,,,,Events,
China Flowerpot,,,,,1,0,,sc/decos02_seasonal.sc,china_flower_pot,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GOLDVASE,,,,,,TapDecorationGeneric,,,,ChineseNewYear,,,,,TRUE,,,,FP,
China Fishfountain,,,,,1,0,,sc/decos02_seasonal.sc,china_fish_fountain,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FISHFOUNTAIN,,,,,,TapDecorationGeneric,,,,ChineseNewYear,,,,,TRUE,,,,,
China DragonBell,,,,,1,0,,sc/decos02_seasonal.sc,china_dragonBell,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_JADEDRAGON,,,,,,TapDecorationGeneric,,,,ChineseNewYear,,,,,TRUE,,,,FP,
China Cart,,,,,1,0,,sc/decos02_seasonal.sc,china_cart,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_JADECART,,,,,,TapDecorationGeneric,,,,ChineseNewYear,,,,,TRUE,,,,Shop,
China Bamboo,,,,,1,0,,sc/decos02_seasonal.sc,china_bamboo,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BAMBOOPATCH,,,,,,TapDecorationGeneric,,,,ChineseNewYear,TRUE,TRUE,,,,,,,FP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley trophy Surfer,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_surfer,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_SURFERPIG,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley trophy Skier,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_skier,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_SKIERSHEEP,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley trophy Skater,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_skater,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_SKATERSHEEP,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley trophy Scuba,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_scuba,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_SCUBACHICKEN,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley trophy Roller,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_roller,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_ROLLERGOAT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley trophy Hiking,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_hiking,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_HIKERPIG,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley trophy Explorer,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_explorer,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_EXPLORERCHICKEN,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley trophy Diver,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_diver,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_DIVERCHICKEN,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley trophy Captain,,,,,1,0,,sc/decos07_valley.sc,boardgame_trophy_captain,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_CAPTAINCOW,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentine's Roseplanter,,,,,1,0,,sc/decos02_seasonal.sc,valentines_roseplanter,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ROSE_FOUNTAIN,,,,,,TapDecorationGeneric,,,,Valentines,TRUE,,,,TRUE,,,,Events,
Valentine's Gardenbench,,,,,1,0,,sc/decos02_seasonal.sc,valentines_bench,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HEART_BENCH,,,,,,TapDecorationGeneric,,,,Valentines,TRUE,,,,TRUE,,,,FP,
Valentine's Flamingos,,,,,1,0,,sc/decos02_seasonal.sc,valentines_flamingos,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOVING_FLAMINGOS,,,,,,TapDecorationGeneric,,,,Valentines,TRUE,,,,TRUE,,,,FP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden boat,,,,,1,0,,sc/decos02_seasonal.sc,garden_boat,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GARDEN_BOAT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
Garden tent,,,,,1,0,,sc/decos02_seasonal.sc,garden_tent,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GARDEN_TENT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
Garden lantern,,,,,1,0,,sc/decos02_seasonal.sc,garden_lantern,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GARDEN_LANTERN,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10th Anniversary,,,,,1,0,,sc/decos01_generic.sc,anniversary_statue,,2,2,,999,,,,,,TID_DECO_SC10THBIRTHDAY_DESC,TID_DECO_SC10THBIRTHDAY,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny Topiary,,,,,1,0,,sc/decos02_seasonal.sc,bunny_topiary,,1,1,,999,,,,,,TID_DECO_EASTER_DESCRIPTION,TID_DECO_EASTERTOPIARY,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
Bunny Gnome,,,,,1,0,,sc/decos02_seasonal.sc,bunny_gnome,,2,1,,999,,,,,,TID_DECO_EASTER_DESCRIPTION,TID_DECO_BUNNYGNOME,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
Easter Surprise,,,,,1,0,,sc/decos02_seasonal.sc,easter_surprise,,2,2,,999,,,,,,TID_DECO_EASTER_DESCRIPTION,TID_DECO_EASTERSURPRISE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Events,
Bunny Trampoline,,,130,,1,0,,sc/decos02_seasonal.sc,bunny_trampoline,,2,2,,999,,,,,,TID_DECO_EASTER_DESCRIPTION,TID_DECO_HOPPINGBUNNY,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalloonSheep,,,,,1,0,,sc/decos02_seasonal.sc,balloon_sheep,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SHEEPBALLOON,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
Birthday Bench,,,,,1,0,,sc/decos02_seasonal.sc,birthday_bench,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BIRTHDAYBENCH,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Events,
Birthday Gift Tent,,,,,1,0,,sc/decos02_seasonal.sc,birthday_gift_tent,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BIRTHDAYTENT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Butterflyballoon Flowerbed,,,,,1,0,,sc/decos02_seasonal.sc,butterflyballoon_flowerbed,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BUTTERFLYBALLOONS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PopPromo,,,,,1,0,,sc/decos03_features.sc,pop_deco,,1,1,,999,,,,,,TID_DECO_POP_PROMO,TID_DECO_POP_PROMO_DESCRIPTION,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Special,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shipwreck Boat,,,,,1,0,,sc/decos02_seasonal.sc,shipwreck_boat,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SHIPWRECK,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
Wavy Bush,,,,,1,0,,sc/decos02_seasonal.sc,wavy_bush,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WAVY_BUSH,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
Hammock,,,,,1,0,,sc/decos01_generic.sc,hammock,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HAMMOCK,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
Fish Fence,,,,,1,0,,sc/decos02_seasonal.sc,fish_fence,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FISH_FENCE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
Pine Cone Basket,,,,,1,0,,sc/decos02_seasonal.sc,pine_cone_basket,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PINECONES,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctuary Fountain,,,,,1,0,,sc/decos03_features.sc,sanctuary_fountain,,2,2,4500,,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_WATERING_HOLE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,ZebraCalf1,,,
Grass Patch,,,,,1,0,,sc/decos03_features.sc,grass_patch,,1,1,,,,Voucher1,5,,,TID_SANCTUARYDECO_DESC,TID_DECO_SAVANNAH_GRASS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,ZebraCalf1,,,
,,,,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Tree,,,,,1,0,,sc/decos03_features.sc,joshua_tree,,1,1,4500,,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_JOSHUA_TREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,ZebraCalf2,,,
Pineapple Lilies,,,,,1,0,,sc/decos03_features.sc,pineapple_lilies,,1,1,,,,Voucher2,3,,,TID_SANCTUARYDECO_DESC,TID_DECO_PINEAPPLE_LILY,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,ZebraCalf2,,,
,,,,,,,,,,,,,,,,Voucher1,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkin Carving Table,,,,,1,0,,sc/decos02_seasonal.sc,pumpkin_carving_table,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FALLTABLE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
Autumn Rocking Chair,,,,,1,0,,sc/decos02_seasonal.sc,autumn_rockingchair,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ROCKINGCHAIR,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altar,,,,,1,0,,sc/decos02_seasonal.sc,halloween_altar,,2,2,,999,,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_DECO_HALLOWEENALTAR,,,,,,TapDecorationGeneric,,,,Halloween,TRUE,,,,TRUE,,,,FP,
Broomsticks,,,,,1,0,,sc/decos02_seasonal.sc,halloween_broomsticks,,2,1,,999,,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_DECO_BROOMSTICKS,,,,,,TapDecorationGeneric,,,,Halloween,TRUE,,,,TRUE,,,,Shop,
Cauldron,,,,,1,0,,sc/decos02_seasonal.sc,halloween_cauldron_event,,1,1,,999,,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_DECO_BUBBLINGCAULDRON,,,,,,TapDecorationGeneric,,,,Halloween,TRUE,,,,TRUE,,,,FP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley trophy Liberty,,,,,1,0,,sc/decos07_valley.sc,valley_usa_liberty,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_USALIBERTY,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley trophy Thai Elephant,,,,,1,0,,sc/decos07_valley.sc,valley_thai_elephant,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_GOLDELEPHANT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley trophy Pretzel Cow,,,,,1,0,,sc/decos07_valley.sc,valley_germany_cow,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_PRETZELCOW,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tall Aloe Ferox,,,,,1,0,,sc/decos03_features.sc,tall_aloe_ferox,,1,1,4500,,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_TALL_ALOE_FEROX,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Gorilla1,,,
Saint Paulia,,,,,1,0,,sc/decos03_features.sc,saintpaulia,,1,1,,,,Voucher1,5,,,TID_SANCTUARYDECO_DESC,TID_DECO_SAINTPAULIA,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Gorilla1,,,
,,,,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,
African Lily,,,,,1,0,,sc/decos03_features.sc,african_lily,,1,1,4500,,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_AFRICAN_LILY,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Gorilla2,,,
Pincushion Shrubs,,,,,1,0,,sc/decos03_features.sc,pincushion_shrubs,,1,1,,,,Voucher2,3,,,TID_SANCTUARYDECO_DESC,TID_DECO_PINCUSHION_SHRUBS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Gorilla2,,,
,,,,,,,,,,,,,,,,Voucher1,5,,,,,,,,,,,,,,,,,,,,,,,,
Snow Bunny,,,,,1,0,,sc/decos02_seasonal.sc,snowbunny,,1,1,,999,,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_DECO_SNOWBUNNY,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,Events,
WonderTree,,,,,1,0,,sc/decos03_features.sc,wonder_tree,,2,2,,999,,,,,,TID_DECO_KARIBATREE_DESC,TID_DECO_KARIBATREE,,,,,,TapDecorationGeneric,,,,,TRUE,TRUE,,,,,,,Special,
Santas Clothes,,,,,1,0,,sc/decos02_seasonal.sc,santas_clothes,,1,2,,999,,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_DECO_JOLLYCLOTHES,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,FP,
Santas Greeting Point,,,,,1,0,,sc/decos02_seasonal.sc,santas_greeting_point,,2,2,,999,,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_DECO_JOLLYCORNER,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,FP,
