Name,ExportName,CurrencyInUSD,Diamonds,TID,Enabled,TLOPackage,RED,ChronosPackage,SpecialPackage,SCIDStore,PremiumPass,DecoReward,DecoAmount,BigButton,BoosterRandomAmount,BoosterRandomMinStars,Booster5StarAmount,StarterPackage,StarterPackageReward,Comment,ExtraDiamonds,FirstTimeOffer,DontShowInShop
com.supercell.soil.midas.10pct.diamondpackage6,icon_diamonds_trunk,9999,4400,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.15pct.diamondpackage1,icon_diamonds_pile,199,58,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.15pct.diamondpackage2,icon_diamonds_bag,499,150,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.15pct.diamondpackage3,icon_diamonds_sack,999,317,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.15pct.diamondpackage4,icon_diamonds_box,1999,656,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.15pct.diamondpackage5,icon_diamonds_chest,3999,1725,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.15pct.diamondpackage6,icon_diamonds_trunk,9999,4600,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage1,icon_diamonds_pile,199,60,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage2,icon_diamonds_bag,499,156,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage3,icon_diamonds_sack,999,330,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage4,icon_diamonds_box,1999,684,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage5,icon_diamonds_chest,3999,1800,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage6,icon_diamonds_trunk,9999,4800,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage1,icon_diamonds_pile,199,60,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage2,icon_diamonds_bag,499,156,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage3,icon_diamonds_sack,999,330,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage4,icon_diamonds_box,1999,684,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage5,icon_diamonds_chest,3999,1800,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage6,icon_diamonds_trunk,9999,4800,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage1,icon_diamonds_pile,199,60,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage2,icon_diamonds_bag,499,156,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage3,icon_diamonds_sack,999,330,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage4,icon_diamonds_box,1999,684,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage5,icon_diamonds_chest,3999,1800,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage6,icon_diamonds_trunk,9999,4800,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage1,icon_diamonds_pile,199,50,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage2,icon_diamonds_bag,499,130,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage3,icon_diamonds_sack,999,275,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage4,icon_diamonds_box,1999,570,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage5,icon_diamonds_chest,3999,1500,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage6,icon_diamonds_trunk,9999,4000,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage1,icon_diamonds_pile,199,53,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage2,icon_diamonds_bag,499,137,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage3,icon_diamonds_sack,999,299,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage4,icon_diamonds_box,1999,599,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage5,icon_diamonds_chest,3999,1575,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage6,icon_diamonds_trunk,9999,4200,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage1,icon_diamonds_pile,199,55,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage2,icon_diamonds_bag,499,143,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage3,icon_diamonds_sack,999,303,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage4,icon_diamonds_box,1999,627,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage5,icon_diamonds_chest,3999,1650,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage6,icon_diamonds_trunk,9999,4400,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage1,icon_diamonds_pile,199,58,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage2,icon_diamonds_bag,499,150,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage3,icon_diamonds_sack,999,317,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage4,icon_diamonds_box,1999,656,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage5,icon_diamonds_chest,3999,1725,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage6,icon_diamonds_trunk,9999,4600,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.carry.farmpass_499,icon_diamonds_chest,499,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.carry.farmpass2,icon_diamonds_chest,399,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.carry.farmpass3,icon_diamonds_chest,299,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.carry.farmpassbundle_all,icon_diamonds_chest,999,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.razer.farmpass2,icon_diamonds_chest,399,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.razer.farmpass3,icon_diamonds_chest,299,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.razer.farmpassbundle_all,icon_diamonds_chest,999,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.midas.farmpass2,icon_diamonds_chest,399,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.midas.farmpass3,icon_diamonds_chest,299,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.midas.farmpassbundle_all,icon_diamonds_chest,999,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.codashop.farmpass2,icon_diamonds_chest,399,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.codashop.farmpass3,icon_diamonds_chest,299,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.codashop.farmpassbundle_all,icon_diamonds_chest,999,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.farmpass2,icon_diamonds_chest,399,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass3,icon_diamonds_chest,299,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle_all,icon_diamonds_chest,999,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle2_3,icon_diamonds_chest,599,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.subdollaroffer029,icon_diamonds_pile,29,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.subdollaroffer079,icon_diamonds_pile,79,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.specialoffertier2.49,icon_diamonds_pile,249,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.specialoffertier70,icon_diamonds_chest,6999,0,TID_DIAMOND_PACK_5,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.specialoffertier75,icon_diamonds_chest,7499,0,TID_DIAMOND_PACK_5,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.specialoffertier80,icon_diamonds_chest,7999,0,TID_DIAMOND_PACK_5,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.specialoffertier85,icon_diamonds_chest,8499,0,TID_DIAMOND_PACK_5,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.specialoffertier90,icon_diamonds_trunk,8999,0,TID_DIAMOND_PACK_6,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.specialoffertier95,icon_diamonds_trunk,9499,0,TID_DIAMOND_PACK_6,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.farmpass_99,icon_diamonds_chest,99,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass_199,icon_diamonds_chest,199,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass_299,icon_diamonds_chest,299,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass_399,icon_diamonds_chest,399,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass_599,icon_diamonds_chest,599,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass_699,icon_diamonds_chest,699,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass2_499,icon_diamonds_chest,499,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass3_399,icon_diamonds_chest,399,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass3_499,icon_diamonds_chest,499,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_1199,icon_diamonds_chest,1199,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle2_3_799,icon_diamonds_chest,799,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle2_3_699,icon_diamonds_chest,699,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_1099,icon_diamonds_chest,1099,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.diamondpackage1_first_time,icon_diamonds_pile,199,50,TID_DIAMOND_PACK_1,true,,,,,,,,,,,,,,,,25,TRUE,
com.supercell.soil.diamondpackage2_first_time,icon_diamonds_bag,499,130,TID_DIAMOND_PACK_2,true,,,,,,,,,,,,,,,,65,TRUE,
com.supercell.soil.diamondpackage3_first_time,icon_diamonds_sack,999,275,TID_DIAMOND_PACK_3,true,,,,,,,,,,,,,,,,138,TRUE,
com.supercell.soil.diamondpackage4_first_time,icon_diamonds_box,1999,570,TID_DIAMOND_PACK_4,true,,,,,,,,,,,,,,,,285,TRUE,
com.supercell.soil.diamondpackage5_first_time,icon_diamonds_chest,3999,1500,TID_DIAMOND_PACK_5,true,,,,,,,,,,,,,,,,750,TRUE,
com.supercell.soil.diamondpackage6_first_time,icon_diamonds_trunk,9999,4000,TID_DIAMOND_PACK_6,true,,,,,,,,,,,,,,,,2000,TRUE,
com.supercell.soil.subdollaroffer049,icon_diamonds_pile,49,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.free,icon_diamonds_pile,0,0,TID_FREE,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_029,icon_diamonds_trunk,29,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_039,icon_diamonds_trunk,39,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_049,icon_diamonds_trunk,49,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_059,icon_diamonds_trunk,59,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_069,icon_diamonds_trunk,69,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_079,icon_diamonds_trunk,79,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_089,icon_diamonds_trunk,89,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_099,icon_diamonds_trunk,99,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_109,icon_diamonds_trunk,109,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_119,icon_diamonds_trunk,119,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_129,icon_diamonds_trunk,129,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_139,icon_diamonds_trunk,139,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_149,icon_diamonds_trunk,149,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_159,icon_diamonds_trunk,159,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_169,icon_diamonds_trunk,169,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_179,icon_diamonds_trunk,179,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_189,icon_diamonds_trunk,189,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_199,icon_diamonds_trunk,199,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_209,icon_diamonds_trunk,209,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_219,icon_diamonds_trunk,219,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_229,icon_diamonds_trunk,229,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_239,icon_diamonds_trunk,239,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_249,icon_diamonds_trunk,249,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_259,icon_diamonds_trunk,259,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_269,icon_diamonds_trunk,269,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_279,icon_diamonds_trunk,279,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_289,icon_diamonds_trunk,289,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_299,icon_diamonds_trunk,299,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_329,icon_diamonds_trunk,329,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_349,icon_diamonds_trunk,349,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_379,icon_diamonds_trunk,379,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_399,icon_diamonds_trunk,399,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_429,icon_diamonds_trunk,429,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_449,icon_diamonds_trunk,449,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_479,icon_diamonds_trunk,479,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_499,icon_diamonds_trunk,499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_549,icon_diamonds_trunk,549,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_599,icon_diamonds_trunk,599,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_649,icon_diamonds_trunk,649,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_699,icon_diamonds_trunk,699,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_749,icon_diamonds_trunk,749,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_799,icon_diamonds_trunk,799,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_849,icon_diamonds_trunk,849,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_899,icon_diamonds_trunk,899,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_949,icon_diamonds_trunk,949,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_999,icon_diamonds_trunk,999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_1099,icon_diamonds_trunk,1099,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_1199,icon_diamonds_trunk,1199,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_1299,icon_diamonds_trunk,1299,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_1399,icon_diamonds_trunk,1399,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_1499,icon_diamonds_trunk,1499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_1599,icon_diamonds_trunk,1599,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_1699,icon_diamonds_trunk,1699,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_1799,icon_diamonds_trunk,1799,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_1899,icon_diamonds_trunk,1899,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_1999,icon_diamonds_trunk,1999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_2099,icon_diamonds_trunk,2099,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_2199,icon_diamonds_trunk,2199,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_2299,icon_diamonds_trunk,2299,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_2399,icon_diamonds_trunk,2399,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_2499,icon_diamonds_trunk,2499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_2599,icon_diamonds_trunk,2599,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_2699,icon_diamonds_trunk,2699,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_2799,icon_diamonds_trunk,2799,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_2899,icon_diamonds_trunk,2899,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_2999,icon_diamonds_trunk,2999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_3099,icon_diamonds_trunk,3099,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_3199,icon_diamonds_trunk,3199,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_3299,icon_diamonds_trunk,3299,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_3399,icon_diamonds_trunk,3399,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_3499,icon_diamonds_trunk,3499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_3599,icon_diamonds_trunk,3599,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_3699,icon_diamonds_trunk,3699,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_3799,icon_diamonds_trunk,3799,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_3899,icon_diamonds_trunk,3899,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_3999,icon_diamonds_trunk,3999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_4099,icon_diamonds_trunk,4099,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_4199,icon_diamonds_trunk,4199,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_4299,icon_diamonds_trunk,4299,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_4399,icon_diamonds_trunk,4399,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_4499,icon_diamonds_trunk,4499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_4599,icon_diamonds_trunk,4599,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_4699,icon_diamonds_trunk,4699,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_4799,icon_diamonds_trunk,4799,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_4899,icon_diamonds_trunk,4899,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_4999,icon_diamonds_trunk,4999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_5299,icon_diamonds_trunk,5299,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_5499,icon_diamonds_trunk,5499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_5799,icon_diamonds_trunk,5799,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_5999,icon_diamonds_trunk,5999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_6299,icon_diamonds_trunk,6299,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_6499,icon_diamonds_trunk,6499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_6799,icon_diamonds_trunk,6799,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_6999,icon_diamonds_trunk,6999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_7299,icon_diamonds_trunk,7299,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_7499,icon_diamonds_trunk,7499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_7799,icon_diamonds_trunk,7799,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_7999,icon_diamonds_trunk,7999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_8299,icon_diamonds_trunk,8299,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
