Name,ShopIconFileName,ShopIconExportName,ShopIconAnimScale,ShopIconClipped,UnlockLevel,RepUnlockLevel,ShopOrder,FileName,ExportName,FenceBelowExportName,FenceRightExportName,FenceCornerExportName,FenceShopExportName,TileWidth,TileHeight,Price,DiamondPrice,PriceIncrease,DoPriceIncreaseEveryNObject,ShopDescriptionTID,TID,BuySound,TapSound,CanBuy,SpinWheelPrize,BuyExp,Passable,Theme,TagSpecial,TagNature,TagDeco,TagSanctuary,TagStatue,HideFromLevelUpScreen,SanctuaryAnimal,PerceivedValue,UseCase,PendingRelease,UseMultiPreview
Gravel path white,,,,,1,0,,sc/decos04_pathsandfences.sc,gravel_white_path,gravel_white_path,gravel_white_path,gravel_white_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GRAVEL_WHITE,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Gravel path pastel,,,,,1,0,,sc/decos04_pathsandfences.sc,gravel_pastel_path,gravel_pastel_path,gravel_pastel_path,gravel_pastel_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GRAVEL_PASTEL,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Gravel path brown,,,,,1,0,,sc/decos04_pathsandfences.sc,gravel_brown_path,gravel_brown_path,gravel_brown_path,gravel_brown_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GRAVEL_BROWN,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Gravel path pattern,,,,,1,0,,sc/decos04_pathsandfences.sc,gravel_pattern1_path,gravel_pattern1_path,gravel_pattern1_path,gravel_pattern1_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GRAVEL_PATTERN,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Park path,,,,,1,0,,sc/decos04_pathsandfences.sc,park_path,park_path,park_path,park_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_PARK_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Garden flowers,,,,,1,0,,sc/decos04_pathsandfences.sc,garden_flowers_pole,garden_flowers,garden_flowers_mirrored,garden_flowers_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GARDEN_FLOWERS,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Railroad fence,,,115,,1,0,,sc/decos04_pathsandfences.sc,railroad_fence_pole,railroad_fence,railroad_fence_mirrored,railroad_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_RAILROAD_FENCE,Buy,TapDecorationGeneric,,TRUE,,,,,,,,,,,,,,TRUE
Flowershop fence,,,,,1,0,,sc/decos04_pathsandfences.sc,flowershop_fence_pole,flowershop_fence,flowershop_fence_mirrored,flowershop_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_FLOWERSHOP_FENCE,Buy,TapDecorationGeneric,,TRUE,,,,,,,,,,,,,,TRUE
Flower tile,,,115,,1,0,,sc/decos04_pathsandfences.sc,flowershop_tile,flowershop_tile,flowershop_tile,flowershop_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_FLOWER_TILE,Buy,TapDecorationGeneric,,TRUE,,TRUE,,,,,,,,,,,,
Snowdrop patch,,,,,1,0,,sc/decos04_pathsandfences.sc,snowdrop_patch_pole,snowdrop_patch,snowdrop_patch_mirrored,snowdrop_patch_corner,snowdrop_patch_pole,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_SNOWDROP,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,
Tropical fence,,,,,1,0,,sc/decos04_pathsandfences.sc,tropical_fence_pole,tropical_fence,tropical_fence_mirrored,tropical_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_TROPICAL_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Barrel fence,,,,,1,0,,sc/decos04_pathsandfences.sc,barrel_fence_pole,barrel_fence,barrel_fence_mirrored,barrel_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_BARREL_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Brown sunflower path,,,120,,1,0,,sc/decos04_pathsandfences.sc,sunflowerpath_brown_pole,sunflowerpath_brown,sunflowerpath_brown_mirrored,sunflowerpath_brown_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_BROWN_SUNFLOWER_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Mint sunflower path,,,120,,1,0,,sc/decos04_pathsandfences.sc,sunflowerpath_mint_pole,sunflowerpath_mint,sunflowerpath_mint_mirrored,sunflowerpath_mint_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_MINT_SUNFLOWER_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Sunflower fence,,,,,1,0,,sc/decos04_pathsandfences.sc,sunflowerfence_pole,sunflowerfence_fence,sunflowerfence_mirrored,sunflowerfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_SUNFLOWER_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Pumpkin_fence,,,,,1,0,,sc/decos04_pathsandfences.sc,pumpkin_fence_pole,pumpkin_fence,pumpkin_fence_mirrored,pumpkin_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_PUMPKIN_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Wicker_fence,,,,,1,0,,sc/decos04_pathsandfences.sc,wicker_fence_pole,wicker_fence,wicker_fence_mirrored,wicker_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_WICKER_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Round_stone_path,,,120,,1,0,,sc/decos04_pathsandfences.sc,round_stone_path_pole,round_stone_path,round_stone_path_mirrored,round_stone_path_corner,round_stone_path_pole,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_ROUND_STONE_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Bones_fence,,,,,1,0,,sc/decos04_pathsandfences.sc,bones_fence_pole,bones_fence,bones_fence_mirorred,bones_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_BONES_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Bavarian_path,,,115,,1,0,,sc/decos04_pathsandfences.sc,bavarian_path_1x1,bavarian_path_1x1,bavarian_path_1x1,bavarian_path_1x1,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_BAVARIAN_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Autumn_path,,,110,,1,0,,sc/decos04_pathsandfences.sc,autumn_path_pole,autumn_path,autumn_path_mirrored,autumn_path_corner,autumn_path_pole,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_AUTUMN_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Mooncake_tile,,,120,,1,0,,sc/decos04_pathsandfences.sc,mooncake_tile,mooncake_tile,mooncake_tile,mooncake_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_MOONCAKE_TILE,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Calluna_patch,,,90,,1,0,,sc/decos04_pathsandfences.sc,calluna_patch_pole,calluna_patch,calluna_patch_mirrored,calluna_patch_corner,calluna_patch_pole,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_CALLUNA_PATCH,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,
Cheesemoon path,,,,,1,0,,sc/decos04_pathsandfences.sc,moontile,moontile,moontile,moontile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_CHEESEMOON_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Spider fence,,,,,1,0,,sc/decos04_pathsandfences.sc,spidertree_pole,spidertree_fence,spidertree_mirrored,spidertree_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_SPIDER_FENCE,Buy,TapDecorationGeneric,,,,,Halloween,,,,,,,,,,,TRUE
Market fence,,,90,,1,0,,sc/decos04_pathsandfences.sc,christmas_fence_pole,christmas_fence,christmas_fence_mirrored,christmas_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_MARKET_FENCE,Buy,TapDecorationGeneric,,,,,Christmas,,,,,,,,,,,TRUE
Snowflake_tile,,,120,,1,0,,sc/decos04_pathsandfences.sc,snowflake_tile,snowflake_tile,snowflake_tile,snowflake_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_SNOWFLAKE_TILE,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Snowy hedge,,,120,,1,0,,sc/decos04_pathsandfences.sc,snowy_hedge_pole,snowy_hedge,snowy_hedge_mirrored,snowy_hedge_corner,,1,1,,999,,,TID_HEDGES_DESCRIPTION,TID_DECO_SNOWY_HEDGE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Shamrock path,,,120,,1,0,,sc/decos04_pathsandfences.sc,shamrock_path_pole,shamrock_path,shamrock_path_mirrored,shamrock_path_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_SHAMROCK_PATH,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,
Musical note fence,,,,,1,0,,sc/decos04_pathsandfences.sc,musical_fence_pole,musical_fence,musical_fence_mirrored,musical_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_MUSICAL_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Carrot fence,,,,,1,0,,sc/decos04_pathsandfences.sc,carrot_fence_pole,carrot_fence,carrot_fence_mirrored,carrot_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_CARROT_FENCE,Buy,TapDecorationGeneric,,,,,Easter,,,,,,,,,,,TRUE
Derby fence,,,,,1,0,,sc/decos04_pathsandfences.sc,horsewood_fence_pole,horsewood_fence,horsewood_fence_mirrored,horsewood_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_DERBY_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Koi fence,,,,,1,0,,sc/decos04_pathsandfences.sc,koi_fishfence_pole,koi_fishfence_fence,koi_fishfence_mirrored,koi_fishfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_KOI_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Fish path,,,115,,1,0,,sc/decos04_pathsandfences.sc,fish_tile,fish_tile,fish_tile,fish_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_FISH_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Vine trellis,,,,,1,0,,sc/decos04_pathsandfences.sc,vine_trellis_fence_pole,vine_trellis_fence,vine_trellis_fence_mirrored,vine_trellis_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_VINE_TRELLIS,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Checkered path,,,115,,1,0,,sc/decos04_pathsandfences.sc,checkered_tile,checkered_tile,checkered_tile,checkered_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_CHECKERED_PATH,Buy,TapDecorationGeneric,,,,,,TRUE,,,,,,,,,,
Honeycomb path,,,,,1,0,,sc/decos04_pathsandfences.sc,bee_tile_path,bee_tile_path,bee_tile_path,bee_tile_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_HONEYCOMB_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Stonemasons path,,,125,,1,0,,sc/decos04_pathsandfences.sc,masonry_tile,masonry_tile,masonry_tile,masonry_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_STONEMASONS_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Velvet rope fence,,,,,1,0,,sc/decos04_pathsandfences.sc,velvetropefence_pole,velvetropefence_fence,velvetropefence_mirrored,velvetropefence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_VELVET_ROPE_FENCE,Buy,TapDecorationGeneric,,,,,,TRUE,,,,,,,,,,TRUE
Log fence,,,,,1,0,,sc/decos04_pathsandfences.sc,logfence_pole,logfence_fence,logfence_mirrored,logfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_LOG_FENCE,Buy,TapDecorationGeneric,,TRUE,,,,,,,,,,,,,,TRUE
Kiosk fence,,,,,1,0,,sc/decos04_pathsandfences.sc,kioskfence_pole,kioskfence_fence,kioskfence_mirrored,kioskfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_KIOSK_FENCE,Buy,TapDecorationGeneric,,TRUE,,,,,,,,,,,,,,TRUE
Mediterranean fence,,,,,1,0,,sc/decos04_pathsandfences.sc,mediterraneanfence_pole,mediterraneanfence_fence,mediterraneanfence_mirrored,mediterraneanfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_MEDITERRANEAN_FENCE,Buy,TapDecorationGeneric,,TRUE,,,,,,,,,,,,,,TRUE
Mediterranean path,,,115,,1,0,,sc/decos04_pathsandfences.sc,mediterraneantile_path,mediterraneantile_path,mediterraneantile_path,mediterraneantile_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_MEDITERRANEAN_PATH,Buy,TapDecorationGeneric,,TRUE,,TRUE,,,,,,,,,,,,
Summer fence,,,,,1,0,,sc/decos04_pathsandfences.sc,summerfence_pole,summerfence_fence,summerfence_mirrored,summerfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_SUMMER_FENCE,Buy,TapDecorationGeneric,,TRUE,,,,,,,,,,,,,,TRUE
Straw path,,,115,,1,0,,sc/decos04_pathsandfences.sc,straw_path_pole,straw_path,straw_path_mirrored,straw_path_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_STRAW_PATH,Buy,TapDecorationGeneric,,TRUE,,TRUE,,,,,,,,,,,,
Pool area fence,,,,,1,0,,sc/decos04_pathsandfences.sc,poolsidefence_pole,poolsidefence_fence,poolsidefence_fence_mirrored,poolsidefence_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_POOL_AREA_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Lemon path,,,110,,1,0,,sc/decos04_pathsandfences.sc,lemon_path,lemon_path,lemon_path,lemon_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_LEMON_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Pooltile path,,,115,,1,0,,sc/decos04_pathsandfences.sc,pooltile_path_01,pooltile_path_02,pooltile_path_03,pooltile_path_04,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_POOLTILE_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Barricade fence,,,,,1,0,,sc/decos04_pathsandfences.sc,birch_fence_pole,birch_fence,birch_fence_mirrored,birch_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_BARRICADE_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Leafpile path,,,,,1,0,,sc/decos04_pathsandfences.sc,autumn_leaf_path_pole,autumn_leaf_path,autumn_leaf_path_mirrored,autumn_leaf_path_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_LEAFPILE_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Wooden heart fence,,,,,1,0,,sc/decos04_pathsandfences.sc,wooden_heart_fence_pole,wooden_heart_fence,wooden_heart_fence_mirrored,wooden_heart_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_WOODEN_HEART_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Glass wall,,,,,1,0,,sc/decos04_pathsandfences.sc,stained_glass_fence_pole,stained_glass_fence,stained_glass_fence_mirrored,stained_glass_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_GLASS_WALL,Buy,TapDecorationGeneric,,,,,Halloween,,,,,,,,,,,TRUE
Cat fence,,,,,1,0,,sc/decos04_pathsandfences.sc,black_cat_fence_pole,black_cat_fence,black_cat_fence_mirrored,black_cat_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_CAT_FENCE,Buy,TapDecorationGeneric,,,,,Halloween,,,,,,,,,,,TRUE
Mushroom iron fence,,,,,1,0,,sc/decos04_pathsandfences.sc,iron_mushroom_fence_pole,iron_mushroom_fence,iron_mushroom_fence_mirrored,iron_mushroom_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_ORNATE_MUSHROOM_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Thanksgiving fence,,,,,1,0,,sc/decos04_pathsandfences.sc,thanksgivingfence_pole,thanksgivingfence_fence,thanksgivingfence_fence_mirrored,thanksgivingfence_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_THANKSGIVING_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Thanksgiving path,,,115,,1,0,,sc/decos04_pathsandfences.sc,thanksgiving_path,thanksgiving_path,thanksgiving_path,thanksgiving_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_THANKSGIVING_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Mushroom fence,,,,,1,0,,sc/decos04_pathsandfences.sc,mushroomfence_pole,mushroomfence_fence,mushroomfence_mirrored,mushroomfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_MUSHROOM_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Electric candles fence,,,,,1,0,,sc/decos04_pathsandfences.sc,candle_fence_pole,candle_fence,candle_fence_mirrored,candle_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_ELECTRIC_CANDLES_FENCE,Buy,TapDecorationGeneric,,,,,Winter,,,,,,,,,,,TRUE
Wooden mushroom fence,,,,,1,0,,sc/decos04_pathsandfences.sc,wooden_mushroom_fence_pole,wooden_mushroom_fence,wooden_mushroom_fence_mirrored,wooden_mushroom_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_CARVED_MUSHROOM_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Gingerbread path,,,115,,1,0,,sc/decos04_pathsandfences.sc,gingerbread_path,gingerbread_path,gingerbread_path,gingerbread_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GINGERBREAD_PATH,Buy,TapDecorationGeneric,,,,,Christmas,,,,,,,,,,,
Jolly path,,,115,,1,0,,sc/decos04_pathsandfences.sc,jolly_path,jolly_path,jolly_path,jolly_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_JOLLY_PATH,Buy,TapDecorationGeneric,,,,TRUE,Winter,,,,,,,,,,,
Firework fence,,,,,1,0,,sc/decos04_pathsandfences.sc,fireworks_fence_pole,fireworks_fence,fireworks_fence_mirrored,fireworks_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_FIREWORKS_FENCE,Buy,TapDecorationGeneric,,,,,NewYear,,,,,,,,,,,TRUE
Winter log path,,,115,,1,0,,sc/decos04_pathsandfences.sc,winter_log_path,winter_log_path,winter_log_path,winter_log_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_WINTER_LOG_PATH,Buy,TapDecorationGeneric,,,,TRUE,Winter,,,,,,,,,,,
Heartwarming fence,,,,,1,0,,sc/decos04_pathsandfences.sc,heartwarming_fence_pole,heartwarming_fence,heartwarming_fence_mirrored,heartwarming_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_HEARTWARMING_FENCE,Buy,TapDecorationGeneric,,,,,Valentines,,,,,,,,,,,TRUE
Heart confetti,,,,,1,0,,sc/decos04_pathsandfences.sc,confetti_path_pole,confetti_path,confetti_path_mirrored,confetti_path_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_HEART_CONFETTI,Buy,TapDecorationGeneric,,,,TRUE,Valentines,,,,,,,,,,,
Garden fence,,,,,1,0,,sc/decos04_pathsandfences.sc,gardenfence_pole,gardenfence_fence,gardenfence_mirrored,gardenfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_GARDEN_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Paw prints,,,,,1,0,,sc/decos04_pathsandfences.sc,easter_paw_prints,easter_paw_prints,easter_paw_prints,easter_paw_prints,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_PAW_PRINTS,Buy,TapDecorationGeneric,,,,TRUE,Easter,,,,,,,,,,,
Heart tile,,,,,1,0,,sc/decos04_pathsandfences.sc,heart_tile,heart_tile,heart_tile,heart_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_HEART_TILE,Buy,TapDecorationGeneric,,,,TRUE,Valentines,,,,,,,,,,,
Marble leaf path,,,120,,1,0,,sc/decos04_pathsandfences.sc,marble_leaf_path_pole,marble_leaf_path,marble_leaf_path_mirrored,marble_leaf_path_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_MARBLE_LEAF,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Path of harmony,,,115,,1,0,,sc/decos04_pathsandfences.sc,pathofharmony_pole,pathofharmony,pathofharmony_mirrored,pathofharmony_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_PATH_OF_HARMONY,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Snake path,,,115,,1,0,,sc/decos04_pathsandfences.sc,snakepath_pole,snakepath,snakepath_mirrored,snakepath_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_SNAKE_PATH,Buy,TapDecorationGeneric,,,,TRUE,ChineseNewYear,,,,,,,,,,,
Flagged fence,,,,,1,0,,sc/decos04_pathsandfences.sc,flagged_fence_pole,flagged_fence,flagged_fence_mirrored,flagged_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_FLAGGED_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Spring flower tile,,,115,,1,0,,sc/decos04_pathsandfences.sc,springflower_tile,springflower_tile,springflower_tile,springflower_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_SPRING_FLOWER_TILE,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Hay pole fence,,,,,1,0,,sc/decos04_pathsandfences.sc,haypolefence_pole,haypolefence_fence,haypolefence_mirrored,haypolefence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_HAYPOLE_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Pet fence,,,,,1,0,,sc/decos04_pathsandfences.sc,petfence_pole,petfence_fence,petfence_mirrored,petfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_PET_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Light grass tile,,,110,,1,0,,sc/decos04_pathsandfences.sc,cutgrass_tile_light,cutgrass_tile_light,cutgrass_tile_light,cutgrass_tile_light,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GRASS_TILE_LIGHT,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Dark grass tile,,,110,,1,0,,sc/decos04_pathsandfences.sc,cutgrass_tile_dark,cutgrass_tile_dark,cutgrass_tile_dark,cutgrass_tile_dark,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GRASS_TILE_DARK,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Palette fence,,,,,1,0,,sc/decos04_pathsandfences.sc,palletfence_pole,palletfence_fence,palletfence_mirrored,palletfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_PALETTE_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Wedding fence,,,,,1,0,,sc/decos04_pathsandfences.sc,wedding_fence_pole,wedding_fence,wedding_fence_mirrored,wedding_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_WEDDING_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Chamomile fence,,,,,1,0,,sc/decos04_pathsandfences.sc,chamomile_fence_pole,chamomile_fence,chamomile_fence_mirrored,chamomile_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_CHAMOMILE_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Wisteria fence,,,,,1,0,,sc/decos04_pathsandfences.sc,wisteria_fence_pole,wisteria_fence,wisteria_fence_mirrored,wisteria_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_WISTERIA_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Stone turtle path,,,,,1,0,,sc/decos04_pathsandfences.sc,turtle_path_pole,turtle_path,turtle_path_mirrored,turtle_path_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_STONE_TURTLE_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Groovy fence,,,,,1,0,,sc/decos04_pathsandfences.sc,groovy_fence_pole,groovy_fence,groovy_fence_mirrored,groovy_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_GROOVY_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Groovy tile,,,125,,1,0,,sc/decos04_pathsandfences.sc,groovy_tile,groovy_tile,groovy_tile,groovy_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GROOVY_TILE,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,,
Western fence,,,,,1,0,,sc/decos04_pathsandfences.sc,western_fence_pole,western_fence,western_fence_mirrored,western_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_WESTERN_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Grass board fence,,,,,1,0,,sc/decos04_pathsandfences.sc,grass_board_fence_pole,grass_board_fence,grass_board_fence_mirrored,grass_board_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_GRASS_BOARD_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Slat fence,,,,,1,0,,sc/decos04_pathsandfences.sc,slat_fence_pole,slat_fence,slat_fence_mirrored,slat_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_SLAT_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
Apple fence,,,,,1,0,,sc/decos04_pathsandfences.sc,apple_fence_pole,apple_fence_fence,apple_fence_mirrored,apple_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_APPLE_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,,TRUE
