Name,ParentName,UnlockLevel,HappyDurationMinutes,FedDurationMinutes,Habitat,FileName,ShopIconExportName,ShopIconAnimScale,ShopIconClipped,MaxPathLength,MaxDistanceFromHouse,MaxDistanceFromHouseHungry,Exp,StateIdleExportName,StateIdleHungryExportName,StateIdleMinMS,StateIdleMaxMS,StateTapExportName,StateTapMinMS,StateTapMaxMS,StateRunExportName,StateMoveExportName,StateMoveHungryExportName,StateMoveMinMS,StateMoveMaxMS,StateRunMinMS,StateRunMaxMS,Speed,HungrySpeed,RunSpeed,StateEatExportName,StateEatMinMS,StateEatMaxMS,StateSleepExportName,StateSleepMinMS,StateSleepMaxMS,TID,DescriptionTID,ReadyNotificationName,TapSound,CollectSound,BuySound,FeedSound,RandomSounds,MaxCountColumnName,SpecialDropCounterIncrease,RandomAnimationFrame,ShopOrder,PuzzlePiece,PuzzlePieceCount,PuzzlePieceExportName,PuzzleBgExportName,ReputationUnlockLevel,StateTapWalkMinMS,StateTapWalkMaxMS,TapWalkSpeed,MaxDistanceFromHouseTapped,StateIdleHungryMinMS,StateIdleHungryMaxMS,SmallIconExportName,MapStatesExportName,AssetScale,PendingRelease
,,,,,,,,,,,,,,baby_arcticfox2_idle02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CheetahCub1,Cheetah1,34,0,600,CheetahHouse,sc/animals04.sc,,,,150,30,10,25,baby_cheetah01_idle01,baby_cheetah01_hungry,3400,3400,baby_cheetah01_special01,4000,4000,baby_cheetah01_run,baby_cheetah01_walk,baby_cheetah01_walk,1500,3000,1000,5000,8,8,60,baby_cheetah01_eating,5000,5000,baby_cheetah01_sleep,8000,8000,TID_CHEETAH_CUB1,TID_GIRAFFE_CALF2_DESCRIPTION,,CheetahCubTap,CheetahCubTap,Buy,,CheetahCubIdle,,8,FALSE,1900,Puzzle Piece 1,36,cheetahcub01_image_,cheetahcub01_image_bg,3,15000,15000,16,50,9000,9000,icon_head_cheetahcub01,,,
,,,,,,,,,,,,,,baby_cheetah01_idle02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CheetahCub2,Cheetah2,34,0,600,CheetahHouse,sc/animals04.sc,,,,150,30,10,25,baby_cheetah02_idle01,baby_cheetah02_hungry,3400,3400,baby_cheetah02_special01,9000,9000,baby_cheetah02_run,baby_cheetah02_walk,baby_cheetah02_walk,1500,3000,1000,5000,8,8,60,baby_cheetah02_eating,5000,5000,baby_cheetah02_sleep,8000,8000,TID_CHEETAH_CUB2,TID_GIRAFFE_CALF2_DESCRIPTION,,CheetahCubTap,CheetahCubTap,Buy,,CheetahCubIdle,,8,FALSE,1900,Puzzle Piece 1,36,cheetahcub02_image_,cheetahcub02_image_bg,3,15000,15000,16,50,9000,9000,icon_head_cheetahcub02,,,
,,,,,,,,,,,,,,baby_cheetah02_idle02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walrus1,,34,0,600,WalrusHouse,sc/animals03.sc,,,,150,30,10,25,walrus1_idle01,walrus1_hungry,6600,6600,walrus1_special,6000,6000,walrus1_run,walrus1_walk,walrus1_walk,1000,3000,2000,8000,6,8,20,walrus1_eating,4000,4000,walrus1_sleep,6000,12000,TID_WALRUS1,TID_GIRAFFE_CALF2_DESCRIPTION,,WalrusTap,WalrusTap,Buy,,WalrusIdle,,8,FALSE,1900,Puzzle Piece 1,36,walrus01_image_,walrus01_image_bg,3,15000,15000,16,50,10000,11500,icon_head_walrus01,,90,
,,,,,,,,,,,,,,walrus1_idle02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,walrus1_idle03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walrus2,,34,0,600,WalrusHouse,sc/animals03.sc,,,,150,30,10,25,walrus2_idle01,walrus2_hungry,6600,6600,walrus2_special,8000,8000,walrus2_run,walrus2_walk,walrus2_walk,1000,3000,2000,8000,6,8,20,walrus2_eating,4000,4000,walrus2_sleep,6000,12000,TID_WALRUS2,TID_GIRAFFE_CALF2_DESCRIPTION,,WalrusTap,WalrusTap,Buy,,WalrusIdle,,8,FALSE,1900,Puzzle Piece 1,36,walrus02_image_,walrus02_image_bg,3,15000,15000,16,50,10000,11500,icon_head_walrus02,,90,
,,,,,,,,,,,,,,walrus2_idle02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,walrus2_idle03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WalrusBaby1,Walrus1,34,0,600,WalrusHouse,sc/animals03.sc,,,,150,30,10,25,babywalrus_01_idle_01,babywalrus_01_hungry,3400,3400,babywalrus_01_special_01,5000,5000,babywalrus_01_run,babywalrus_01_walk,babywalrus_01_walk,1500,3000,1000,5000,6,8,20,babywalrus_01_eating,5000,5000,babywalrus_01_sleep,8000,8000,TID_WALRUS_CALF1,TID_GIRAFFE_CALF2_DESCRIPTION,,BabyWalrusTap,BabyWalrusTap,Buy,,BabyWalrusIdle,,8,FALSE,1900,Puzzle Piece 1,36,walruscalf01_image_,walruscalf01_image_bg,3,15000,15000,16,50,9000,9000,icon_head_walrusbaby_01,,,
,,,,,,,,,,,,,,babywalrus_01_idle_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WalrusBaby2,Walrus2,34,0,600,WalrusHouse,sc/animals03.sc,,,,150,30,10,25,babywalrus_02_idle_01,babywalrus_02_hungry,3400,3400,babywalrus_02_special_01,8000,8000,babywalrus_02_run,babywalrus_02_walk,babywalrus_02_walk,1500,3000,1000,5000,6,8,20,babywalrus_02_eating,5000,5000,babywalrus_02_sleep,8000,8000,TID_WALRUS_CALF2,TID_GIRAFFE_CALF2_DESCRIPTION,,BabyWalrusTap,BabyWalrusTap,Buy,,BabyWalrusIdle,,8,FALSE,1900,Puzzle Piece 1,36,walruscalf02_image_,walruscalf02_image_bg,3,15000,15000,16,50,9000,9000,icon_head_walrusbaby_02,,,
,,,,,,,,,,,,,,babywalrus_02_idle_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meerkat1,,34,0,600,MeerkatHouse,sc/animals03.sc,,,,150,30,10,25,meerkat_01_idle_01,meerkat_01_hungry,9000,9000,meerkat_01_special_02,6000,6000,meerkat_01_run,meerkat_01_walking,meerkat_01_walking,3000,6000,1000,5000,6,8,55,meerkat_01_eat,5000,5000,meerkat_01_sleep,8000,8000,TID_MEERKAT1,TID_GIRAFFE_CALF2_DESCRIPTION,,MeerkatTap,MeerkatTap,Buy,,MeerkatIdle,,8,FALSE,1900,Puzzle Piece 1,36,meerkat01_image_,meerkat01_image_bg,3,15000,15000,16,50,7000,9000,icon_head_meerkat01,,90,
,,,,,,,,,,,,,,meerkat_01_idle_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,meerkat_01_idle_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meerkat2,,34,0,600,MeerkatHouse,sc/animals03.sc,,,,150,30,10,25,meerkat_02_idle_01,meerkat_02_hungry,9000,9000,meerkat_02_special_01,8000,8000,meerkat_02_run,meerkat_02_walk,meerkat_02_walk,3000,6000,1000,5000,6,8,55,meerkat_02_eat,5000,5000,meerkat_02_sleep,8000,8000,TID_MEERKAT2,TID_GIRAFFE_CALF2_DESCRIPTION,,MeerkatTap,MeerkatTap,Buy,,MeerkatIdle,,8,FALSE,1900,Puzzle Piece 1,36,meerkat02_image_,meerkat02_image_bg,3,15000,15000,16,50,7000,9000,icon_head_meerkat02,,90,
,,,,,,,,,,,,,,meerkat_02_idle_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,meerkat_02_idle_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeerkatPup1,Meerkat1,34,0,600,MeerkatHouse,sc/animals03.sc,,,,150,25,10,25,meerkat_baby_01_idle01,meerkat_baby_01_hungry,2700,2700,meerkat_baby_01_special01,12000,12000,meerkat_baby_01_run,meerkat_baby_01_walk,meerkat_baby_01_walk,1000,5000,1000,3000,6,8,40,meerkat_baby_01_eat,4000,4000,meerkat_baby_01_sleep,5000,10000,TID_MEERKAT_PUP1,TID_GIRAFFE_CALF2_DESCRIPTION,,MeerkatBabyTap,MeerkatBabyTap,Buy,,MeerkatBabyIdle,,8,FALSE,1900,Puzzle Piece 1,36,meerkatpup01_image_,meerkatpup01_image_bg,3,15000,15000,16,50,7000,9000,icon_head_meerkatpup_01,,,
,,,,,,,,,,,,,,meerkat_baby_01_idle02,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,meerkat_baby_01_idle03,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeerkatPup2,Meerkat2,34,0,600,MeerkatHouse,sc/animals03.sc,,,,150,25,10,25,meerkat_baby_02_idle01,meerkat_baby_02_hungry,2700,2700,meerkat_baby_02_special02,12000,12000,meerkat_baby_02_run,meerkat_baby_02_walk,meerkat_baby_02_walk,1000,5000,1000,3000,6,8,40,meerkat_baby_02_eat,4000,4000,meerkat_baby_02_sleep,5000,10000,TID_MEERKAT_PUP2,TID_GIRAFFE_CALF2_DESCRIPTION,,MeerkatBabyTap,MeerkatBabyTap,Buy,,MeerkatBabyIdle,,8,FALSE,1900,Puzzle Piece 1,36,meerkatpup02_image_,meerkatpup02_image_bg,3,15000,15000,16,50,7000,9000,icon_head_meerkatpup_02,,,
,,,,,,,,,,,,,,meerkat_baby_02_idle02,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,meerkat_baby_02_idle03,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penguin01,,34,0,600,PenguinHouse,sc/animals04.sc,,,,150,25,10,25,penguin_01_idle_01,penguin_01_hungry,4000,4000,penguin_01_special,6000,12000,penguin_01_run,penguin_01_walk,penguin_01_walk,1000,5000,1000,3000,6,8,40,penguin_01_eat,3000,3000,penguin_01_sleep,4000,8000,TID_PENGUIN1,TID_GIRAFFE_CALF2_DESCRIPTION,,PenguinTap,PenguinTap,Buy,,PenguinIdle,,8,FALSE,1900,Puzzle Piece 1,36,penguin01_image_,penguin01_image_bg,3,15000,15000,16,50,7000,9000,icon_head_penguin_01,,70,
,,,,,,,,,,,,,,penguin_01_idle_02,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,penguin_01_idle_03,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penguin02,,34,0,600,PenguinHouse,sc/animals04.sc,,,,150,25,10,25,penguin_02_idle_01,penguin_02_hungry,4000,4000,penguin_02_special,5000,10000,penguin_02_run,penguin_02_walk,penguin_02_walk,1000,5000,1000,3000,6,8,40,penguin_02_eat,3000,3000,penguin_02_sleep,4000,8000,TID_PENGUIN2,TID_GIRAFFE_CALF2_DESCRIPTION,,PenguinTap,PenguinTap,Buy,,PenguinIdle,,8,FALSE,1900,Puzzle Piece 1,36,penguin02_image_,penguin02_image_bg,3,15000,15000,16,50,7000,9000,icon_head_penguin_02,,70,
,,,,,,,,,,,,,,penguin_02_idle_02,,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,penguin_02_idle_03,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PenguinChick02,Penguin02,34,0,600,PenguinHouse,sc/animals04.sc,,,,150,25,10,25,baby_penguin_02_idle_01,baby_penguin_02_hungry,8000,8000,baby_penguin_02_special_01,3000,3000,baby_penguin_02_run,baby_penguin_02_walk,baby_penguin_02_walk,1000,5000,1000,3000,6,8,40,baby_penguin_02_eat,3000,3000,baby_penguin_02_sleep,5000,10000,TID_PENGUINCHICK2,TID_GIRAFFE_CALF2_DESCRIPTION,,PenguinChickTap,PenguinChickTap,Buy,,PenguinChickIdle,,8,FALSE,1900,Puzzle Piece 1,36,baby_penguin01_image_,baby_penguin02_image_bg,3,15000,15000,16,50,7000,9000,icon_head_penguin_chick_02,,70,
,,,,,,,,,,,,,,baby_penguin_02_idle_02,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,baby_penguin_02_idle_03,,11000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PenguinChick01,Penguin01,34,0,600,PenguinHouse,sc/animals04.sc,,,,150,25,10,25,baby_penguin_01_idle_01,baby_penguin_01_hungry,8000,8000,baby_penguin_01_special_02,6000,6000,baby_penguin_01_run,baby_penguin_01_walk,baby_penguin_01_walk,1000,5000,1000,3000,6,8,40,baby_penguin_01_eat,3000,3000,baby_penguin_01_sleep,5000,10000,TID_PENGUINCHICK1,TID_GIRAFFE_CALF2_DESCRIPTION,,PenguinChickTap,PenguinChickTap,Buy,,PenguinChickIdle,,8,FALSE,1900,Puzzle Piece 1,36,baby_penguin02_image_,baby_penguin01_image_bg,3,15000,15000,16,50,7000,9000,icon_head_penguin_chick_01,,70,
,,,,,,,,,,,,,,baby_penguin_01_idle_02,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,baby_penguin_01_idle_03,,11000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostrich1,,34,0,600,OstrichHouse,sc/animals04.sc,,,,150,25,10,25,ostrich01_idle01,ostrich01_hungry,4600,4600,ostrich01_special,4600,9200,ostrich01_run,ostrich01_walk,ostrich01_walk,1700,5100,900,2700,6,8,40,ostrich01_eating,6000,6000,ostrich01_sleeping,3600,7200,TID_OSTRICH1,TID_GIRAFFE_CALF2_DESCRIPTION,,OstrichTap,OstrichTap,Buy,,OstrichIdle,,8,FALSE,1900,Puzzle Piece 1,36,ostrich01_image_,ostrich01_image_bg,3,15000,15000,16,50,7000,9000,icon_head_ostrich_01,,80,
,,,,,,,,,,,,,,ostrich01_idle02,,7500,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ostrich01_idle03,,5600,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostrich2,,34,0,600,OstrichHouse,sc/animals04.sc,,,,150,25,10,25,ostrich02_idle01,ostrich02_hungry,4600,4600,ostrich02_special,4000,8000,ostrich02_run,ostrich02_walk,ostrich02_walk,1700,5100,900,2700,6,8,40,ostrich02_eating,6000,6000,ostrich02_sleeping,3600,7200,TID_OSTRICH2,TID_GIRAFFE_CALF2_DESCRIPTION,,OstrichTap,OstrichTap,Buy,,OstrichIdle,,8,FALSE,1900,Puzzle Piece 1,36,ostrich02_image_,ostrich02_image_bg,3,15000,15000,16,50,7000,9000,icon_head_ostrich_02,,80,
,,,,,,,,,,,,,,ostrich02_idle02,,7500,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ostrich02_idle03,,5600,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OstrichChick1,Ostrich1,34,0,600,OstrichHouse,sc/animals04.sc,,,,150,25,10,25,babyostrich1_idle01,babyostrich1_hungry,6000,6000,babyostrich1_special,6000,6000,babyostrich1_run,babyostrich1_walk,babyostrich1_walk,1000,3000,1000,3000,6,8,40,babyostrich1_eating,6000,6000,babyostrich1_sleep,7000,14000,TID_OSTRICHCHICK1,TID_GIRAFFE_CALF2_DESCRIPTION,,OstrichChickTap,OstrichChickTap,Buy,,OstrichChickIdle,,8,FALSE,1900,Puzzle Piece 1,36,babyostrich01_image_,babyostrich01_image_bg,3,15000,15000,16,50,7000,9000,icon_head_babyostrich01,,80,
,,,,,,,,,,,,,,babyostrich1_idle02,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OstrichChick2,Ostrich2,34,0,600,OstrichHouse,sc/animals04.sc,,,,150,25,10,25,babyostrich2_idle01,babyostrich2_hungry,6000,6000,babyostrich2_special,6000,6000,babyostrich2_run,babyostrich2_walk,babyostrich2_walk,1000,3000,1000,3000,6,8,40,babyostrich2_eating,6000,6000,babyostrich2_sleep,7000,14000,TID_OSTRICHCHICK2,TID_GIRAFFE_CALF2_DESCRIPTION,,OstrichChickTap,OstrichChickTap,Buy,,OstrichChickIdle,,8,FALSE,1900,Puzzle Piece 1,36,babyostrich02_image_,babyostrich02_image_bg,3,15000,15000,16,50,7000,9000,icon_head_babyostrich02,,80,
,,,,,,,,,,,,,,babyostrich2_idle02,,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capybara1,,34,0,600,CapybaraHouse,sc/animals05.sc,,,,150,25,10,25,capybara_01_idle_01,capybara_01_hungry,4600,4600,capybara_01_special_02,4600,9200,capybara_01_run,capybara_01_walk_02,capybara_01_walk_02,1000,3000,600,1800,6,8,40,capybara_01_eat,6000,6000,capybara_01_sleep,3000,6000,TID_CAPYBARA1,TID_GIRAFFE_CALF2_DESCRIPTION,,CapybaraTap,CapybaraTap,Buy,,CapybaraIdle,,8,FALSE,1900,Puzzle Piece 1,36,capybara01_image_,capybara01_image_bg,3,15000,15000,16,50,7000,9000,icon_head_ostrich_01,,80,
,,,,,,,,,,,,,,capybara_01_idle_02,,7500,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,capybara_01_idle_03,,5600,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capybara2,,34,0,600,CapybaraHouse,sc/animals05.sc,,,,150,25,10,25,capybara_02_idle_01,capybara_02_hungry,4600,4600,capybara_02_special_01,4000,8000,capybara_02_run,capybara_02_walk_02,capybara_02_walk_02,1000,3000,600,1800,6,8,40,capybara_02_eat,6000,6000,capybara_02_sleep,3000,6000,TID_CAPYBARA2,TID_GIRAFFE_CALF2_DESCRIPTION,,CapybaraTap,CapybaraTap,Buy,,CapybaraIdle,,8,FALSE,1900,Puzzle Piece 1,36,capybara02_image_,capybara02_image_bg,3,15000,15000,16,50,7000,9000,icon_head_ostrich_02,,80,
,,,,,,,,,,,,,,capybara_02_idle_02,,7500,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,capybara_02_idle_03,,5600,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
