Name,FileNames,MinVolume,MaxVolume,MinPitch,MaxPitch,FileNameLite,MinVolumeLite,MaxVolumeLite,FadeOutRadius,MaxVolumeRadius,IsMusic
,audio/sfx/ogg/idle_lion_04.ogg,25,40,140,145,,,,1,10,
BabyLionTap,audio/sfx/ogg/tap_lion_01.ogg,45,45,140,145,,,,3,10,
CollectStylePart,audio/sfx/ogg/place_puzzle_piece_01.ogg,30,30,100,100,,,,100,100,
CompleteStyle,audio/sfx/ogg/complete_puzzle_01.ogg,40,40,100,100,,,,100,100,
CollectSticker,audio/sfx/ogg/complete_puzzle_01.ogg,40,40,100,100,,,,100,100,
LoginMusic,audio/music/ogg/hayday_intro_01-1.ogg,22,22,100,100,,,,100,100,TRUE
,audio/music/ogg/hayday_catching_fish_loop01.ogg,15,15,100,100,,,,100,100,TRUE
,audio/music/ogg/hayday_fishing_01.ogg,14,14,100,100,,,,100,100,TRUE
,audio/music/ogg/hayday_train_area_music_02.ogg,12,12,100,100,,,,100,100,TRUE
LoginRandomSound,audio/sfx/ogg/goats_idle_02.ogg,52,52,96,108,,,,1,14,
,audio/sfx/ogg/possuja_02.ogg,37,37,96,108,,,,1,14,
,audio/sfx/ogg/cows_new.ogg,36,36,96,108,,,,1,14,
,audio/sfx/ogg/chickens_02.ogg,33,33,96,108,,,,1,14,
,audio/sfx/ogg/sheep_herd_03.ogg,28,28,96,108,,,,1,14,
,audio/sfx/ogg/crow_01.ogg,24,24,100,100,,,,100,100,
,audio/sfx/ogg/donkey_072.ogg,50,58,86,112,,,,3,13,
,audio/sfx/ogg/chicken_idle_1.ogg,33,33,96,108,,,,3,8,
,audio/sfx/ogg/cow_idle2_1.ogg,26,26,96,108,,,,3,8,
,audio/sfx/ogg/pig_idle_3.ogg,19,19,96,108,,,,3,8,
,audio/sfx/ogg/sanctuary_birds_01.ogg,15,15,100,100,,,,15,22,
,audio/sfx/ogg/birds_wind_temp_02_loop.ogg,80,80,100,100,,,,100,100,
MapGameMusic,audio/music/ogg/hayday_valley_music_01.ogg,20,20,100,100,,,,100,100,TRUE
MapGameAmbience,audio/sfx/ogg/birds_wind_temp_02_loop.ogg,80,80,100,100,,,,100,100,
MapGameCarLoop,audio/sfx/ogg/truck_loop_valley_01.ogg,37,37,100,100,,,,1,8,
,audio/sfx/ogg/truck_loop_valley_02.ogg,37,37,100,100,,,,1,8,
,audio/sfx/ogg/truck_loop_valley_03.ogg,37,37,100,100,,,,1,8,
MapGameStandSound,audio/sfx/ogg/event_bell_02.ogg,50,50,100,100,,,,3,60,
MapGameChickenSound,audio/sfx/ogg/chicken_oneshot_valley_01.ogg,33,33,100,100,,,,3,60,
,audio/sfx/ogg/chicken_oneshot_valley_02.ogg,33,33,100,100,,,,3,60,
,audio/sfx/ogg/chicken_oneshot_valley_03.ogg,33,33,100,100,,,,3,60,
MapGameNodeHit,audio/sfx/ogg/crate_break_01.ogg,45,45,96,108,,,,3,10,
ZebraIdle,audio/sfx/ogg/zebra_idle_01.ogg,25,40,98,104,,,,1,5,
,audio/sfx/ogg/zebra_idle_02.ogg,25,40,98,104,,,,1,5,
ZebraTap,audio/sfx/ogg/zebra_tap_01.ogg,40,45,96,108,,,,2,10,
CollectLantern,audio/sfx/ogg/hayday_spooky_present_02.ogg,26,26,96,108,,,,100,100,
BonusShuffle,audio/sfx/ogg/hayday_scratchcard_seq_audio_02.ogg,50,50,98,106,,,,100,100,
PiggyBreak,audio/sfx/ogg/hayday_piggybreak_01.ogg,50,50,98,106,,,,100,100,
GemSack,audio/sfx/ogg/hayday_gem_sack_01.ogg,50,50,98,106,,,,100,100,
FuelPump,audio/sfx/ogg/hayday_gas_pump_01.ogg,50,50,98,106,,,,100,100,
ElephantValley,audio/sfx/ogg/tap_elephant_01.ogg,25,25,96,108,,,,2,10,
GiraffeValley,audio/sfx/ogg/giraffe_tap_01.ogg,25,25,96,108,,,,2,10,
HippoValley,audio/sfx/ogg/tap_hippo_01.ogg,19,19,96,108,,,,2,10,
DeliverSanctuaryAnimal,audio/sfx/ogg/tap_elephant_01.ogg,25,25,96,108,,,,2,10,
,audio/sfx/ogg/giraffe_tap_01.ogg,25,25,96,108,,,,2,10,
,audio/sfx/ogg/cows_new.ogg,36,36,96,108,,,,1,14,
,audio/sfx/ogg/tap_hippo_01.ogg,19,19,96,108,,,,2,10,
PopPromoStandSound,audio/sfx/ogg/event_bell_02.ogg,50,50,100,100,,,,3,60,
TapSquirrel,audio/sfx/ogg/hayday_squirrel_03.ogg,20,20,96,108,,,,3,8,
,audio/sfx/ogg/hayday_squirrel_05.ogg,20,20,96,108,,,,3,8,
TapSquirrelTree,audio/sfx/ogg/hayday_squirrel_tree_tap_01.ogg,20,20,96,108,,,,3,8,
BabyZebraIdle,audio/sfx/ogg/zebra_idle_01.ogg,25,40,140,145,,,,1,5,
,audio/sfx/ogg/zebra_idle_02.ogg,25,40,140,145,,,,1,5,
BabyZebraTap,audio/sfx/ogg/zebra_tap_01.ogg,40,45,140,145,,,,2,10,
GorillaIdle,audio/sfx/ogg/gorilla_idle_01.ogg,35,50,96,108,,,,1,5,
,audio/sfx/ogg/gorilla_idle_03.ogg,35,50,96,108,,,,1,5,
GorillaTap,audio/sfx/ogg/gorilla_tap_01.ogg,35,50,96,108,,,,2,10,
MultipleChicksIdle,audio/sfx/ogg/hayday_fewchicks_idle_01.ogg,22,30,98,104,,,,1,10,
,audio/sfx/ogg/hayday_fewchicks_idle_02.ogg,22,30,98,104,,,,1,10,
SingleChickIdle,audio/sfx/ogg/hayday_singlechick_idle_01.ogg,22,30,98,104,,,,1,10,
,audio/sfx/ogg/hayday_singlechick_idle_02.ogg,22,30,98,104,,,,1,10,
ChickTap,audio/sfx/ogg/hayday_chick_tap_01.ogg,35,35,96,108,,,,2,10,
,audio/sfx/ogg/hayday_chick_tap_02.ogg,35,35,96,108,,,,2,10,
NewFarmPass,audio/sfx/ogg/farm_pass_new_season.ogg,50,50,100,100,,,,100,100,
FarmPassChicks,audio/sfx/ogg/farm_pass_chicks_leave_coop.ogg,50,50,100,100,,,,100,100,
FarmPassBounce,audio/sfx/ogg/farm_pass_bounce_arrow.ogg,50,50,100,100,,,,100,100,
FarmPassSpawnTask,audio/sfx/ogg/collect_new_temp_01.ogg,56,56,96,108,,,,100,100,
,audio/sfx/ogg/collect_new_temp_02.ogg,56,56,96,108,,,,100,100,
FarmPassRewardUnlocked,audio/sfx/ogg/coin_xp_explo_temp_02.ogg,66,66,100,100,,,,100,100,
FarmPassClaimReward,audio/sfx/ogg/magic_03.ogg,42,42,100,100,,,,100,100,
FarmPassPartyStart,audio/sfx/ogg/complete_puzzle_01.ogg,40,40,100,100,,,,100,100,
FarmPassActivatePerk,audio/sfx/ogg/complete_puzzle_01.ogg,40,40,100,100,,,,100,100,
FarmPassReminder,audio/sfx/ogg/farm_pass_bounce_arrow.ogg,66,66,100,100,,,,100,100,
BabyGorillaIdle,audio/sfx/ogg/gorilla_idle_01.ogg,25,40,140,145,,,,1,5,
,audio/sfx/ogg/gorilla_idle_03.ogg,25,40,140,145,,,,1,5,
BabyGorillaTap,audio/sfx/ogg/gorilla_tap_01.ogg,40,45,140,145,,,,2,10,
ReindeerIdle,audio/sfx/ogg/hayday_rd_idle_01v2.ogg,25,40,98,104,,,,1,5,
,audio/sfx/ogg/hayday_rd_idle_02v2.ogg,25,40,98,104,,,,1,5,
ReindeerTap,audio/sfx/ogg/hayday_rd_tap_01v2.ogg,40,45,96,108,,,,2,10,
BathKioskTap,audio/sfx/ogg/juice_press_idle_01.ogg,88,88,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
BathKioskTapProcessing,audio/sfx/ogg/juice_press_process_01.ogg,54,54,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
DonutMakerTap,audio/sfx/ogg/food_mix_wooden_spoon.ogg,85,85,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
DonutMakerProcessing,audio/sfx/ogg/soupkitchentapprocessing_01.ogg,55,55,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
BabyReindeerIdle,audio/sfx/ogg/hayday_rd_idle_01v2.ogg,25,40,140,145,,,,1,5,
,audio/sfx/ogg/hayday_rd_idle_02v2.ogg,25,40,140,145,,,,1,5,
BabyReindeerTap,audio/sfx/ogg/hayday_rd_tap_01v2.ogg,40,45,140,145,,,,2,10,
GuineaPigTap,audio/sfx/ogg/guinea_pig_tap_01.ogg,22,22,96,104,,,,3,13,
,audio/sfx/ogg/guinea_pig_tap_02.ogg,18,18,96,104,,,,3,13,
PeacockTap,audio/sfx/ogg/peacock_tap_01.ogg,18,18,96,104,,,,3,13,
,audio/sfx/ogg/peacock_tap_01.ogg,18,18,96,104,,,,3,13,
CheetahIdle,audio/sfx/ogg/cheetah_idle_01.ogg,25,40,96,104,,,,1,5,
,audio/sfx/ogg/cheetah_idle_02.ogg,25,40,96,104,,,,1,5,
CheetahTap,audio/sfx/ogg/cheetah_tap_01.ogg,25,25,96,104,,,,2,10,
ArcticFoxIdle,audio/sfx/ogg/arctic_fox_idle_01.ogg,25,40,96,104,,,,1,5,
,audio/sfx/ogg/arctic_fox_idle_02.ogg,25,40,96,104,,,,1,5,
ArcticFoxTap,audio/sfx/ogg/arctic_fox_tap_01.ogg,25,25,96,104,,,,2,10,
CheetahCubIdle,audio/sfx/ogg/cheetah_idle_01.ogg,25,40,140,145,,,,1,5,
,audio/sfx/ogg/cheetah_idle_02.ogg,25,40,140,145,,,,1,5,
CheetahCubTap,audio/sfx/ogg/cheetah_tap_01.ogg,25,25,140,145,,,,2,10,
ArcticFoxCubIdle,audio/sfx/ogg/arctic_fox_idle_01.ogg,25,40,140,145,,,,1,5,
,audio/sfx/ogg/arctic_fox_idle_02.ogg,25,40,140,145,,,,1,5,
ArcticFoxCubTap,audio/sfx/ogg/arctic_fox_tap_01.ogg,25,25,140,145,,,,2,10,
PotteryIdle,audio/sfx/ogg/luukku_2.ogg,52,52,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
PotteryProcessing,audio/sfx/ogg/popcorn_pot_processing_02.ogg,77,77,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
FudgeShopIdle,audio/sfx/ogg/juice_press_idle_01.ogg,88,88,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
FudgeShopProcessing,audio/sfx/ogg/juice_press_process_01.ogg,54,54,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
YogurtMakerIdle,audio/sfx/ogg/juice_press_idle_01.ogg,88,88,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
YogurtMakerProcessing,audio/sfx/ogg/juice_press_process_01.ogg,54,54,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
ToucanTap,audio/sfx/ogg/toucan_tap_01.ogg,18,18,96,104,,,,3,13,
,audio/sfx/ogg/toucan_tap_02.ogg,18,18,96,104,,,,3,13,
WalrusIdle,audio/sfx/ogg/hayday_rd_idle_01v2.ogg,25,40,98,104,,,,1,5,
,audio/sfx/ogg/hayday_rd_idle_02v2.ogg,25,40,98,104,,,,1,5,
WalrusTap,audio/sfx/ogg/hayday_rd_tap_01v2.ogg,40,45,96,108,,,,2,10,
BabyWalrusIdle,audio/sfx/ogg/hayday_rd_idle_01v2.ogg,25,40,140,145,,,,1,5,
,audio/sfx/ogg/hayday_rd_idle_02v2.ogg,25,40,140,145,,,,1,5,
BabyWalrusTap,audio/sfx/ogg/hayday_rd_tap_01v2.ogg,40,45,140,145,,,,2,10,
CockatooTap,audio/sfx/ogg/cockatoo_tap_01.ogg,18,18,96,104,,,,3,13,
,audio/sfx/ogg/cockatoo_tap_02.ogg,18,18,96,104,,,,3,13,
MeerkatIdle,audio/sfx/ogg/meerkat_idle_01.ogg,25,40,98,104,,,,1,5,
,audio/sfx/ogg/meerkat_idle_02.ogg,25,40,98,104,,,,1,5,
MeerkatTap,audio/sfx/ogg/meerkat_tap_01.ogg,40,45,96,108,,,,2,10,
PelicanIdle,audio/sfx/ogg/pelican_idle_01.ogg,25,40,98,104,,,,1,5,
,audio/sfx/ogg/pelican_idle_02.ogg,25,40,98,104,,,,1,5,
PelicanTap,audio/sfx/ogg/pelican_tap_01.ogg,40,45,96,108,,,,2,10,
MeerkatBabyIdle,audio/sfx/ogg/meerkat_idle_01.ogg,25,40,140,145,,,,1,5,
,audio/sfx/ogg/meerkat_idle_02.ogg,25,40,140,145,,,,1,5,
MeerkatBabyTap,audio/sfx/ogg/meerkat_tap_01.ogg,40,45,140,145,,,,2,10,
HeronIdle,audio/sfx/ogg/heron_idle_01.ogg,25,40,98,104,,,,1,5,
,audio/sfx/ogg/heron_idle_02.ogg,25,40,98,104,,,,1,5,
HeronTap,audio/sfx/ogg/heron_tap_01.ogg,40,45,96,108,,,,2,10,
PenguinIdle,audio/sfx/ogg/penguin_idle_01.ogg,25,40,98,104,,,,1,5,
,audio/sfx/ogg/penguin_idle_02.ogg,25,40,98,104,,,,1,5,
PenguinTap,audio/sfx/ogg/penguin_tap_01.ogg,40,45,96,108,,,,2,10,
FarmPassEndBand,audio/sfx/ogg/farm_pass_band_music.ogg,33,33,100,100,,,,100,100,
PenguinChickIdle,audio/sfx/ogg/penguin_idle_01.ogg,25,40,140,145,,,,1,5,
,audio/sfx/ogg/penguin_idle_02.ogg,25,40,140,145,,,,1,5,
PenguinChickTap,audio/sfx/ogg/penguin_tap_01.ogg,40,45,140,145,,,,2,10,
OstrichIdle,audio/sfx/ogg/ostrich_idle_01.ogg,25,40,98,104,,,,1,5,
,audio/sfx/ogg/ostrich_idle_02.ogg,25,40,98,104,,,,1,5,
,audio/sfx/ogg/ostrich_idle_03.ogg,25,40,98,104,,,,1,5,
OstrichTap,audio/sfx/ogg/ostrich_tap_01.ogg,40,45,96,108,,,,2,10,
,audio/sfx/ogg/ostrich_tap_02.ogg,40,45,96,108,,,,2,10,
FlamingoIdle,audio/sfx/ogg/flmingo_idle_01.ogg,25,40,96,108,,,,1,5,
,audio/sfx/ogg/flmingo_idle_02.ogg,25,40,96,108,,,,1,5,
FlamingoTap,audio/sfx/ogg/flmingo_tap_01.ogg,40,45,98,104,,,,2,10,
EssentialOilLabTap,audio/sfx/ogg/hayday_oil_lab_tap_01.ogg,88,88,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
EssentialOilLabProcessing,audio/sfx/ogg/hayday_oil_lab_process_01.ogg,54,54,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
DecoStickerBookCollectionComplete,audio/sfx/ogg/deco_sticker_book/sticker_book_collection_complete.ogg,100,100,100,100,,,,,100,
DecoStickerBookCounterRewardClipChange,audio/sfx/ogg/deco_sticker_book/sticker_book_counter_reward_clip_change.ogg,100,100,100,100,,,,,100,
DecoStickerBookDecorationDrop,audio/sfx/ogg/deco_sticker_book/sticker_book_decoration_drop.ogg,100,100,100,100,,,,,100,
DecoStickerBookCollectionAvailable,audio/sfx/ogg/deco_sticker_book/sticker_book_new_collection_available.ogg,100,100,100,100,,,,,100,
DecoStickerBookPageTurn,audio/sfx/ogg/deco_sticker_book/sticker_book_page_turn.ogg,100,100,100,100,,,,,100,
DecoStickerBookSeasonEnd,audio/sfx/ogg/deco_sticker_book/sticker_book_season_end_.ogg,100,100,100,100,,,,,100,
GachaShake,audio/sfx/ogg/gacha_crate_shakeandprebuild.ogg,100,100,100,100,,,,,100,
GachaRewardAppear,audio/sfx/ogg/gacha_crate_rewardsummaryappear.ogg,100,100,100,100,,,,,100,
GachaRevealPop,audio/sfx/ogg/gacha_crate_revealpop.ogg,100,100,100,100,,,,,100,
GachaFlyIn,audio/sfx/ogg/gacha_crate_flyin.ogg,100,100,100,100,,,,,100,
GachaBreathe,audio/sfx/ogg/gacha_crate_breathe.ogg,100,100,100,100,,,,,100,
OstrichChickIdle,audio/sfx/ogg/ostrich_idle_01.ogg,25,40,140,145,,,,1,5,
,audio/sfx/ogg/ostrich_idle_02.ogg,25,40,140,145,,,,1,5,
,audio/sfx/ogg/ostrich_idle_03.ogg,25,40,140,145,,,,1,5,
OstrichChickTap,audio/sfx/ogg/ostrich_tap_01.ogg,40,45,140,145,,,,2,10,
,audio/sfx/ogg/ostrich_tap_02.ogg,40,45,140,145,,,,2,10,
DecoEmotePhotographerIntroduction,audio/sfx/ogg/deco_emote_photographer_introduction_03.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_introduction_02.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_introduction_01.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_introduction_04.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_introduction_05.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_introduction_06.ogg,95,95,100,100,,,,100,100,
DecoEmotePhotographerFollowups,audio/sfx/ogg/deco_emote_photographer_followups_01.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_followups_02.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_followups_04.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_followups_03.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_followups_05.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_followups_06.ogg,95,95,100,100,,,,100,100,
DecoEmotePhotographerPhaseDecorationBegin,audio/sfx/ogg/deco_emote_photographer_phase_decoration_begin_02.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_phase_decoration_begin_01.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_phase_decoration_begin_03.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_phase_decoration_begin_04.ogg,95,95,100,100,,,,100,100,
DecoEmotePhotographerPhaseVotingBegin,audio/sfx/ogg/deco_emote_photographer_phase_voting_begin_02.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_phase_voting_begin_01.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_phase_voting_begin_03.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_phase_voting_begin_04.ogg,95,95,100,100,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_phase_voting_begin_05.ogg,95,95,100,100,,,,100,100,
DecoUiPopupBannerEventDecorationBegin,audio/sfx/ogg/deco_ui_popupbanner_event_decoration_begin.ogg,90,90,100,100,,,,100,100,
DecoUiPopupBannerEventVotingBegin,audio/sfx/ogg/deco_ui_popupbanner_event_votingbegin.ogg,90,90,100,100,,,,100,100,
DecoUiPopupBannerEventRewardsBegin,audio/sfx/ogg/deco_ui_popupbanner_event_rewards_begin.ogg,90,90,100,100,,,,100,100,
DecoUiPopupBannerAwardedLikeAppear,audio/sfx/ogg/deco_ui_popupbanner_awardedlike_appear.ogg,90,90,100,100,,,,100,100,
DecoUiPopupBannerTierUpgradedAppear,audio/sfx/ogg/deco_ui_popupbanner_tierupgraded_appear.ogg,90,90,100,100,,,,100,100,
DecoUiPopupBannerAnyDisappear,audio/sfx/ogg/deco_ui_popupbanner_any_disappear.ogg,0,0,100,100,,,,100,100,
DecoUiToggleHide,audio/sfx/ogg/deco_ui_toggle_hide.ogg,60,60,92,108,,,,100,100,
DecoUiToggleShow,audio/sfx/ogg/deco_ui_toggle_show.ogg,55,55,92,108,,,,100,100,
DecoUiCashRegisterHintPulse,audio/sfx/ogg/deco_ui_cashregister_hint_pulse.ogg,0,0,100,100,,,,100,100,
DecoUiTaskboardObjectiveComplete,audio/sfx/ogg/deco_ui_taskboard_objective_complete.ogg,70,70,100,100,,,,100,100,
DecoUiPlacementDenied,audio/sfx/ogg/deco_ui_placement_denied.ogg,70,70,95,105,,,,100,100,
DecoUiSubmitDesignActivate,audio/sfx/ogg/deco_ui_submitdesign_activate.ogg,100,100,100,100,,,,100,100,
DecoUiSubmitDesignActivate02,audio/sfx/ogg/deco_ui_submitdesign_activate_02.ogg,0,0,100,100,,,,100,100,
DecoUiPolaroidsAppear,audio/sfx/ogg/deco_ui_polaroids_appear.ogg,70,70,98,103,,,,100,100,
DecoUiVotingPlayerSend,audio/sfx/ogg/deco_ui_voting_player_send.ogg,70,70,100,100,,,,100,100,
DecoUiVotingPolaroidsRemove,audio/sfx/ogg/deco_ui_voting_polaroids_remove.ogg,70,70,95,105,,,,100,100,
DecoUiLikeCounterIncrease,audio/sfx/ogg/deco_ui_likecounter_increase.ogg,50,50,100,100,,,,100,100,
DecoUiPolaroidZoom,audio/sfx/ogg/deco_ui_polaroid_zoom.ogg,75,75,98,102,,,,100,100,
DecoUiMainMenuBoardAppear,audio/sfx/ogg/deco_ui_mainmenu_boardappear.ogg,55,55,95,104,,,,100,100,
DecoUiTaskObjectiveBoardAppear,audio/sfx/ogg/deco_ui_taskobjectiveboard_appear.ogg,55,55,95,104,,,,100,100,
DecoUiPhotoShopAppear,audio/sfx/ogg/deco_ui_photoshop_appear.ogg,75,75,100,100,,,,100,100,
DecoUiLikeCounterFlyIn,audio/sfx/ogg/deco_ui_likecounter_flyin.ogg,70,70,100,100,,,,100,100,
DecoUiLikeCounterRiser,audio/sfx/ogg/deco_ui_likecounter_riser.ogg,20,20,100,100,,,,100,100,
DecoUiLikeCounterFlyOut,audio/sfx/ogg/deco_ui_likecounter_flyout.ogg,70,70,100,100,,,,100,100,
DecoCharacterAnimPhotographerCamera,audio/sfx/ogg/deco_character_anim_photographer_camera_01.ogg,36,36,96,108,,,,1,14,
,audio/sfx/ogg/deco_character_anim_photographer_camera_02.ogg,36,36,96,108,,,,1,14,
,audio/sfx/ogg/deco_character_anim_photographer_camera_03.ogg,36,36,96,108,,,,1,14,
GachaCurrencyGained,audio/sfx/ogg/gacha_currency_gained.ogg,100,100,100,100,,,,100,100,
SwanIdle,audio/sfx/ogg/swan_idle_01.ogg,25,40,98,104,,,,1,5,
SwanTap,audio/sfx/ogg/swan_tap_01.ogg,40,45,96,108,,,,2,10,
PerfumerieTap,audio/sfx/ogg/hayday_perfumery_tap_01.ogg,88,88,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
PerfumerieProcessing,audio/sfx/ogg/hayday_perfumery_process_01.ogg,54,54,96,108,audio/sfx/ogg/add_to_queue.ogg,38,38,2,10,
DecoCharacterAnimPhotographerTapInteraction,audio/sfx/ogg/deco_emote_photographer_interaction_01.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_02.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_03.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_04.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_05.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_07.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_08.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_09.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_10.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_11.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_12.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_13.ogg,75,75,96,108,,,,100,100,
,audio/sfx/ogg/deco_emote_photographer_interaction_14.ogg,75,75,96,108,,,,100,100,
EventBoardUiAppear,audio/sfx/ogg/eventboard_appear.ogg,70,70,100,100,,,,100,100,
EventBoardUiNavTabTap,audio/sfx/ogg/eventboard_nav_tab_tap_A.ogg,70,70,96,108,,,,100,100,
,audio/sfx/ogg/eventboard_nav_tab_tap_B.ogg,70,70,96,108,,,,100,100,
,audio/sfx/ogg/eventboard_nav_tab_tap_C.ogg,70,70,96,108,,,,100,100,
EventBoardUiNewRibbonDetach,audio/sfx/ogg/eventboard_unwrap_optionc_thinner.ogg,70,70,100,100,,,,100,100,
EventBoardUiFavoriteAdded,audio/sfx/ogg/eventboard_toggle_favourite_on.ogg,70,70,96,108,,,,100,100,
EventBoardUiFavoriteRemoved,audio/sfx/ogg/eventboard_toggle_favourite_off.ogg,70,70,96,108,,,,100,100,
EventBoardUiNotifOn,audio/sfx/ogg/eventboard_toggle_notif_on.ogg,70,70,100,100,,,,100,100,
EventBoardUiNotifOff,audio/sfx/ogg/eventboard_toggle_notif_off.ogg,70,70,100,100,,,,100,100,
HayDayWrappedMusic,audio/music/ogg/haydayvideo01v2.ogg,13,13,100,100,,,,100,100,TRUE
WrappedCoinsFirstCoin,audio/sfx/ogg/wrapped/unwrapped_coins_firstcoin_01.ogg,65,65,100,100,,,,100,100,
WrappedCoinsPiggyBankRoll,audio/sfx/ogg/wrapped/unwrapped_coins_piggybankroll_01.ogg,65,65,100,100,,,,100,100,
WrappedCoinsSecondCoinDrop,audio/sfx/ogg/wrapped/unwrapped_coins_secondcoindrop_01.ogg,65,65,100,100,,,,100,100,
WrappedCoinsThirdCoinDrop,audio/sfx/ogg/wrapped/unwrapped_coins_thirdcoindrop_01.ogg,65,65,100,100,,,,100,100,
WrappedDeliveriesCarHorn,audio/sfx/ogg/wrapped/unwrapped_deliveries_carhorn_01.ogg,65,65,100,100,,,,100,100,
WrappedDeliveriesCarWobble,audio/sfx/ogg/wrapped/unwrapped_deliveries_carwobble_01.ogg,65,65,100,100,,,,100,100,
WrappedDeliveriesCloudsMoveOutRevealingNumber,audio/sfx/ogg/wrapped/unwrapped_deliveries_cloudsmoveoutrevealingnumber_01.ogg,65,65,100,100,,,,100,100,
WrappedDeliveriesNumberReveal,audio/sfx/ogg/wrapped/unwrapped_deliveries_numberreveal_01.ogg,65,65,100,100,,,,100,100,
WrappedDeliveriesWorldRotate,audio/sfx/ogg/wrapped/unwrapped_deliveries_worldrotate_01.ogg,65,65,100,100,,,,100,100,
WrappedFishesCaughtAmWithFishesScreenStart,audio/sfx/ogg/wrapped/unwrapped_fishescaught_ambwithfishes_screenstart_01.ogg,65,65,100,100,,,,100,100,
WrappedFishesCaughtBottomRightFish,audio/sfx/ogg/wrapped/unwrapped_fishescaught_bottomrightfish_01.ogg,65,65,100,100,,,,100,100,
WrappedFishesCaughtEndScreenBubble,audio/sfx/ogg/wrapped/unwrapped_fishescaught_endscreenbubble_01.ogg,65,65,90,110,,,,100,100,
WrappedFishesCaughtFinalFishCaught,audio/sfx/ogg/wrapped/unwrapped_fishescaught_finalfishcaught_01.ogg,65,65,100,100,,,,100,100,
WrappedFishesCaughtLeftMiddleFish,audio/sfx/ogg/wrapped/unwrapped_fishescaught_leftmiddlefish_01.ogg,65,65,100,100,,,,100,100,
WrappedFishesCaughtTopRightFish,audio/sfx/ogg/wrapped/unwrapped_fishescaught_toprightfish_01.ogg,65,65,100,100,,,,100,100,
UnwrappedBuildingsCardFlip,audio/sfx/ogg/wrapped/unwrapped_buildings_cardflip_01.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_buildings_cardflip_02.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_buildings_cardflip_03.ogg,65,65,90,110,,,,,,
UnwrappedBuildingsCardFlipBack,audio/sfx/ogg/wrapped/unwrapped_buildings_cardflip_flipback_01.ogg,65,65,100,100,,,,,,
