Name,TaskType,FarmPoints,Good,Amount,Probability,TID,IconFileName,IconExportName,Tags,DerbyTaskTags,MinXPLevelForSpawn,MinRepLevelForSpawn,MaxXPLevelForSpawn,TimeLimitMinutes,RenewDiamondCost,MaxTimesPerDay
BirthdayTask_Eggplant_Parmesan,CollectProduction,240,Eggplant Parmesan,3,12,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_eggplant_parmesana,produce,,99,,,165,10,
BirthdayTask_Chocolate_Pie,CollectProduction,150,Chocolate Pie,3,19,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_chocolate_pie,produce,,65,,,255,10,
BirthdayTask_Mushroom_Pot_Pie,CollectProduction,90,Mushroom Pot Pie,3,29,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cabbageandmushroom_pie,produce,,97,,,210,10,
BirthdayTask_Passion_Fruit_Pie,CollectProduction,80,Passion Fruit Pie,4,42,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_passionfruit_pie,produce,,92,,,230,10,
BirthdayTask_Asparagus_Quiche,CollectProduction,80,Asparagus Quiche,4,42,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_asparagus_quiche,produce,,92,,,230,10,
BirthdayTask_Raw_Pasta,CollectProduction,50,Raw Pasta,5,100,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_pasta_sheet,produce,,67,,,105,10,
BirthdayTask_Rice_Noodles,CollectProduction,70,Rice Noodles,4,53,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_rice_noodles,produce,,73,,,110,10,
BirthdayTask_Gnocchi,CollectProduction,260,Gnocchi,3,11,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_gnocchi,produce,,72,,,270,10,
BirthdayTask_Lasagna,CollectProduction,290,Lasagna,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_lasagne,produce,,74,,,330,10,
BirthdayTask_Lobster_Pasta,CollectProduction,290,Lobster Pasta,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_lobsterpasta,produce,,79,,,390,10,
BirthdayTask_Pasta_Carbonara,CollectProduction,230,Pasta Carbonara,3,12,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_carbonara,produce,,83,,,480,10,
BirthdayTask_Spicy_spaghetti,CollectProduction,320,Spicy spaghetti,3,9,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_spicy_pasta,produce,,87,,,300,10,
BirthdayTask_Broccoli_Mac,CollectProduction,190,Broccoli Mac,3,15,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_broccoli_mac,produce,,83,,,210,10,
BirthdayTask_MushroomPasta,CollectProduction,150,MushroomPasta,3,18,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_mushroom_pasta,produce,,101,,,255,10,
BirthdayTask_Sweater,CollectProduction,80,Sweater,3,31,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_sweater,produce,,17,,,390,10,
BirthdayTask_Blue_Woolly_Hat,CollectProduction,80,Blue Woolly Hat,4,42,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_blue_woolly_hat,produce,,19,,,270,10,
BirthdayTask_Blue_Sweater,CollectProduction,110,Blue Sweater,3,23,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_blue_sweater,produce,,20,,,570,10,
BirthdayTask_Red_Scarf,CollectProduction,160,Red Scarf,3,26,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_redscarf,produce,,48,,,480,10,
BirthdayTask_Cotton_Fabrics,CollectProduction,80,Cotton Fabrics,4,42,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cotton_sheet,produce,,18,,,150,10,
BirthdayTask_Flower_Shawl,CollectProduction,170,Flower Shawl,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_shawl,produce,,71,,,300,10,
BirthdayTask_Carrot_Juice,CollectProduction,50,Carrot Juice,5,83,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_carrot_juice,produce,,26,,,180,10,
BirthdayTask_Tomato_Juice,CollectProduction,90,Tomato Juice,3,29,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_tomato_juice,produce,,31,,,300,10,
BirthdayTask_Apple_Juice,CollectProduction,90,Apple Juice,4,36,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_apple_juice,produce,,28,,,510,10,
BirthdayTask_Cherry_Juice,CollectProduction,120,Cherry Juice,3,22,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cherry_juice,produce,,30,,,480,10,
BirthdayTask_Berry_Juice,CollectProduction,110,Berry Juice,3,23,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_berry_juice,produce,,31,,,570,10,
BirthdayTask_Orange_Juice,CollectProduction,120,Orange Juice,3,22,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_orange_juice,produce,,71,,,390,10,
BirthdayTask_Grape_Juice,CollectProduction,70,Grape Juice,4,42,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_grape_juice,produce,,84,,,630,10,
BirthdayTask_WatermelonLemonade,CollectProduction,80,WatermelonLemonade,4,42,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_watermelon_juice,produce,,92,,,270,10,
BirthdayTask_Pineapple_Juice,CollectProduction,50,Pineapple Juice,4,67,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_pineapple_juice,produce,,52,,,210,10,
BirthdayTask_Passion_Fruit_Juice,CollectProduction,60,Passion Fruit Juice,5,71,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_passionfruit_juice,produce,,88,,,255,10,
BirthdayTask_Mango_Juice,CollectProduction,120,Mango Juice,3,24,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_mango_juice,produce,,97,,,180,10,
BirthdayTask_Guava_Juice,CollectProduction,130,Guava Juice,3,22,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_guava_juice,produce,,104,,,195,10,
BirthdayTask_Bracelet,CollectProduction,260,Bracelet,3,12,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_bracelet,produce,,38,,,390,10,
BirthdayTask_Necklace,CollectProduction,360,Necklace,3,8,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_necklace,produce,,39,,,570,10,
BirthdayTask_Diamond_Ring,CollectProduction,410,Diamond Ring,3,7,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_diamond_ring,produce,,40,,,750,10,
BirthdayTask_IronBracelet,CollectProduction,320,IronBracelet,3,9,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_iron_bracelet,produce,,41,,,300,10,
BirthdayTask_Flower_Pendant,CollectProduction,360,Flower Pendant,3,8,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_flower_pendant,produce,,98,,,210,10,
BirthdayTask_Apple_Jam,CollectProduction,90,Apple Jam,3,27,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_apple_jam,produce,,35,,,1110,10,
BirthdayTask_Raspberry_Jam,CollectProduction,110,Raspberry Jam,3,22,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_raspberry_jam,produce,,36,,,1290,10,
BirthdayTask_Blackberry_Jam,CollectProduction,170,Blackberry Jam,3,15,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_blackberry_jam,produce,,37,,,1470,10,
BirthdayTask_Cherry_Jam,CollectProduction,140,Cherry Jam,3,18,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cherry_jam,produce,,38,,,1290,10,
BirthdayTask_Strawberry_Jam,CollectProduction,120,Strawberry Jam,3,21,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_strawberry_jam,produce,,50,,,1380,10,
BirthdayTask_Marmelade,CollectProduction,190,Marmelade,3,14,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_marmelade,produce,,74,,,1560,10,
BirthdayTask_Peach_Jam,CollectProduction,180,Peach Jam,3,14,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_peach_jam,produce,,79,,,1470,10,
BirthdayTask_Grape_Jam,CollectProduction,80,Grape Jam,3,28,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_grape_jam,produce,,85,,,1200,10,
BirthdayTask_PlumJam,CollectProduction,170,PlumJam,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_plum_jam,produce,,94,,,930,10,
BirthdayTask_Passion_Fruit_Jam,CollectProduction,80,Passion Fruit Jam,4,36,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_passionfruit_jam,produce,,96,,,1310,10,
BirthdayTask_Vanilla_Ice_Cream,CollectProduction,80,Vanilla Ice Cream,3,30,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_vanilla_ice_cream,produce,,29,,,390,10,
BirthdayTask_Cherry_Popsicle,CollectProduction,170,Cherry Popsicle,3,14,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cherry_popsicle,produce,,33,,,570,10,
BirthdayTask_Strawberry_Ice_Cream,CollectProduction,180,Strawberry Ice Cream,3,15,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_strawberry_ice_cream,produce,,34,,,750,10,
BirthdayTask_Chocolate_Ice_Cream,CollectProduction,180,Chocolate Ice Cream,3,15,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_chocolate_ice_cream,produce,,39,,,480,10,
BirthdayTask_Orange_Sorbet,CollectProduction,150,Orange Sorbet,3,17,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_orange_sorbet,produce,,78,,,660,10,
BirthdayTask_Peach_Ice_Cream,CollectProduction,170,Peach Ice Cream,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_peach_ice_cream,produce,,83,,,570,10,
BirthdayTask_BananaSplit,CollectProduction,210,BananaSplit,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_banana_split,produce,,96,,,660,10,
BirthdayTask_MintIcecream,CollectProduction,150,MintIcecream,3,18,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_mintchoc_icecream,produce,,85,,,435,10,
BirthdayTask_SesameIceCream,CollectProduction,90,SesameIceCream,3,29,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_sesameseed_icecream,produce,,50,,,390,10,
BirthdayTask_Peanut_Butter_Milkshake,CollectProduction,220,Peanut Butter Milkshake,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_peanutbutter_milkshake,produce,,68,,,330,10,
BirthdayTask_Affogato,CollectProduction,230,Affogato,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_affagato,produce,,78,,,90,10,
BirthdayTask_Coconut_Ice_Cream,CollectProduction,170,Coconut Ice Cream,3,17,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_coconut_icecream,produce,,102,,,75,10,
BirthdayTask_Fruit_Sorbet,CollectProduction,270,Fruit Sorbet,3,11,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fruit_sorbet,produce,,106,,,210,10,
BirthdayTask_Hot_Dog,CollectProduction,210,Hot Dog,3,14,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_hotdog,produce,,75,,,120,10,
BirthdayTask_Tofu_Dog,CollectProduction,200,Tofu Dog,3,14,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_tofudog,produce,,76,,,165,10,
BirthdayTask_Corn_Dog,CollectProduction,310,Corn Dog,3,9,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_corndog,produce,,78,,,210,10,
BirthdayTask_Onion_Dog,CollectProduction,180,Onion Dog,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_oniondog,produce,,80,,,255,10,
BirthdayTask_ClocheHat,CollectProduction,270,ClocheHat,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_felt_hat,produce,,70,,,390,10,
BirthdayTask_TopHat,CollectProduction,310,TopHat,3,9,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_top_hat,produce,,72,,,660,10,
BirthdayTask_SunHat,CollectProduction,250,SunHat,3,11,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_duchess_hat,produce,,74,,,480,10,
BirthdayTask_FlowerCrown,CollectProduction,190,FlowerCrown,3,14,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_flower_crown,produce,,86,,,390,10,
BirthdayTask_Honey,CollectProduction,200,Honey,5,100,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_honey,produce,,39,,,130,10,
BirthdayTask_Beeswax,CollectProduction,250,Beeswax,4,67,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_beeswax,produce,,48,,,210,10,
BirthdayTask_Mint_Fudge,CollectProduction,290,Mint Fudge,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fudge_mint,produce,,102,,,480,10,
BirthdayTask_Chili_Fudge,CollectProduction,290,Chili Fudge,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fudge_chili,produce,,104,,,540,10,
BirthdayTask_Lemon_Fudge,CollectProduction,320,Lemon Fudge,3,9,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fudge_lemon,produce,,108,,,360,10,
BirthdayTask_Peanut_Fudge,CollectProduction,260,Peanut Fudge,3,11,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fudge_peanut,produce,,111,,,300,10,
BirthdayTask_Rich_Fudge,CollectProduction,350,Rich Fudge,3,8,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fudge_rich,produce,,99,,,390,10,
BirthdayTask_Cheese_fondue,CollectProduction,270,Cheese fondue,3,11,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cheese_fondue,produce,,91,,,90,10,
BirthdayTask_Meat_fondue,CollectProduction,290,Meat fondue,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_meat_fondue,produce,,86,,,120,10,
BirthdayTask_Chocolate_fondue,CollectProduction,340,Chocolate fondue,3,9,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_chocolate_fondue,produce,,81,,,105,10,
BirthdayTask_Tropical_fondue,CollectProduction,220,Tropical fondue,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_tropical_fondue,produce,,100,,,135,10,
BirthdayTask_Rustic_Bouquet,CollectProduction,120,Rustic Bouquet,3,23,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_rustic_bouquet,produce,,49,,,165,10,
BirthdayTask_Bright_Bouquet,CollectProduction,200,Bright Bouquet,3,14,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_bright_bouquet,produce,,65,,,90,10,
BirthdayTask_Soft_Bouquet,CollectProduction,170,Soft Bouquet,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_soft_bouquet,produce,,93,,,120,10,
BirthdayTask_Candy_bouquet,CollectProduction,300,Candy bouquet,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_candy_bouquet,produce,,90,,,90,10,
BirthdayTask_Gracious_bouquet,CollectProduction,210,Gracious bouquet,3,14,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_gracious_bouquet,produce,,73,,,150,10,
BirthdayTask_Veggie_Bouquet,CollectProduction,200,Veggie Bouquet,3,15,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_veggie_bouquet,produce,,106,,,75,10,
BirthdayTask_Birthday_Bouquet,CollectProduction,200,Birthday Bouquet,3,15,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_birthday_bouquet,produce,,92,,,90,10,
BirthdayTask_Fish_Meat,CatchFish,100,,4,45,TID_FARM_PASS_TASK_CATCH_FISH,sc/icons.sc,nh_derby_task_fishing_order,produce,,27,,,30,10,
BirthdayTask_Duck_Down,UseNet,70,Duck,1,34,TID_FARM_PASS_TASK_CATCH_DUCK,sc/fishing_icons.sc,icon_duck,produce,,50,,,3660,10,
BirthdayTask_Lobster_Meat,UseNet,90,Lobster,1,48,TID_FARM_PASS_TASK_CATCH_LOBSTER,sc/fishing_icons.sc,icon_lobster,produce,,44,,,250,10,
BirthdayTask_Plain_donut,CollectProduction,100,Plain donut,4,38,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_plain_donut,produce,,76,,,90,10,
BirthdayTask_Cream_donut,CollectProduction,120,Cream donut,3,23,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cream_donut,produce,,86,,,105,10,
BirthdayTask_Bacon_donut,CollectProduction,220,Bacon donut,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_bacon_donut,produce,,88,,,120,10,
BirthdayTask_Filled_donut,CollectProduction,190,Filled donut,3,15,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_filled_donut,produce,,93,,,135,10,
BirthdayTask_Crunchy_donut,CollectProduction,150,Crunchy donut,3,19,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_crunchy_donut,produce,,82,,,120,10,
BirthdayTask_Sprinkles_donut,CollectProduction,170,Sprinkles donut,3,17,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_sprinkles_donut,produce,,79,,,90,10,
BirthdayTask_Loaded_Fries,CollectProduction,180,Loaded Fries,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_loaded_fries,produce,,87,,,105,10,
BirthdayTask_Stuffed_Peppers,CollectProduction,230,Stuffed Peppers,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_stuffed_peppers,produce,,98,,,150,10,
BirthdayTask_Hand_Pies,CollectProduction,130,Hand Pies,3,22,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_hand_pies,produce,,91,,,90,10,
BirthdayTask_Fried_Candy,CollectProduction,230,Fried Candy,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fried_candy,produce,,100,,,75,10,
BirthdayTask_Falafel,CollectProduction,140,Falafel,3,20,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_falafel,produce,,98,,,195,10,
BirthdayTask_Samosa,CollectProduction,130,Samosa,3,21,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_samosa,produce,,103,,,255,10,
BirthdayTask_Plain_Cupcake,CollectProduction,150,Plain Cupcake,3,19,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_plain_cupcake,produce,,109,,,150,10,
BirthdayTask_Tropical_Cupcake,CollectProduction,310,Tropical Cupcake,3,9,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_tropical_cupcake,produce,,112,,,300,10,
BirthdayTask_Cookie_Cupcake,CollectProduction,380,Cookie Cupcake,3,8,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cookie_cupcake,produce,,114,,,390,10,
BirthdayTask_Guava_Cupcake,CollectProduction,300,Guava Cupcake,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_guava_cupcake,produce,,109,,,240,10,
BirthdayTask_Caramel_Apple,CollectProduction,140,Caramel Apple,3,20,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_caramel_apple,produce,,51,,,390,10,
BirthdayTask_Toffee,CollectProduction,90,Toffee,3,29,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_toffee,produce,,52,,,300,10,
BirthdayTask_Chocolate,CollectProduction,240,Chocolate,3,11,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_chocolate_bar,produce,,54,,,3630,10,
BirthdayTask_Lollipop,CollectProduction,190,Lollipop,3,14,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_lollipop,produce,,57,,,2190,10,
BirthdayTask_Jelly_Beans,CollectProduction,360,Jelly Beans,3,7,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_jelly_beans,produce,,60,,,4350,10,
BirthdayTask_SesameBrittle,CollectProduction,90,SesameBrittle,3,29,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_ginger_sesame_brittle,produce,,78,,,210,10,
BirthdayTask_CandiedPeanuts,CollectProduction,70,CandiedPeanuts,4,50,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_candied_peanuts,produce,,63,,,190,10,
BirthdayTask_Cotton_Candy,CollectProduction,120,Cotton Candy,3,23,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cotton_candy,produce,,75,,,120,10,
BirthdayTask_Strawberry_Candle,CollectProduction,110,Strawberry Candle,3,24,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_candle_strawberry,produce,,48,,,390,10,
BirthdayTask_Raspberry_Candle,CollectProduction,110,Raspberry Candle,3,25,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_candle_rasberry,produce,,52,,,345,10,
BirthdayTask_Lemon_Candle,CollectProduction,160,Lemon Candle,3,17,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_candle_lemon,produce,,72,,,435,10,
BirthdayTask_Floral_candle,CollectProduction,150,Floral candle,3,18,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_candle_floral,produce,,95,,,390,10,
BirthdayTask_Party_Candle,CollectProduction,80,Party Candle,3,30,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_candle_party,produce,,84,,,360,10,
BirthdayTask_Cheese_Cake,CollectProduction,140,Cheese Cake,3,18,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cheese_cake,produce,,24,,,750,10,
BirthdayTask_Carrot_Cake,CollectProduction,90,Carrot Cake,3,29,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_carrot_cake,produce,,21,,,300,10,
BirthdayTask_Birthday_Cake,CollectProduction,110,Birthday Cake,3,24,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cream_cake,produce,,23,,,570,10,
BirthdayTask_Chocolate_Cake,CollectProduction,170,Chocolate Cake,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_chocolate_cake,produce,,36,,,390,10,
BirthdayTask_Strawberry_Cake,CollectProduction,160,Strawberry Cake,3,17,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_strawberry_cake,produce,,35,,,570,10,
BirthdayTask_Berry_Cake,CollectProduction,150,Berry Cake,3,19,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_berry_cake,produce,,23,,,210,10,
BirthdayTask_Potato_Feta_Cake,CollectProduction,180,Potato Feta Cake,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_potato_feta_cake,produce,,38,,,390,10,
BirthdayTask_Lemon_Cake,CollectProduction,500,Lemon Cake,3,6,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_lemon_cake,produce,,68,,,480,10,
BirthdayTask_Honey_Apple_Cake,CollectProduction,140,Honey Apple Cake,3,19,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_honeyapple_cake,produce,,42,,,630,10,
BirthdayTask_Fruitcake,CollectProduction,250,Fruitcake,3,11,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fruitcake,produce,,89,,,570,10,
BirthdayTask_Pineapple_Cake,CollectProduction,150,Pineapple Cake,3,18,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_upsidedown_cake,produce,,65,,,255,10,
BirthdayTask_Fancy_Cake,CollectProduction,260,Fancy Cake,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fancy_cake,produce,,54,,,75,10,
BirthdayTask_Chocolate_Roll,CollectProduction,340,Chocolate Roll,3,8,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_chocolate_roll,produce,,95,,,300,10,
BirthdayTask_Pomegranate_Cake,CollectProduction,160,Pomegranate Cake,3,17,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_pomegranate_cake,produce,,108,,,510,10,
BirthdayTask_Espreso,CollectProduction,140,Espreso,3,21,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_espresso,produce,,42,,,45,10,
BirthdayTask_Latte,CollectProduction,120,Latte,3,23,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_caffe_latte,produce,,43,,,60,10,
BirthdayTask_Mocha,CollectProduction,300,Mocha,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_caffe_mocha,produce,,45,,,75,10,
BirthdayTask_Raspberry_Mocha,CollectProduction,280,Raspberry Mocha,3,11,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_raspberry_mocha,produce,,46,,,120,10,
BirthdayTask_Hot_Chocolate,CollectProduction,170,Hot Chocolate,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_hot_chocolate,produce,,47,,,105,10,
BirthdayTask_BananaLatte,CollectProduction,150,BananaLatte,3,20,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_banana_latte,produce,,88,,,90,10,
BirthdayTask_Caramel_latte,CollectProduction,190,Caramel latte,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_caramel_latte,produce,,62,,,75,10,
BirthdayTask_Exfoliating_Soap,CollectProduction,210,Exfoliating Soap,3,14,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_exfoliating_soap,produce,,93,,,210,10,
BirthdayTask_Face_Mask,CollectProduction,120,Face Mask,3,23,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_honey_mask,produce,,99,,,300,10,
BirthdayTask_Honey_Soap,CollectProduction,160,Honey Soap,3,18,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_honey_soap,produce,,84,,,210,10,
BirthdayTask_Lemon_Lotion,CollectProduction,230,Lemon Lotion,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_lemon_lotion,produce,,84,,,255,10,
BirthdayTask_Pancakes,CollectProduction,80,Pancakes,4,43,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_pancakes,produce,,9,,,150,10,
BirthdayTask_Bacon_and_Eggs,CollectProduction,120,Bacon and Eggs,3,23,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_bacon_and_eggs,produce,,11,,,210,10,
BirthdayTask_Hamburger,CollectProduction,100,Hamburger,3,26,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_hamburger,produce,,18,,,390,10,
BirthdayTask_Roasted_Tomatoes,CollectProduction,80,Roasted Tomatoes,4,38,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_roasted_tomatoes,produce,,30,,,390,10,
BirthdayTask_Baked_Potato,CollectProduction,160,Baked Potato,3,18,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_baked_potato,produce,,35,,,135,10,
BirthdayTask_Fishburger,CollectProduction,130,Fishburger,3,21,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fishburger,produce,,27,,,390,10,
BirthdayTask_Fish_and_Chips,CollectProduction,140,Fish and Chips,3,19,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fishandchips,produce,,41,,,300,10,
BirthdayTask_Lobster_Skewer,CollectProduction,120,Lobster Skewer,3,24,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_lobsterskewers,produce,,48,,,150,10,
