Name,Category,TaskType,FarmPoints,Good,Amount,Probability,TID,IconFileName,IconExportName,Tags,DerbyTaskTags,MinXPLevelForSpawn,MinRepLevelForSpawn,MaxXPLevelForSpawn
,,,,TownCrate12,,,,,,,,,,
,,,,TownCrate13,,,,,,,,,,
,,,,TownCrate14,,,,,,,,,,
,,,,TownCrate15,,,,,,,,,,
,,,,TownCrate16,,,,,,,,,,
,,,,TownCrate17,,,,,,,,,,
,,,,TownCrate18,,,,,,,,,,
,,,,TownCrate19,,,,,,,,,,
,,,,TownCrate20,,,,,,,,,,
,,,,TownCrate21_maps,,,,,,,,,,
,,,,TownCrate21,,,,,,,,,,
,,,,TownCrate22,,,,,,,,,,
,,,,TownCrate23,,,,,,,,,,
,,,,TownCrate24,,,,,,,,,,
,,,,TownCrate25,,,,,,,,,,
,,,,TownCrate26,,,,,,,,,,
,,,,TownCrate27,,,,,,,,,,
,,,,TownCrate28,,,,,,,,,,
,,,,TownCrate29,,,,,,,,,,
,,,,TownCrate30,,,,,,,,,,
,,,,TownCrate31,,,,,,,,,,
,,,,TownCrate32,,,,,,,,,,
,,,,TownCrate33,,,,,,,,,,
,,,,TownCrate34,,,,,,,,,,
,,,,TownCrate35,,,,,,,,,,
,,,,TownCrate36,,,,,,,,,,
,,,,TownCrate37,,,,,,,,,,
,,,,TownCrate38,,,,,,,,,,
,,,,TownCrate39,,,,,,,,,,
,,,,TownCrate40,,,,,,,,,,
,,,,TownCrate41,,,,,,,,,,
,,,,TownCrate42,,,,,,,,,,
,,,,TownCrate43,,,,,,,,,,
,,,,TownCrate44,,,,,,,,,,
,,,,TownCrate45,,,,,,,,,,
,,,,TownCrate46,,,,,,,,,,
,,,,TownCrate47,,,,,,,,,,
,,,,TownCrate48,,,,,,,,,,
,,,,TownCrate1_free,,,,,,,,,,
FeedAnimal_Chicken35_Lv11,,FeedAnimal,50,Chicken,35,1,TID_FARM_PASS_TASK_FEED_CHICKENS,sc/icons.sc,tool_feed_chicken,feed,,11,,22
FeedAnimal_Chicken50_Lv23,,FeedAnimal,50,Chicken,50,1,TID_FARM_PASS_TASK_FEED_CHICKENS,sc/icons.sc,tool_feed_chicken,feed,,23,,
FeedAnimal_Cow15_Lv11,,FeedAnimal,50,Cow,15,1,TID_FARM_PASS_TASK_FEED_COWS,sc/icons.sc,tool_feed_cow,feed,,11,,14
FeedAnimal_Cow30_Lv15,,FeedAnimal,50,Cow,30,1,TID_FARM_PASS_TASK_FEED_COWS,sc/icons.sc,tool_feed_cow,feed,,15,,26
FeedAnimal_Cow45_Lv27,,FeedAnimal,50,Cow,45,1,TID_FARM_PASS_TASK_FEED_COWS,sc/icons.sc,tool_feed_cow,feed,,27,,
FeedAnimal_Sheep15_Lv16,,FeedAnimal,50,Sheep,15,1,TID_FARM_PASS_TASK_FEED_SHEEP,sc/icons.sc,tool_feed_sheep,feed,,16,,25
FeedAnimal_Sheep30_Lv26,,FeedAnimal,50,Sheep,30,1,TID_FARM_PASS_TASK_FEED_SHEEP,sc/icons.sc,tool_feed_sheep,feed,,26,,41
FeedAnimal_Sheep45_Lv42,,FeedAnimal,50,Sheep,45,1,TID_FARM_PASS_TASK_FEED_SHEEP,sc/icons.sc,tool_feed_sheep,feed,,42,,
FeedAnimal_Pig15_Lv11,,FeedAnimal,50,Pig,15,1,TID_FARM_PASS_TASK_FEED_PIGS,sc/icons.sc,tool_feed_pig,feed,,11,,17
FeedAnimal_Pig30_Lv18,,FeedAnimal,50,Pig,30,1,TID_FARM_PASS_TASK_FEED_PIGS,sc/icons.sc,tool_feed_pig,feed,,18,,31
FeedAnimal_Pig45_Lv32,,FeedAnimal,50,Pig,45,1,TID_FARM_PASS_TASK_FEED_PIGS,sc/icons.sc,tool_feed_pig,feed,,32,,
FeedAnimal_Goat12_Lv32,,FeedAnimal,50,Goat,12,1,TID_FARM_PASS_TASK_FEED_GOATS,sc/icons.sc,tool_feed_goat,feed,,32,,36
FeedAnimal_Goat24_Lv37,,FeedAnimal,50,Goat,24,1,TID_FARM_PASS_TASK_FEED_GOATS,sc/icons.sc,tool_feed_goat,feed,,37,,49
FeedAnimal_Goat36_Lv50,,FeedAnimal,50,Goat,36,1,TID_FARM_PASS_TASK_FEED_GOATS,sc/icons.sc,tool_feed_goat,feed,,50,,
DailyFeedAnimal_Any10,Daily,FeedAnimal,3,,10,1,TID_FARM_PASS_TASK_FEED_ANIMALS,sc/icons.sc,tool_feed_question,feed,,1,,
DailyBuyFruitTree_Any2,Daily,BuyFruitTree,3,AppleTree,2,1,TID_FARM_PASS_TASK_PLANT_TREE_BUSH_ANY,sc/icons.sc,task_icon_plant_fruit_tree,tree;bush,,15,,
,,,,CherryTree,,,,,,,,,,
,,,,RaspberryBush,,,,,,,,,,
,,,,BlueberryBush,,,,,,,,,,
,,,,CacaoTree,,,,,,,,,,
,,,,CoffeeBush,,,,,,,,,,
,,,,OliveTree,,,,,,,,,,
,,,,LemonTree,,,,,,,,,,
,,,,PeachTree,,,,,,,,,,
,,,,OrangeTree,,,,,,,,,,
,,,,BananaTree,,,,,,,,,,
,,,,PlumTree,,,,,,,,,,
,,,,MangoTree,,,,,,,,,,
,,,,CoconutTree,,,,,,,,,,
,,,,GuavaTree,,,,,,,,,,
,,,,PomegranateTree,,,,,,,,,,
,,,,Dandelion,,,,,,,,,,
,,,,Peanutbush,,,,,,,,,,
DailyBuyFruitTree_AnyTree2,Daily,BuyFruitTree,3,BananaTree,2,1,TID_FARM_PASS_TASK_PLANT_TREE_ANY,sc/icons.sc,shop_icon_apple_tree,tree,,15,,
,,,,PeachTree,,,,,,,,,,
,,,,OrangeTree,,,,,,,,,,
,,,,LemonTree,,,,,,,,,,
,,,,OliveTree,,,,,,,,,,
,,,,PlumTree,,,,,,,,,,
,,,,CacaoTree,,,,,,,,,,
,,,,CherryTree,,,,,,,,,,
,,,,AppleTree,,,,,,,,,,
,,,,MangoTree,,,,,,,,,,
,,,,CoconutTree,,,,,,,,,,
,,,,GuavaTree,,,,,,,,,,
,,,,PomegranateTree,,,,,,,,,,
DailyBuyFruitTree_AnyBush2,Daily,BuyFruitTree,3,BlueberryBush,2,1,TID_FARM_PASS_TASK_PLANT_BUSH_ANY,sc/icons.sc,shop_icon_raspberry_bush,bush,,19,,
,,,,CoffeeBush,,,,,,,,,,
,,,,RaspberryBush,,,,,,,,,,
CollectFruit_AnyTree30,,CollectFruit,50,Banana,30,1,TID_FARM_PASS_TASK_COLLECT_TREE,sc/icons.sc,icon_apple,tree,,15,,
,,,,Peach,,,,,,,,,,
,,,,Orange,,,,,,,,,,
,,,,Lemon,,,,,,,,,,
,,,,Olive,,,,,,,,,,
,,,,Plum,,,,,,,,,,
,,,,Cacao,,,,,,,,,,
,,,,Cherry,,,,,,,,,,
,,,,Apple,,,,,,,,,,
,,,,Mango,,,,,,,,,,
,,,,Coconut,,,,,,,,,,
,,,,Guava,,,,,,,,,,
,,,,Pomegranate,,,,,,,,,,
CollectFruit_AnyBush30,,CollectFruit,50,Blackberry,30,1,TID_FARM_PASS_TASK_COLLECT_BUSH,sc/icons.sc,icon_raspberry,bush,,19,,
,,,,Coffee,,,,,,,,,,
,,,,Raspberry,,,,,,,,,,
CatchWithNet_9,,UseNet,50,Fish Meat,9,1,TID_FARM_PASS_TASK_CATCH_NET,sc/fishing_icons.sc,icon_regular_net,fish,nets,30,,
DailyCastNetDuck_1,Daily,CastNet,3,DuckTrap,1,1,TID_FARM_PASS_TASK_CAST_DUCK_ONE,sc/fishing_icons.sc,icon_set_duck_trap,fish,nets,50,,
DailyCastNetLobster_1,Daily,CastNet,3,LobsterBox,1,1,TID_FARM_PASS_TASK_CAST_LOBSTER_ONE,sc/fishing_icons.sc,icon_set_lobster_net,fish,nets,44,,
DailyCastNetFish_1,Daily,CastNet,3,FishingNet,1,1,TID_FARM_PASS_TASK_CAST_NET_ONE,sc/fishing_icons.sc,icon_regular_net,fish,nets,30,,
,,,,MysteryNet,,,,,,,,,,
DailyUseLureColors_1,Daily,UseLure,3,BaitGreen,1,1,TID_FARM_PASS_TASK_USE_LURE_ONE,sc/fishing_icons.sc,icon_fishing_lure_gold,fish,,28,,
,,,,BaitBlue,,,,,,,,,,
,,,,BaitPurple,,,,,,,,,,
,,,,BaitGold,,,,,,,,,,
UseLureColors_5,,UseLure,50,BaitGreen,5,1,TID_FARM_PASS_TASK_USE_LURE,sc/fishing_icons.sc,icon_fishing_lure_gold,fish,,35,,
,,,,BaitBlue,,,,,,,,,,
,,,,BaitPurple,,,,,,,,,,
,,,,BaitGold,,,,,,,,,,
DailyActivateBooster_1,Daily,ActivateBooster,3,,1,0,TID_FARM_PASS_TASK_ACTIVATE_BOOSTER_ONE,sc/icons.sc,booster_menu_icon,other,,35,,
DailyPutStuffToRss_10,Daily,PutStuffToRss,3,,10,1,TID_FARM_PASS_TASK_SELL_RSS,sc/icons.sc,task_icon_roadside_shop,other,,7,,
PutStuffToRss_100,,PutStuffToRss,50,,100,1,TID_FARM_PASS_TASK_SELL_RSS,sc/icons.sc,task_icon_roadside_shop,other,,7,,
DailySellFarmVisitors_1,Daily,CompletePeopleOrder,3,,1,1,TID_FARM_PASS_TASK_SELL_FARM_VISITORS_ONE,sc/icons.sc,task_icon_complete_visitor_order,other,,3,,
SellFarmVisitors_5,,CompletePeopleOrder,50,,5,1,TID_FARM_PASS_TASK_SELL_FARM_VISITORS,sc/icons.sc,task_icon_complete_visitor_order,other,,3,,
GiveHelp_15,,GiveHelp,50,,15,1,TID_FARM_PASS_TASK_HELP_OTHERS,sc/icons.sc,tool_request_help,other,,10,,
WheelOfFortune_5,,WheelOfFortune,50,,5,1,TID_FARM_PASS_TASK_SPIN_WHEEL,sc/icons.sc,task_icon_free_wof_spin,other,,8,,
FinishDerbyTask_Any3,,FinishDerbyTask,50,,3,1,TID_FARM_PASS_TASK_DERBY,sc/icons.sc,nh_derby_building_icon,Derby,,18,,
VisitSanctuary_3,,VisitSanctuary,50,,3,1,TID_FARM_PASS_TASK_VISIT_SANCTUARY,sc/icons.sc,icon_sanctuary,townie,,36,5,
DailyCollectProduction_Honeycomb1,Daily,CollectProduction,3,Honeycomb,1,1,TID_FARM_PASS_TASK_COLLECT_HONEYCOMB_ONE,sc/icons.sc,icon_honeycomb,product,,39,,
DailyCollectProduction_PeanutBag1,Daily,CollectProduction,3,PeanutBag,1,1,TID_FARM_PASS_TASK_COLLECT_PEANUT_ONE,sc/icons.sc,icon_peanut_bag,product,,62,,
FeedSanctuaryAnimal_5,,FeedSanctuaryAnimal,50,,5,1,TID_FARM_PASS_TASK_FEED_SANCTUARY,sc/icons.sc,tool_feed_herbivore,sanctuary,,36,5,
WakeupSanctuaryAnimal_5,,WakeupSanctuaryAnimal,50,,5,1,TID_FARM_PASS_TASK_WAKE_SANCTUARY,sc/icons.sc,icon_sanctuary,sanctuary,,36,5,
DailyCollect_Egg5,Daily,CollectProduction,3,Egg,5,1,TID_FARM_PASS_TASK_COLLECT_EGG,sc/icons.sc,icon_egg,animal,,11,,
DailyCollect_Milk5_Lv11,Daily,CollectProduction,3,Milk,5,1,TID_FARM_PASS_TASK_COLLECT_MILK,sc/icons.sc,icon_milk,animal,,11,,
DailyCollect_Wool5_Lv16,Daily,CollectProduction,3,Wool,5,1,TID_FARM_PASS_TASK_COLLECT_WOOL,sc/icons.sc,icon_wool,animal,,16,,
DailyCollect_Bacon5_Lv11,Daily,CollectProduction,3,Bacon,5,1,TID_FARM_PASS_TASK_COLLECT_BACON,sc/icons.sc,icon_bacon,animal,,11,,
DailyCollect_Goat_Milk4_Lv32,Daily,CollectProduction,3,Goat Milk,4,1,TID_FARM_PASS_TASK_COLLECT_GOAT_MILK,sc/icons.sc,icon_goat_milk,animal,,32,,
DailyPickupTownVisitor_1,Daily,PickupTownVisitor,3,,1,1,TID_FARM_PASS_TASK_PICK_UP_VISITORS_ONE,sc/train_icons.sc,icon_personal_train_lvl1,train,,36,4,
DailyServiceTownVisitor_1,Daily,ServiceTownVisitor,3,,1,1,TID_FARM_PASS_TASK_SERVE_TOWNIES_ONE,sc/icons.sc,task_icon_service_town_visitor,townie,,36,2,
DailyServiceTownBuilding_GroceryStore1,Daily,ServiceTownBuilding,3,Grocery Store,1,1,TID_FARM_PASS_TASK_SERVE_GROCERYSTORE_ONE,sc/train_icons.sc,shop_icon_store_lvl1,town,,36,1,
DailyServiceTownBuilding_Movietheater1,Daily,ServiceTownBuilding,3,Movietheater,1,1,TID_FARM_PASS_TASK_SERVE_MOVIETHEATER_ONE,sc/train_icons.sc,shop_icon_movietheater_lvl1,town,,36,2,
DailyServiceTownBuilding_Diner1,Daily,ServiceTownBuilding,3,Diner,1,1,TID_FARM_PASS_TASK_SERVE_DINER_ONE,sc/train_icons.sc,shop_icon_diner_lvl1,town,,36,3,
DailyServiceTownBuilding_BedBreakfast1,Daily,ServiceTownBuilding,3,Bed and Breakfast,1,1,TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST_ONE,sc/train_icons.sc,shop_icon_bb_lvl1,town,,36,5,
DailyServiceTownBuilding_Spa1,Daily,ServiceTownBuilding,3,Spa,1,1,TID_FARM_PASS_TASK_SERVE_SPA_ONE,sc/train_icons.sc,shop_icon_spa_lvl1,town,,36,9,
DailyServiceTownBuilding_Beachcafe1,Daily,ServiceTownBuilding,3,Beach cafe,1,1,TID_FARM_PASS_TASK_SERVE_BEACHCAFE_ONE,sc/train_icons.sc,shop_icon_beachbar_lvl1,town,,36,13,
DailyServiceTownBuilding_Giftshop1,Daily,ServiceTownBuilding,3,Gift shop,1,1,TID_FARM_PASS_TASK_SERVE_GIFTSHOP_ONE,sc/train_icons.sc,shop_icon_souvenier_lvl1,town,,36,11,
ServiceTownBuilding_GroceryStore10,,ServiceTownBuilding,50,Grocery Store,10,1,TID_FARM_PASS_TASK_SERVE_GROCERYSTORE,sc/train_icons.sc,shop_icon_store_lvl1,town,,36,3,
ServiceTownBuilding_Movietheater10,,ServiceTownBuilding,50,Movietheater,10,1,TID_FARM_PASS_TASK_SERVE_MOVIETHEATER,sc/train_icons.sc,shop_icon_movietheater_lvl1,town,,36,4,
ServiceTownBuilding_Diner10,,ServiceTownBuilding,50,Diner,10,1,TID_FARM_PASS_TASK_SERVE_DINER,sc/train_icons.sc,shop_icon_diner_lvl1,town,,36,5,
ServiceTownBuilding_BedBreakfast10,,ServiceTownBuilding,50,Bed and Breakfast,10,1,TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST,sc/train_icons.sc,shop_icon_bb_lvl1,town,,36,7,
ServiceTownBuilding_Spa10,,ServiceTownBuilding,50,Spa,10,1,TID_FARM_PASS_TASK_SERVE_SPA,sc/train_icons.sc,shop_icon_spa_lvl1,town,,36,11,
ServiceTownBuilding_Beachcafe10,,ServiceTownBuilding,50,Beach cafe,10,1,TID_FARM_PASS_TASK_SERVE_BEACHCAFE,sc/train_icons.sc,shop_icon_beachbar_lvl1,town,,36,15,
ServiceTownBuilding_Giftshop10,,ServiceTownBuilding,50,Gift shop,10,1,TID_FARM_PASS_TASK_SERVE_GIFTSHOP,sc/train_icons.sc,shop_icon_souvenier_lvl1,town,,36,13,
DailyProduction_Bakery2,Daily,StartBuilding,3,Bakery,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,2,,
DailyProduction_Hammermill2,Daily,StartBuilding,3,Hammermill,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,3,,
DailyProduction_Dairy2,Daily,StartBuilding,3,Dairy,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,6,,
DailyProduction_Sugar_Mill2,Daily,StartBuilding,3,Sugar_Mill,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,7,,
DailyProduction_Popcorn_Pot2,Daily,StartBuilding,3,Popcorn_Pot,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,8,,
DailyProduction_Barbecue_Grill2,Daily,StartBuilding,3,Barbecue_Grill,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,9,,
DailyProduction_Pie_Oven2,Daily,StartBuilding,3,Pie_Oven,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,14,,
DailyProduction_Loom2,Daily,StartBuilding,3,Loom,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,17,,
DailyProduction_Sewing_Machine2,Daily,StartBuilding,3,Sewing_Machine,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,19,,
DailyProduction_Cake_Oven2,Daily,StartBuilding,3,Cake_Oven,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,21,,
DailyProduction_Smelter2,Daily,StartBuilding,3,Smelter,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,24,,
DailyProduction_Juice_Press2,Daily,StartBuilding,3,Juice_Press,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,26,,
DailyProduction_Ice_Cream_Maker2,Daily,StartBuilding,3,Ice_Cream_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,29,,
DailyProduction_Jam_Maker2,Daily,StartBuilding,3,Jam_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,35,,
DailyProduction_Jeweler2,Daily,StartBuilding,3,Jeweler,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,38,,
DailyProduction_Honey_Extractor2,Daily,StartBuilding,3,Honey_Extractor,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,39,,
DailyProduction_Cafe_Kiosk2,Daily,StartBuilding,3,Cafe_Kiosk,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,42,,
DailyProduction_Soup_Kitchen2,Daily,StartBuilding,3,Soup_Kitchen,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,47,,
DailyProduction_Candle_Maker2,Daily,StartBuilding,3,Candle_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,49,,
DailyProduction_Flowershop2,Daily,StartBuilding,3,Flowershop,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,50,,
DailyProduction_Candy_Machine2,Daily,StartBuilding,3,Candy_Machine,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,52,,
DailyProduction_Sauce_Mixer2,Daily,StartBuilding,3,Sauce_Mixer,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,55,,
DailyProduction_Sushi_Bar2,Daily,StartBuilding,3,Sushi_Bar,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,57,,
DailyProduction_Salad_Bar2,Daily,StartBuilding,3,Salad_Bar,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,59,,
DailyProduction_Sandwich_Bar2,Daily,StartBuilding,3,Sandwich_Bar,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,62,,
DailyProduction_Smoothie_Mixer2,Daily,StartBuilding,3,Smoothie_Mixer,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,65,,
DailyProduction_Pasta_Maker2,Daily,StartBuilding,3,Pasta_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,68,,
DailyProduction_Wok_Kitchen2,Daily,StartBuilding,3,Wok_Kitchen,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,70,,
DailyProduction_Hat_Maker2,Daily,StartBuilding,3,Hat_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,71,,
DailyProduction_Pasta_Kitchen2,Daily,StartBuilding,3,Pasta_Kitchen,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,73,,
DailyProduction_Hotdog_Stand2,Daily,StartBuilding,3,Hotdog_Stand,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,76,,
DailyProduction_Taco_Kitchen2,Daily,StartBuilding,3,Taco_Kitchen,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,78,,
DailyProduction_Tea_Stand2,Daily,StartBuilding,3,Tea_Stand,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,81,,
DailyProduction_Fondue_Maker2,Daily,StartBuilding,3,Fondue_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,82,,
DailyProduction_Deep_Fryer2,Daily,StartBuilding,3,Deep_Fryer,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,88,,
Collect_Bakery15,,CollectBuilding,50,Bakery,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,2,,
Collect_Hammermill15,,CollectBuilding,50,Hammermill,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,3,,
Collect_Dairy15,,CollectBuilding,50,Dairy,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,6,,
Collect_Sugar_Mill15,,CollectBuilding,50,Sugar_Mill,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,7,,
Collect_Popcorn_Pot15,,CollectBuilding,50,Popcorn_Pot,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,8,,
Collect_Barbecue_Grill15,,CollectBuilding,50,Barbecue_Grill,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,9,,
Collect_Pie_Oven15,,CollectBuilding,50,Pie_Oven,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,14,,
Collect_Loom15,,CollectBuilding,50,Loom,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,17,,
Collect_Sewing_Machine15,,CollectBuilding,50,Sewing_Machine,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,19,,
Collect_Cake_Oven15,,CollectBuilding,50,Cake_Oven,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,21,,
Collect_Smelter15,,CollectBuilding,50,Smelter,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,24,,
Collect_Juice_Press15,,CollectBuilding,50,Juice_Press,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,26,,
Collect_Ice_Cream_Maker15,,CollectBuilding,50,Ice_Cream_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,29,,
Collect_Jam_Maker15,,CollectBuilding,50,Jam_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,35,,
Collect_Jeweler15,,CollectBuilding,50,Jeweler,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,38,,
Collect_Honey_Extractor15,,CollectBuilding,50,Honey_Extractor,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,39,,
Collect_Cafe_Kiosk15,,CollectBuilding,50,Cafe_Kiosk,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,42,,
Collect_Soup_Kitchen15,,CollectBuilding,50,Soup_Kitchen,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,47,,
Collect_Candle_Maker15,,CollectBuilding,50,Candle_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,49,,
Collect_Flowershop15,,CollectBuilding,50,Flowershop,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,50,,
Collect_Candy_Machine15,,CollectBuilding,50,Candy_Machine,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,52,,
Collect_Sauce_Mixer15,,CollectBuilding,50,Sauce_Mixer,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,55,,
Collect_Sushi_Bar15,,CollectBuilding,50,Sushi_Bar,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,57,,
Collect_Salad_Bar15,,CollectBuilding,50,Salad_Bar,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,59,,
Collect_Sandwich_Bar15,,CollectBuilding,50,Sandwich_Bar,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,62,,
Collect_Smoothie_Mixer15,,CollectBuilding,50,Smoothie_Mixer,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,65,,
Collect_Pasta_Maker15,,CollectBuilding,50,Pasta_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,68,,
Collect_Wok_Kitchen15,,CollectBuilding,50,Wok_Kitchen,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,70,,
Collect_Hat_Maker15,,CollectBuilding,50,Hat_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,71,,
Collect_Pasta_Kitchen15,,CollectBuilding,50,Pasta_Kitchen,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,73,,
Collect_Hotdog_Stand15,,CollectBuilding,50,Hotdog_Stand,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,76,,
Collect_Taco_Kitchen15,,CollectBuilding,50,Taco_Kitchen,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,78,,
Collect_Tea_Stand15,,CollectBuilding,50,Tea_Stand,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,81,,
Collect_Fondue_Maker15,,CollectBuilding,50,Fondue_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,82,,
Collect_Deep_Fryer15,,CollectBuilding,50,Deep_Fryer,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,88,,
CollectDerbyPoints_300,,CollectDerbyPoints,50,,300,1,TID_FARM_PASS_TASK_DERBYPOINTS,sc/icons.sc,nh_derby_building_icon,Derby,,18,,
ActivateBooster_4,,ActivateBooster,50,,4,1,TID_FARM_PASS_TASK_ACTIVATE_BOOSTER,sc/icons.sc,booster_menu_icon,other,,35,,
DailyPlant_Cabbage_Lv45,Daily,PlantField,3,Cabbage,50,1,TID_FARM_PASS_TASK_PLANT_CROP,sc/nature_new.sc,crop_cabbage,plant,,65,,
Harvest_Cabbage_Lv80,,HarvestField,50,Cabbage,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_cabbage,harvest,,80,,
DailyProduction_Bath_Kiosk2,Daily,StartBuilding,3,Bath_Kiosk,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,84,,
Collect_Bath_Kiosk15,,CollectBuilding,50,Bath_Kiosk,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,84,,
DailyProduction_Fudge_Shop2,Daily,StartBuilding,3,Fudge_Shop,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,99,,
Collect_Fudge_Shop15,,CollectBuilding,50,Fudge_Shop,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,99,,
DailyProduction_Yoghurt_Maker2,Daily,StartBuilding,3,Yoghurt_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,103,,
Collect_Yoghurt_Maker15,,CollectBuilding,50,Yoghurt_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,103,,
DailyPlant_Chickpea_Lv45,Daily,PlantField,3,Chickpea,50,1,TID_FARM_PASS_TASK_PLANT_CROP,sc/nature_new.sc,crop_chickpea,plant,,95,,
